Sekanja	Sekanjas	V;ACT;NFIN	ADJ;INDF;GEN;PL
bilor	bila	ADJ;PRS;GEN	V;ACT;NFIN
bilor	bild	ADJ;PRS;GEN	V.PTCP;PST
bilor	bilda	ADJ;PRS;GEN	V;ACT;NFIN
fullgör	fullgören	V;ACT;NFIN;COMPOUND	ADJ;INDF;MASC+FEM;SG
fullgör	fullgöra	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
fullgören	fullgör	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN;COMPOUND
fullgören	fullgöra	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN
fullgöra	fullgör	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
fullgöra	fullgören	V;ACT;NFIN	ADJ;INDF;MASC+FEM;SG
härlighet	härlige	PRN;INDF;GEN;PL	V.PTCP;PST
härlige	härlighet	V.PTCP;PST	PRN;INDF;GEN;PL
obetänksam	obetänksamt	V;ACT;NFIN;COMPOUND	ADJ;INDF;NEUT;SG
obetänksamt	obetänksam	ADJ;INDF;NEUT;SG	V;ACT;NFIN;COMPOUND
Hodauja	Hodaujas	V;ACT;NFIN	ADJ;INDF;GEN;PL
Hodaujas	Hodauja	ADJ;INDF;GEN;PL	V;ACT;NFIN
barnaföderska	barnaföderskas	V;ACT;NFIN	ADJ;INDF;GEN;PL
barnaföderska	barnaföderskor	V;ACT;NFIN	ADJ;PRS;GEN
barnaföderskas	barnaföderska	ADJ;INDF;GEN;PL	V;ACT;NFIN
barnaföderskas	barnaföderskor	ADJ;INDF;GEN;PL	ADJ;PRS;GEN
barnaföderskor	barnaföderska	ADJ;PRS;GEN	V;ACT;NFIN
barnaföderskor	barnaföderskas	ADJ;PRS;GEN	ADJ;INDF;GEN;PL
lösta	löstes	V;ACT;NFIN	V;PASS;IND;PRS
löstes	lösta	V;PASS;IND;PRS	V;ACT;NFIN
bortkastad	bortkastat	V.PTCP;PST	ADJ;INDF;NEUT;SG
bortkastad	bortkastade	V.PTCP;PST	V;ACT;IND;PST
bortkastat	bortkastad	ADJ;INDF;NEUT;SG	V.PTCP;PST
bortkastat	bortkastade	ADJ;INDF;NEUT;SG	V;ACT;IND;PST
bortkastade	bortkastad	V;ACT;IND;PST	V.PTCP;PST
bortkastade	bortkastat	V;ACT;IND;PST	ADJ;INDF;NEUT;SG
försök	försökt	V;ACT;NFIN;COMPOUND	ADJ;INDF;NEUT;SG
försök	försökte	V;ACT;NFIN;COMPOUND	V;ACT;IND;PST
försök	försöker	V;ACT;NFIN;COMPOUND	V.CVB
försök	försöka	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
försökt	försök	ADJ;INDF;NEUT;SG	V;ACT;NFIN;COMPOUND
försökt	försökte	ADJ;INDF;NEUT;SG	V;ACT;IND;PST
försökt	försöker	ADJ;INDF;NEUT;SG	V.CVB
försökt	försöka	ADJ;INDF;NEUT;SG	V;ACT;NFIN
försökte	försök	V;ACT;IND;PST	V;ACT;NFIN;COMPOUND
försökte	försökt	V;ACT;IND;PST	ADJ;INDF;NEUT;SG
försökte	försöker	V;ACT;IND;PST	V.CVB
försökte	försöka	V;ACT;IND;PST	V;ACT;NFIN
försöker	försök	V.CVB	V;ACT;NFIN;COMPOUND
försöker	försökt	V.CVB	ADJ;INDF;NEUT;SG
försöker	försökte	V.CVB	V;ACT;IND;PST
försöker	försöka	V.CVB	V;ACT;NFIN
försöka	försök	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
försöka	försökt	V;ACT;NFIN	ADJ;INDF;NEUT;SG
försöka	försökte	V;ACT;NFIN	V;ACT;IND;PST
försöka	försöker	V;ACT;NFIN	V.CVB
ansatt	ansatte	V;ACT;NFIN;COMPOUND	V.PTCP;PST
ansatt	ansattes	V;ACT;NFIN;COMPOUND	V;PASS;IND;PRS
ansatt	ansatta	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
ansatte	ansatt	V.PTCP;PST	V;ACT;NFIN;COMPOUND
ansatte	ansattes	V.PTCP;PST	V;PASS;IND;PRS
ansatte	ansatta	V.PTCP;PST	V;ACT;NFIN
ansattes	ansatt	V;PASS;IND;PRS	V;ACT;NFIN;COMPOUND
ansattes	ansatte	V;PASS;IND;PRS	V.PTCP;PST
ansattes	ansatta	V;PASS;IND;PRS	V;ACT;NFIN
ansatta	ansatt	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
ansatta	ansatte	V;ACT;NFIN	V.PTCP;PST
ansatta	ansattes	V;ACT;NFIN	V;PASS;IND;PRS
löpa	löpen	V;ACT;NFIN	ADJ;INDF;MASC+FEM;SG
löpa	löper	V;ACT;NFIN	V.CVB
löpa	löpte	V;ACT;NFIN	V;ACT;IND;PST
löpa	löpare	V;ACT;NFIN	V.CVB;COMPV
löpen	löpa	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN
löpen	löper	ADJ;INDF;MASC+FEM;SG	V.CVB
löpen	löpte	ADJ;INDF;MASC+FEM;SG	V;ACT;IND;PST
löpen	löpare	ADJ;INDF;MASC+FEM;SG	V.CVB;COMPV
löper	löpa	V.CVB	V;ACT;NFIN
löper	löpen	V.CVB	ADJ;INDF;MASC+FEM;SG
löper	löpte	V.CVB	V;ACT;IND;PST
löper	löpare	V.CVB	V.CVB;COMPV
löpte	löpa	V;ACT;IND;PST	V;ACT;NFIN
löpte	löpen	V;ACT;IND;PST	ADJ;INDF;MASC+FEM;SG
löpte	löper	V;ACT;IND;PST	V.CVB
löpte	löpare	V;ACT;IND;PST	V.CVB;COMPV
löpare	löpa	V.CVB;COMPV	V;ACT;NFIN
löpare	löpen	V.CVB;COMPV	ADJ;INDF;MASC+FEM;SG
löpare	löper	V.CVB;COMPV	V.CVB
löpare	löpte	V.CVB;COMPV	V;ACT;IND;PST
grip	gripit	V;ACT;NFIN;COMPOUND	PRN;NEUT;SG
grip	gripes	V;ACT;NFIN;COMPOUND	V;PASS;IND;PRS
grip	gripen	V;ACT;NFIN;COMPOUND	ADJ;INDF;MASC+FEM;SG
grip	griper	V;ACT;NFIN;COMPOUND	V.CVB
grip	gripna	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
grip	gripa	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
grip	gripas	V;ACT;NFIN;COMPOUND	ADJ;INDF;GEN;PL
gripit	grip	PRN;NEUT;SG	V;ACT;NFIN;COMPOUND
gripit	gripes	PRN;NEUT;SG	V;PASS;IND;PRS
gripit	gripen	PRN;NEUT;SG	ADJ;INDF;MASC+FEM;SG
gripit	griper	PRN;NEUT;SG	V.CVB
gripit	gripet	PRN;NEUT;SG	V;ACT;NFIN;COMPOUND
gripit	gripna	PRN;NEUT;SG	V;ACT;NFIN
gripit	gripa	PRN;NEUT;SG	V;ACT;NFIN
gripit	gripas	PRN;NEUT;SG	ADJ;INDF;GEN;PL
gripes	grip	V;PASS;IND;PRS	V;ACT;NFIN;COMPOUND
gripes	gripit	V;PASS;IND;PRS	PRN;NEUT;SG
gripes	gripen	V;PASS;IND;PRS	ADJ;INDF;MASC+FEM;SG
gripes	griper	V;PASS;IND;PRS	V.CVB
gripes	gripet	V;PASS;IND;PRS	V;ACT;NFIN;COMPOUND
gripes	gripna	V;PASS;IND;PRS	V;ACT;NFIN
gripes	gripa	V;PASS;IND;PRS	V;ACT;NFIN
gripes	gripas	V;PASS;IND;PRS	ADJ;INDF;GEN;PL
gripen	grip	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN;COMPOUND
gripen	gripit	ADJ;INDF;MASC+FEM;SG	PRN;NEUT;SG
gripen	gripes	ADJ;INDF;MASC+FEM;SG	V;PASS;IND;PRS
gripen	griper	ADJ;INDF;MASC+FEM;SG	V.CVB
gripen	gripet	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN;COMPOUND
gripen	gripna	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN
gripen	gripa	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN
gripen	gripas	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;GEN;PL
griper	grip	V.CVB	V;ACT;NFIN;COMPOUND
griper	gripit	V.CVB	PRN;NEUT;SG
griper	gripes	V.CVB	V;PASS;IND;PRS
griper	gripen	V.CVB	ADJ;INDF;MASC+FEM;SG
griper	gripet	V.CVB	V;ACT;NFIN;COMPOUND
griper	gripna	V.CVB	V;ACT;NFIN
griper	gripa	V.CVB	V;ACT;NFIN
griper	gripas	V.CVB	ADJ;INDF;GEN;PL
gripet	gripit	V;ACT;NFIN;COMPOUND	PRN;NEUT;SG
gripet	gripes	V;ACT;NFIN;COMPOUND	V;PASS;IND;PRS
gripet	gripen	V;ACT;NFIN;COMPOUND	ADJ;INDF;MASC+FEM;SG
gripet	griper	V;ACT;NFIN;COMPOUND	V.CVB
gripet	gripna	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
gripet	gripa	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
gripet	gripas	V;ACT;NFIN;COMPOUND	ADJ;INDF;GEN;PL
gripna	grip	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
gripna	gripit	V;ACT;NFIN	PRN;NEUT;SG
gripna	gripes	V;ACT;NFIN	V;PASS;IND;PRS
gripna	gripen	V;ACT;NFIN	ADJ;INDF;MASC+FEM;SG
gripna	griper	V;ACT;NFIN	V.CVB
gripna	gripet	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
gripna	gripas	V;ACT;NFIN	ADJ;INDF;GEN;PL
gripa	grip	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
gripa	gripit	V;ACT;NFIN	PRN;NEUT;SG
gripa	gripes	V;ACT;NFIN	V;PASS;IND;PRS
gripa	gripen	V;ACT;NFIN	ADJ;INDF;MASC+FEM;SG
gripa	griper	V;ACT;NFIN	V.CVB
gripa	gripet	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
gripa	gripas	V;ACT;NFIN	ADJ;INDF;GEN;PL
gripas	grip	ADJ;INDF;GEN;PL	V;ACT;NFIN;COMPOUND
gripas	gripit	ADJ;INDF;GEN;PL	PRN;NEUT;SG
gripas	gripes	ADJ;INDF;GEN;PL	V;PASS;IND;PRS
gripas	gripen	ADJ;INDF;GEN;PL	ADJ;INDF;MASC+FEM;SG
gripas	griper	ADJ;INDF;GEN;PL	V.CVB
gripas	gripet	ADJ;INDF;GEN;PL	V;ACT;NFIN;COMPOUND
gripas	gripna	ADJ;INDF;GEN;PL	V;ACT;NFIN
gripas	gripa	ADJ;INDF;GEN;PL	V;ACT;NFIN
mjuk	mjuka	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
mjuk	mjukt	V;ACT;NFIN;COMPOUND	ADJ;INDF;NEUT;SG
mjuka	mjuk	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
mjuka	mjukt	V;ACT;NFIN	ADJ;INDF;NEUT;SG
mjukt	mjuk	ADJ;INDF;NEUT;SG	V;ACT;NFIN;COMPOUND
mjukt	mjuka	ADJ;INDF;NEUT;SG	V;ACT;NFIN
som	somna	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
som	somt	V;ACT;NFIN;COMPOUND	ADJ;INDF;NEUT;SG
somna	som	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
somna	somt	V;ACT;NFIN	ADJ;INDF;NEUT;SG
somt	som	ADJ;INDF;NEUT;SG	V;ACT;NFIN;COMPOUND
somt	somna	ADJ;INDF;NEUT;SG	V;ACT;NFIN
anmäla	anmälde	V;ACT;NFIN	V;ACT;IND;PST
anmälde	anmäla	V;ACT;IND;PST	V;ACT;NFIN
känd	kände	V;ACT;NFIN;COMPOUND	V.PTCP;PST
känd	känden	V;ACT;NFIN;COMPOUND	ADJ;INDF;MASC+FEM;SG
känd	kända	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
kände	känd	V.PTCP;PST	V;ACT;NFIN;COMPOUND
kände	känden	V.PTCP;PST	ADJ;INDF;MASC+FEM;SG
kände	kända	V.PTCP;PST	V;ACT;NFIN
känden	känd	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN;COMPOUND
känden	kände	ADJ;INDF;MASC+FEM;SG	V.PTCP;PST
känden	kända	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN
kända	känd	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
kända	kände	V;ACT;NFIN	V.PTCP;PST
kända	känden	V;ACT;NFIN	ADJ;INDF;MASC+FEM;SG
förståndigare	förståndigas	V.CVB;COMPV	ADJ;INDF;GEN;PL
förståndigare	förståndiges	V.CVB;COMPV	V;PASS;IND;PRS
förståndigas	förståndigare	ADJ;INDF;GEN;PL	V.CVB;COMPV
förståndigas	förståndiges	ADJ;INDF;GEN;PL	V;PASS;IND;PRS
förståndiges	förståndigare	V;PASS;IND;PRS	V.CVB;COMPV
förståndiges	förståndigas	V;PASS;IND;PRS	ADJ;INDF;GEN;PL
betryck	betryckt	V;ACT;NFIN;COMPOUND	ADJ;INDF;NEUT;SG
betryck	betryckte	V;ACT;NFIN;COMPOUND	V;ACT;IND;PST
betrycket	betryckt	V;ACT;NFIN;COMPOUND	ADJ;INDF;NEUT;SG
betrycket	betryckte	V;ACT;NFIN;COMPOUND	V;ACT;IND;PST
betryckt	betryck	ADJ;INDF;NEUT;SG	V;ACT;NFIN;COMPOUND
betryckt	betrycket	ADJ;INDF;NEUT;SG	V;ACT;NFIN;COMPOUND
betryckt	betryckte	ADJ;INDF;NEUT;SG	V;ACT;IND;PST
betryckte	betryck	V;ACT;IND;PST	V;ACT;NFIN;COMPOUND
betryckte	betrycket	V;ACT;IND;PST	V;ACT;NFIN;COMPOUND
betryckte	betryckt	V;ACT;IND;PST	ADJ;INDF;NEUT;SG
äventyrare	äventyrs	V.CVB;COMPV	N;INDF;GEN;SG
äventyrs	äventyrare	N;INDF;GEN;SG	V.CVB;COMPV
nedstött	nedstötta	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
nedstötta	nedstött	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
myndiga	myndighet	V;ACT;NFIN	PRN;INDF;GEN;PL
myndiga	myndige	V;ACT;NFIN	V.PTCP;PST
myndighet	myndiga	PRN;INDF;GEN;PL	V;ACT;NFIN
myndighet	myndige	PRN;INDF;GEN;PL	V.PTCP;PST
myndige	myndiga	V.PTCP;PST	V;ACT;NFIN
myndige	myndighet	V.PTCP;PST	PRN;INDF;GEN;PL
beginge	begingo	V.PTCP;PST	ADJ;INDF;NOM;PL
begingo	beginge	ADJ;INDF;NOM;PL	V.PTCP;PST
kräslig	kräsligt	V;ACT;NFIN;COMPOUND	ADJ;INDF;NEUT;SG
kräslig	kräslighet	V;ACT;NFIN;COMPOUND	PRN;INDF;GEN;PL
kräsligt	kräslig	ADJ;INDF;NEUT;SG	V;ACT;NFIN;COMPOUND
kräsligt	kräslighet	ADJ;INDF;NEUT;SG	PRN;INDF;GEN;PL
kräslighet	kräslig	PRN;INDF;GEN;PL	V;ACT;NFIN;COMPOUND
kräslighet	kräsligt	PRN;INDF;GEN;PL	ADJ;INDF;NEUT;SG
överkläda	överklädde	V;ACT;NFIN	V;ACT;IND;PST
överklädde	överkläda	V;ACT;IND;PST	V;ACT;NFIN
Ung	Unge	V;ACT;NFIN;COMPOUND	V.PTCP;PST
Unge	Ung	V.PTCP;PST	V;ACT;NFIN;COMPOUND
kläcka	kläcker	V;ACT;NFIN	V.CVB
kläcker	kläcka	V.CVB	V;ACT;NFIN
Red	Reden	V;ACT;NFIN;COMPOUND	ADJ;INDF;MASC+FEM;SG
Redan	Reden	V;ACT;NFIN;COMPOUND	ADJ;INDF;MASC+FEM;SG
Reden	Red	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN;COMPOUND
Reden	Redan	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN;COMPOUND
tre	tro	V.PTCP;PST	ADJ;INDF;NOM;PL
tre	tror	V.PTCP;PST	ADJ;PRS;GEN
tro	tre	ADJ;INDF;NOM;PL	V.PTCP;PST
tro	tror	ADJ;INDF;NOM;PL	ADJ;PRS;GEN
tror	tre	ADJ;PRS;GEN	V.PTCP;PST
tror	tro	ADJ;PRS;GEN	ADJ;INDF;NOM;PL
undslippa	undslipper	V;ACT;NFIN	V.CVB
undslipper	undslippa	V.CVB	V;ACT;NFIN
stjäl	stjäla	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
stjäl	stjäle	V;ACT;NFIN;COMPOUND	V.PTCP;PST
stjäl	stjälen	V;ACT;NFIN;COMPOUND	ADJ;INDF;MASC+FEM;SG
stjäla	stjäl	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
stjäla	stjäle	V;ACT;NFIN	V.PTCP;PST
stjäla	stjälen	V;ACT;NFIN	ADJ;INDF;MASC+FEM;SG
stjäle	stjäl	V.PTCP;PST	V;ACT;NFIN;COMPOUND
stjäle	stjäla	V.PTCP;PST	V;ACT;NFIN
stjäle	stjälen	V.PTCP;PST	ADJ;INDF;MASC+FEM;SG
stjälen	stjäl	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN;COMPOUND
stjälen	stjäla	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN
stjälen	stjäle	ADJ;INDF;MASC+FEM;SG	V.PTCP;PST
följ	följt	V;ACT;NFIN;COMPOUND	ADJ;INDF;NEUT;SG
följ	följd	V;ACT;NFIN;COMPOUND	V.PTCP;PST
följ	följda	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
följ	följde	V;ACT;NFIN;COMPOUND	V;ACT;IND;PST
följ	följe	V;ACT;NFIN;COMPOUND	V.PTCP;PST
följ	följen	V;ACT;NFIN;COMPOUND	ADJ;INDF;MASC+FEM;SG
följ	följer	V;ACT;NFIN;COMPOUND	V.CVB
följ	följas	V;ACT;NFIN;COMPOUND	ADJ;INDF;GEN;PL
följ	följande	V;ACT;NFIN;COMPOUND	V.PTCP;PRS
följt	följ	ADJ;INDF;NEUT;SG	V;ACT;NFIN;COMPOUND
följt	följd	ADJ;INDF;NEUT;SG	V.PTCP;PST
följt	följda	ADJ;INDF;NEUT;SG	V;ACT;NFIN
följt	följde	ADJ;INDF;NEUT;SG	V;ACT;IND;PST
följt	följe	ADJ;INDF;NEUT;SG	V.PTCP;PST
följt	följen	ADJ;INDF;NEUT;SG	ADJ;INDF;MASC+FEM;SG
följt	följer	ADJ;INDF;NEUT;SG	V.CVB
följt	följas	ADJ;INDF;NEUT;SG	ADJ;INDF;GEN;PL
följt	följande	ADJ;INDF;NEUT;SG	V.PTCP;PRS
följd	följ	V.PTCP;PST	V;ACT;NFIN;COMPOUND
följd	följt	V.PTCP;PST	ADJ;INDF;NEUT;SG
följd	följda	V.PTCP;PST	V;ACT;NFIN
följd	följde	V.PTCP;PST	V;ACT;IND;PST
följd	följen	V.PTCP;PST	ADJ;INDF;MASC+FEM;SG
följd	följer	V.PTCP;PST	V.CVB
följd	följas	V.PTCP;PST	ADJ;INDF;GEN;PL
följd	följande	V.PTCP;PST	V.PTCP;PRS
följda	följ	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
följda	följt	V;ACT;NFIN	ADJ;INDF;NEUT;SG
följda	följd	V;ACT;NFIN	V.PTCP;PST
följda	följde	V;ACT;NFIN	V;ACT;IND;PST
följda	följe	V;ACT;NFIN	V.PTCP;PST
följda	följen	V;ACT;NFIN	ADJ;INDF;MASC+FEM;SG
följda	följer	V;ACT;NFIN	V.CVB
följda	följas	V;ACT;NFIN	ADJ;INDF;GEN;PL
följda	följande	V;ACT;NFIN	V.PTCP;PRS
följde	följ	V;ACT;IND;PST	V;ACT;NFIN;COMPOUND
följde	följt	V;ACT;IND;PST	ADJ;INDF;NEUT;SG
följde	följd	V;ACT;IND;PST	V.PTCP;PST
följde	följda	V;ACT;IND;PST	V;ACT;NFIN
följde	följe	V;ACT;IND;PST	V.PTCP;PST
följde	följen	V;ACT;IND;PST	ADJ;INDF;MASC+FEM;SG
följde	följer	V;ACT;IND;PST	V.CVB
följde	följas	V;ACT;IND;PST	ADJ;INDF;GEN;PL
följde	följande	V;ACT;IND;PST	V.PTCP;PRS
följe	följ	V.PTCP;PST	V;ACT;NFIN;COMPOUND
följe	följt	V.PTCP;PST	ADJ;INDF;NEUT;SG
följe	följda	V.PTCP;PST	V;ACT;NFIN
följe	följde	V.PTCP;PST	V;ACT;IND;PST
följe	följen	V.PTCP;PST	ADJ;INDF;MASC+FEM;SG
följe	följer	V.PTCP;PST	V.CVB
följe	följas	V.PTCP;PST	ADJ;INDF;GEN;PL
följe	följande	V.PTCP;PST	V.PTCP;PRS
följen	följ	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN;COMPOUND
följen	följt	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
följen	följd	ADJ;INDF;MASC+FEM;SG	V.PTCP;PST
följen	följda	ADJ;INDF;MASC+FEM;SG	V;ACT;NFIN
följen	följde	ADJ;INDF;MASC+FEM;SG	V;ACT;IND;PST
följen	följe	ADJ;INDF;MASC+FEM;SG	V.PTCP;PST
följen	följer	ADJ;INDF;MASC+FEM;SG	V.CVB
följen	följas	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;GEN;PL
följen	följande	ADJ;INDF;MASC+FEM;SG	V.PTCP;PRS
följer	följ	V.CVB	V;ACT;NFIN;COMPOUND
följer	följt	V.CVB	ADJ;INDF;NEUT;SG
följer	följd	V.CVB	V.PTCP;PST
följer	följda	V.CVB	V;ACT;NFIN
följer	följde	V.CVB	V;ACT;IND;PST
följer	följe	V.CVB	V.PTCP;PST
följer	följen	V.CVB	ADJ;INDF;MASC+FEM;SG
följer	följas	V.CVB	ADJ;INDF;GEN;PL
följer	följande	V.CVB	V.PTCP;PRS
följas	följ	ADJ;INDF;GEN;PL	V;ACT;NFIN;COMPOUND
följas	följt	ADJ;INDF;GEN;PL	ADJ;INDF;NEUT;SG
följas	följd	ADJ;INDF;GEN;PL	V.PTCP;PST
följas	följda	ADJ;INDF;GEN;PL	V;ACT;NFIN
följas	följde	ADJ;INDF;GEN;PL	V;ACT;IND;PST
följas	följe	ADJ;INDF;GEN;PL	V.PTCP;PST
följas	följen	ADJ;INDF;GEN;PL	ADJ;INDF;MASC+FEM;SG
följas	följer	ADJ;INDF;GEN;PL	V.CVB
följas	följande	ADJ;INDF;GEN;PL	V.PTCP;PRS
följande	följ	V.PTCP;PRS	V;ACT;NFIN;COMPOUND
följande	följt	V.PTCP;PRS	ADJ;INDF;NEUT;SG
följande	följd	V.PTCP;PRS	V.PTCP;PST
följande	följda	V.PTCP;PRS	V;ACT;NFIN
följande	följde	V.PTCP;PRS	V;ACT;IND;PST
följande	följe	V.PTCP;PRS	V.PTCP;PST
följande	följen	V.PTCP;PRS	ADJ;INDF;MASC+FEM;SG
följande	följer	V.PTCP;PRS	V.CVB
följande	följas	V.PTCP;PRS	ADJ;INDF;GEN;PL
jämlik	jämlike	V;ACT;NFIN;COMPOUND	V.PTCP;PST
jämlik	jämlika	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
jämlike	jämlik	V.PTCP;PST	V;ACT;NFIN;COMPOUND
jämlike	jämlika	V.PTCP;PST	V;ACT;NFIN
jämlika	jämlik	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
jämlika	jämlike	V;ACT;NFIN	V.PTCP;PST
Baalsaltare	Baalsaltarna	V.PTCP;PST	V;ACT;NFIN
Baalsaltarna	Baalsaltare	V;ACT;NFIN	V.PTCP;PST
olärd	olärda	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
olärd	olärdas	V;ACT;NFIN;COMPOUND	ADJ;INDF;GEN;PL
olärda	olärd	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
olärda	olärdas	V;ACT;NFIN	ADJ;INDF;GEN;PL
olärdas	olärd	ADJ;INDF;GEN;PL	V;ACT;NFIN;COMPOUND
olärdas	olärda	ADJ;INDF;GEN;PL	V;ACT;NFIN
bäst	bäste	V;ACT;NFIN;COMPOUND	V.PTCP;PST
bäst	bästa	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
bäste	bäst	V.PTCP;PST	V;ACT;NFIN;COMPOUND
bäste	bästa	V.PTCP;PST	V;ACT;NFIN
bästa	bäst	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
bästa	bäste	V;ACT;NFIN	V.PTCP;PST
brist	brista	V;ACT;NFIN;COMPOUND	V;ACT;NFIN
brist	brister	V;ACT;NFIN;COMPOUND	V.CVB
brist	bristen	V;ACT;NFIN;COMPOUND	ADJ;INDF;MASC+FEM;SG
brista	brist	V;ACT;NFIN	V;ACT;NFIN;COMPOUND
brista	brister	V;ACT;NFIN	V.CVB
brista	bristen	V;ACT;NFIN	ADJ;INDF;MASC+FEM;SG
brister	brist	V.CVB	V;ACT;NFIN;COMPOUND
brister	brista	V.CVB	V;ACT;NFIN
brister	bristen	V.CVB	ADJ;INDF;MASC+FEM;SG
