quieras	quieres	POS=0;SRC_LABEL=5;TGT_LABEL=4
quieras	quieren	POS=0;SRC_LABEL=5;TGT_LABEL=10
quieras	quiero	POS=0;SRC_LABEL=5;TGT_LABEL=0
quiere	quieras	POS=0;SRC_LABEL=14;TGT_LABEL=5
quiere	quiere	POS=0;SRC_LABEL=14;TGT_LABEL=14
quiere	quieres	POS=0;SRC_LABEL=14;TGT_LABEL=4
quiere	quieren	POS=0;SRC_LABEL=14;TGT_LABEL=10
quiere	quiero	POS=0;SRC_LABEL=14;TGT_LABEL=0
quieres	quieras	POS=0;SRC_LABEL=4;TGT_LABEL=5
quieres	quiere	POS=0;SRC_LABEL=4;TGT_LABEL=14
quieres	quieres	POS=0;SRC_LABEL=4;TGT_LABEL=4
quieres	quieren	POS=0;SRC_LABEL=4;TGT_LABEL=10
quieres	quiero	POS=0;SRC_LABEL=4;TGT_LABEL=0
quieren	quieras	POS=0;SRC_LABEL=10;TGT_LABEL=5
quieren	quiere	POS=0;SRC_LABEL=10;TGT_LABEL=14
quieren	quieres	POS=0;SRC_LABEL=10;TGT_LABEL=4
quieren	quieren	POS=0;SRC_LABEL=10;TGT_LABEL=10
quieren	quiero	POS=0;SRC_LABEL=10;TGT_LABEL=0
quiero	quieras	POS=0;SRC_LABEL=0;TGT_LABEL=5
quiero	quiere	POS=0;SRC_LABEL=0;TGT_LABEL=14
quiero	quieres	POS=0;SRC_LABEL=0;TGT_LABEL=4
quiero	quieren	POS=0;SRC_LABEL=0;TGT_LABEL=10
quiero	quiero	POS=0;SRC_LABEL=0;TGT_LABEL=0
mantuvieron	mantuvieron	POS=0;SRC_LABEL=7;TGT_LABEL=7
mantuvieron	mantuvo	POS=0;SRC_LABEL=7;TGT_LABEL=0
mantuvo	mantuvieron	POS=0;SRC_LABEL=0;TGT_LABEL=7
mantuvo	mantuvo	POS=0;SRC_LABEL=0;TGT_LABEL=0
viva	viva	POS=0;SRC_LABEL=12;TGT_LABEL=12
viva	vivieron	POS=0;SRC_LABEL=12;TGT_LABEL=7
viva	vivir	POS=0;SRC_LABEL=12;TGT_LABEL=13
viva	vivido	POS=0;SRC_LABEL=12;TGT_LABEL=11
viva	vivió	POS=0;SRC_LABEL=12;TGT_LABEL=2
viva	vivía	POS=0;SRC_LABEL=12;TGT_LABEL=1
viva	vivían	POS=0;SRC_LABEL=12;TGT_LABEL=6
viva	vivan	POS=0;SRC_LABEL=12;TGT_LABEL=8
viva	vive	POS=0;SRC_LABEL=12;TGT_LABEL=14
viva	vives	POS=0;SRC_LABEL=12;TGT_LABEL=4
viva	viven	POS=0;SRC_LABEL=12;TGT_LABEL=10
viva	vivo	POS=0;SRC_LABEL=12;TGT_LABEL=0
vivieron	viva	POS=0;SRC_LABEL=7;TGT_LABEL=12
vivieron	vivieron	POS=0;SRC_LABEL=7;TGT_LABEL=7
vivieron	vivir	POS=0;SRC_LABEL=7;TGT_LABEL=13
vivieron	vivido	POS=0;SRC_LABEL=7;TGT_LABEL=11
vivieron	vivió	POS=0;SRC_LABEL=7;TGT_LABEL=2
vivieron	vivía	POS=0;SRC_LABEL=7;TGT_LABEL=1
vivieron	vivían	POS=0;SRC_LABEL=7;TGT_LABEL=6
vivieron	vivan	POS=0;SRC_LABEL=7;TGT_LABEL=8
vivieron	vive	POS=0;SRC_LABEL=7;TGT_LABEL=14
vivieron	vives	POS=0;SRC_LABEL=7;TGT_LABEL=4
vivieron	viven	POS=0;SRC_LABEL=7;TGT_LABEL=10
vivieron	vivo	POS=0;SRC_LABEL=7;TGT_LABEL=0
vivir	viva	POS=0;SRC_LABEL=13;TGT_LABEL=12
vivir	vivieron	POS=0;SRC_LABEL=13;TGT_LABEL=7
vivir	vivir	POS=0;SRC_LABEL=13;TGT_LABEL=13
vivir	vivido	POS=0;SRC_LABEL=13;TGT_LABEL=11
vivir	vivió	POS=0;SRC_LABEL=13;TGT_LABEL=2
vivir	vivía	POS=0;SRC_LABEL=13;TGT_LABEL=1
vivir	vivían	POS=0;SRC_LABEL=13;TGT_LABEL=6
vivir	vivan	POS=0;SRC_LABEL=13;TGT_LABEL=8
vivir	vive	POS=0;SRC_LABEL=13;TGT_LABEL=14
vivir	vives	POS=0;SRC_LABEL=13;TGT_LABEL=4
vivir	viven	POS=0;SRC_LABEL=13;TGT_LABEL=10
vivir	vivo	POS=0;SRC_LABEL=13;TGT_LABEL=0
vivido	viva	POS=0;SRC_LABEL=11;TGT_LABEL=12
vivido	vivieron	POS=0;SRC_LABEL=11;TGT_LABEL=7
vivido	vivir	POS=0;SRC_LABEL=11;TGT_LABEL=13
vivido	vivido	POS=0;SRC_LABEL=11;TGT_LABEL=11
vivido	vivió	POS=0;SRC_LABEL=11;TGT_LABEL=2
vivido	vivía	POS=0;SRC_LABEL=11;TGT_LABEL=1
vivido	vivían	POS=0;SRC_LABEL=11;TGT_LABEL=6
vivido	vivan	POS=0;SRC_LABEL=11;TGT_LABEL=8
vivido	vive	POS=0;SRC_LABEL=11;TGT_LABEL=14
vivido	vives	POS=0;SRC_LABEL=11;TGT_LABEL=4
vivido	viven	POS=0;SRC_LABEL=11;TGT_LABEL=10
vivido	vivo	POS=0;SRC_LABEL=11;TGT_LABEL=0
vivió	viva	POS=0;SRC_LABEL=2;TGT_LABEL=12
vivió	vivieron	POS=0;SRC_LABEL=2;TGT_LABEL=7
vivió	vivir	POS=0;SRC_LABEL=2;TGT_LABEL=13
vivió	vivido	POS=0;SRC_LABEL=2;TGT_LABEL=11
vivió	vivió	POS=0;SRC_LABEL=2;TGT_LABEL=2
vivió	vivía	POS=0;SRC_LABEL=2;TGT_LABEL=1
vivió	vivían	POS=0;SRC_LABEL=2;TGT_LABEL=6
vivió	vivan	POS=0;SRC_LABEL=2;TGT_LABEL=8
vivió	vive	POS=0;SRC_LABEL=2;TGT_LABEL=14
vivió	vives	POS=0;SRC_LABEL=2;TGT_LABEL=4
vivió	viven	POS=0;SRC_LABEL=2;TGT_LABEL=10
vivió	vivo	POS=0;SRC_LABEL=2;TGT_LABEL=0
vivía	viva	POS=0;SRC_LABEL=1;TGT_LABEL=12
vivía	vivieron	POS=0;SRC_LABEL=1;TGT_LABEL=7
vivía	vivir	POS=0;SRC_LABEL=1;TGT_LABEL=13
vivía	vivido	POS=0;SRC_LABEL=1;TGT_LABEL=11
vivía	vivió	POS=0;SRC_LABEL=1;TGT_LABEL=2
vivía	vivía	POS=0;SRC_LABEL=1;TGT_LABEL=1
vivía	vivían	POS=0;SRC_LABEL=1;TGT_LABEL=6
vivía	vivan	POS=0;SRC_LABEL=1;TGT_LABEL=8
vivía	vive	POS=0;SRC_LABEL=1;TGT_LABEL=14
vivía	vives	POS=0;SRC_LABEL=1;TGT_LABEL=4
vivía	viven	POS=0;SRC_LABEL=1;TGT_LABEL=10
vivía	vivo	POS=0;SRC_LABEL=1;TGT_LABEL=0
vivían	viva	POS=0;SRC_LABEL=6;TGT_LABEL=12
vivían	vivieron	POS=0;SRC_LABEL=6;TGT_LABEL=7
vivían	vivir	POS=0;SRC_LABEL=6;TGT_LABEL=13
vivían	vivido	POS=0;SRC_LABEL=6;TGT_LABEL=11
vivían	vivió	POS=0;SRC_LABEL=6;TGT_LABEL=2
vivían	vivía	POS=0;SRC_LABEL=6;TGT_LABEL=1
vivían	vivían	POS=0;SRC_LABEL=6;TGT_LABEL=6
vivían	vivan	POS=0;SRC_LABEL=6;TGT_LABEL=8
vivían	vive	POS=0;SRC_LABEL=6;TGT_LABEL=14
vivían	vives	POS=0;SRC_LABEL=6;TGT_LABEL=4
vivían	viven	POS=0;SRC_LABEL=6;TGT_LABEL=10
vivían	vivo	POS=0;SRC_LABEL=6;TGT_LABEL=0
vivan	viva	POS=0;SRC_LABEL=8;TGT_LABEL=12
vivan	vivieron	POS=0;SRC_LABEL=8;TGT_LABEL=7
vivan	vivir	POS=0;SRC_LABEL=8;TGT_LABEL=13
vivan	vivido	POS=0;SRC_LABEL=8;TGT_LABEL=11
vivan	vivió	POS=0;SRC_LABEL=8;TGT_LABEL=2
vivan	vivía	POS=0;SRC_LABEL=8;TGT_LABEL=1
vivan	vivían	POS=0;SRC_LABEL=8;TGT_LABEL=6
vivan	vivan	POS=0;SRC_LABEL=8;TGT_LABEL=8
vivan	vive	POS=0;SRC_LABEL=8;TGT_LABEL=14
vivan	vives	POS=0;SRC_LABEL=8;TGT_LABEL=4
vivan	viven	POS=0;SRC_LABEL=8;TGT_LABEL=10
vivan	vivo	POS=0;SRC_LABEL=8;TGT_LABEL=0
vive	viva	POS=0;SRC_LABEL=14;TGT_LABEL=12
vive	vivieron	POS=0;SRC_LABEL=14;TGT_LABEL=7
vive	vivir	POS=0;SRC_LABEL=14;TGT_LABEL=13
vive	vivido	POS=0;SRC_LABEL=14;TGT_LABEL=11
vive	vivió	POS=0;SRC_LABEL=14;TGT_LABEL=2
vive	vivía	POS=0;SRC_LABEL=14;TGT_LABEL=1
vive	vivían	POS=0;SRC_LABEL=14;TGT_LABEL=6
vive	vivan	POS=0;SRC_LABEL=14;TGT_LABEL=8
vive	vive	POS=0;SRC_LABEL=14;TGT_LABEL=14
vive	vives	POS=0;SRC_LABEL=14;TGT_LABEL=4
vive	viven	POS=0;SRC_LABEL=14;TGT_LABEL=10
vive	vivo	POS=0;SRC_LABEL=14;TGT_LABEL=0
vives	viva	POS=0;SRC_LABEL=4;TGT_LABEL=12
vives	vivieron	POS=0;SRC_LABEL=4;TGT_LABEL=7
vives	vivir	POS=0;SRC_LABEL=4;TGT_LABEL=13
vives	vivido	POS=0;SRC_LABEL=4;TGT_LABEL=11
vives	vivió	POS=0;SRC_LABEL=4;TGT_LABEL=2
vives	vivía	POS=0;SRC_LABEL=4;TGT_LABEL=1
vives	vivían	POS=0;SRC_LABEL=4;TGT_LABEL=6
vives	vivan	POS=0;SRC_LABEL=4;TGT_LABEL=8
vives	vive	POS=0;SRC_LABEL=4;TGT_LABEL=14
vives	vives	POS=0;SRC_LABEL=4;TGT_LABEL=4
vives	viven	POS=0;SRC_LABEL=4;TGT_LABEL=10
vives	vivo	POS=0;SRC_LABEL=4;TGT_LABEL=0
viven	viva	POS=0;SRC_LABEL=10;TGT_LABEL=12
viven	vivieron	POS=0;SRC_LABEL=10;TGT_LABEL=7
viven	vivir	POS=0;SRC_LABEL=10;TGT_LABEL=13
viven	vivido	POS=0;SRC_LABEL=10;TGT_LABEL=11
viven	vivió	POS=0;SRC_LABEL=10;TGT_LABEL=2
viven	vivía	POS=0;SRC_LABEL=10;TGT_LABEL=1
viven	vivían	POS=0;SRC_LABEL=10;TGT_LABEL=6
viven	vivan	POS=0;SRC_LABEL=10;TGT_LABEL=8
viven	vive	POS=0;SRC_LABEL=10;TGT_LABEL=14
viven	vives	POS=0;SRC_LABEL=10;TGT_LABEL=4
viven	viven	POS=0;SRC_LABEL=10;TGT_LABEL=10
viven	vivo	POS=0;SRC_LABEL=10;TGT_LABEL=0
vivo	viva	POS=0;SRC_LABEL=0;TGT_LABEL=12
vivo	vivieron	POS=0;SRC_LABEL=0;TGT_LABEL=7
vivo	vivir	POS=0;SRC_LABEL=0;TGT_LABEL=13
vivo	vivido	POS=0;SRC_LABEL=0;TGT_LABEL=11
vivo	vivió	POS=0;SRC_LABEL=0;TGT_LABEL=2
vivo	vivía	POS=0;SRC_LABEL=0;TGT_LABEL=1
vivo	vivían	POS=0;SRC_LABEL=0;TGT_LABEL=6
vivo	vivan	POS=0;SRC_LABEL=0;TGT_LABEL=8
vivo	vive	POS=0;SRC_LABEL=0;TGT_LABEL=14
vivo	vives	POS=0;SRC_LABEL=0;TGT_LABEL=4
vivo	viven	POS=0;SRC_LABEL=0;TGT_LABEL=10
vivo	vivo	POS=0;SRC_LABEL=0;TGT_LABEL=0
quería	quería	POS=0;SRC_LABEL=1;TGT_LABEL=1
quería	querían	POS=0;SRC_LABEL=1;TGT_LABEL=6
quería	querido	POS=0;SRC_LABEL=1;TGT_LABEL=11
quería	querer	POS=0;SRC_LABEL=1;TGT_LABEL=3
quería	queremos	POS=0;SRC_LABEL=1;TGT_LABEL=9
querían	quería	POS=0;SRC_LABEL=6;TGT_LABEL=1
querían	querían	POS=0;SRC_LABEL=6;TGT_LABEL=6
querían	querido	POS=0;SRC_LABEL=6;TGT_LABEL=11
querían	querer	POS=0;SRC_LABEL=6;TGT_LABEL=3
querían	queremos	POS=0;SRC_LABEL=6;TGT_LABEL=9
querido	quería	POS=0;SRC_LABEL=11;TGT_LABEL=1
querido	querían	POS=0;SRC_LABEL=11;TGT_LABEL=6
querido	querido	POS=0;SRC_LABEL=11;TGT_LABEL=11
querido	querer	POS=0;SRC_LABEL=11;TGT_LABEL=3
querido	queremos	POS=0;SRC_LABEL=11;TGT_LABEL=9
querer	quería	POS=0;SRC_LABEL=3;TGT_LABEL=1
querer	querían	POS=0;SRC_LABEL=3;TGT_LABEL=6
querer	querido	POS=0;SRC_LABEL=3;TGT_LABEL=11
querer	querer	POS=0;SRC_LABEL=3;TGT_LABEL=3
querer	queremos	POS=0;SRC_LABEL=3;TGT_LABEL=9
queremos	quería	POS=0;SRC_LABEL=9;TGT_LABEL=1
queremos	querían	POS=0;SRC_LABEL=9;TGT_LABEL=6
queremos	querido	POS=0;SRC_LABEL=9;TGT_LABEL=11
queremos	querer	POS=0;SRC_LABEL=9;TGT_LABEL=3
queremos	queremos	POS=0;SRC_LABEL=9;TGT_LABEL=9
beba	beba	POS=0;SRC_LABEL=12;TGT_LABEL=12
beba	bebe	POS=0;SRC_LABEL=12;TGT_LABEL=14
beba	beber	POS=0;SRC_LABEL=12;TGT_LABEL=3
beba	bebemos	POS=0;SRC_LABEL=12;TGT_LABEL=9
beba	beben	POS=0;SRC_LABEL=12;TGT_LABEL=10
beba	bebía	POS=0;SRC_LABEL=12;TGT_LABEL=1
beba	bebían	POS=0;SRC_LABEL=12;TGT_LABEL=6
beba	bebo	POS=0;SRC_LABEL=12;TGT_LABEL=0
beba	bebido	POS=0;SRC_LABEL=12;TGT_LABEL=11
beba	bebieron	POS=0;SRC_LABEL=12;TGT_LABEL=7
beba	beban	POS=0;SRC_LABEL=12;TGT_LABEL=8
beba	bebas	POS=0;SRC_LABEL=12;TGT_LABEL=5
bebe	beba	POS=0;SRC_LABEL=14;TGT_LABEL=12
bebe	bebe	POS=0;SRC_LABEL=14;TGT_LABEL=14
bebe	beber	POS=0;SRC_LABEL=14;TGT_LABEL=3
bebe	bebemos	POS=0;SRC_LABEL=14;TGT_LABEL=9
bebe	beben	POS=0;SRC_LABEL=14;TGT_LABEL=10
bebe	bebía	POS=0;SRC_LABEL=14;TGT_LABEL=1
bebe	bebían	POS=0;SRC_LABEL=14;TGT_LABEL=6
bebe	bebo	POS=0;SRC_LABEL=14;TGT_LABEL=0
bebe	bebido	POS=0;SRC_LABEL=14;TGT_LABEL=11
bebe	bebieron	POS=0;SRC_LABEL=14;TGT_LABEL=7
bebe	beban	POS=0;SRC_LABEL=14;TGT_LABEL=8
bebe	bebas	POS=0;SRC_LABEL=14;TGT_LABEL=5
beber	beba	POS=0;SRC_LABEL=3;TGT_LABEL=12
beber	bebe	POS=0;SRC_LABEL=3;TGT_LABEL=14
beber	beber	POS=0;SRC_LABEL=3;TGT_LABEL=3
beber	bebemos	POS=0;SRC_LABEL=3;TGT_LABEL=9
beber	beben	POS=0;SRC_LABEL=3;TGT_LABEL=10
beber	bebía	POS=0;SRC_LABEL=3;TGT_LABEL=1
beber	bebían	POS=0;SRC_LABEL=3;TGT_LABEL=6
beber	bebo	POS=0;SRC_LABEL=3;TGT_LABEL=0
beber	bebido	POS=0;SRC_LABEL=3;TGT_LABEL=11
beber	bebieron	POS=0;SRC_LABEL=3;TGT_LABEL=7
beber	beban	POS=0;SRC_LABEL=3;TGT_LABEL=8
beber	bebas	POS=0;SRC_LABEL=3;TGT_LABEL=5
bebemos	beba	POS=0;SRC_LABEL=9;TGT_LABEL=12
bebemos	bebe	POS=0;SRC_LABEL=9;TGT_LABEL=14
bebemos	beber	POS=0;SRC_LABEL=9;TGT_LABEL=3
bebemos	bebemos	POS=0;SRC_LABEL=9;TGT_LABEL=9
bebemos	beben	POS=0;SRC_LABEL=9;TGT_LABEL=10
bebemos	bebía	POS=0;SRC_LABEL=9;TGT_LABEL=1
bebemos	bebían	POS=0;SRC_LABEL=9;TGT_LABEL=6
bebemos	bebo	POS=0;SRC_LABEL=9;TGT_LABEL=0
bebemos	bebido	POS=0;SRC_LABEL=9;TGT_LABEL=11
bebemos	bebieron	POS=0;SRC_LABEL=9;TGT_LABEL=7
bebemos	beban	POS=0;SRC_LABEL=9;TGT_LABEL=8
bebemos	bebas	POS=0;SRC_LABEL=9;TGT_LABEL=5
beben	beba	POS=0;SRC_LABEL=10;TGT_LABEL=12
beben	bebe	POS=0;SRC_LABEL=10;TGT_LABEL=14
beben	beber	POS=0;SRC_LABEL=10;TGT_LABEL=3
beben	bebemos	POS=0;SRC_LABEL=10;TGT_LABEL=9
beben	beben	POS=0;SRC_LABEL=10;TGT_LABEL=10
beben	bebía	POS=0;SRC_LABEL=10;TGT_LABEL=1
beben	bebían	POS=0;SRC_LABEL=10;TGT_LABEL=6
beben	bebo	POS=0;SRC_LABEL=10;TGT_LABEL=0
beben	bebido	POS=0;SRC_LABEL=10;TGT_LABEL=11
beben	bebieron	POS=0;SRC_LABEL=10;TGT_LABEL=7
beben	beban	POS=0;SRC_LABEL=10;TGT_LABEL=8
beben	bebas	POS=0;SRC_LABEL=10;TGT_LABEL=5
bebía	beba	POS=0;SRC_LABEL=1;TGT_LABEL=12
bebía	bebe	POS=0;SRC_LABEL=1;TGT_LABEL=14
bebía	beber	POS=0;SRC_LABEL=1;TGT_LABEL=3
bebía	bebemos	POS=0;SRC_LABEL=1;TGT_LABEL=9
bebía	beben	POS=0;SRC_LABEL=1;TGT_LABEL=10
bebía	bebía	POS=0;SRC_LABEL=1;TGT_LABEL=1
bebía	bebían	POS=0;SRC_LABEL=1;TGT_LABEL=6
bebía	bebo	POS=0;SRC_LABEL=1;TGT_LABEL=0
bebía	bebido	POS=0;SRC_LABEL=1;TGT_LABEL=11
bebía	bebieron	POS=0;SRC_LABEL=1;TGT_LABEL=7
bebía	beban	POS=0;SRC_LABEL=1;TGT_LABEL=8
bebía	bebas	POS=0;SRC_LABEL=1;TGT_LABEL=5
bebían	beba	POS=0;SRC_LABEL=6;TGT_LABEL=12
bebían	bebe	POS=0;SRC_LABEL=6;TGT_LABEL=14
bebían	beber	POS=0;SRC_LABEL=6;TGT_LABEL=3
bebían	bebemos	POS=0;SRC_LABEL=6;TGT_LABEL=9
bebían	beben	POS=0;SRC_LABEL=6;TGT_LABEL=10
bebían	bebía	POS=0;SRC_LABEL=6;TGT_LABEL=1
bebían	bebían	POS=0;SRC_LABEL=6;TGT_LABEL=6
bebían	bebo	POS=0;SRC_LABEL=6;TGT_LABEL=0
bebían	bebido	POS=0;SRC_LABEL=6;TGT_LABEL=11
bebían	bebieron	POS=0;SRC_LABEL=6;TGT_LABEL=7
bebían	beban	POS=0;SRC_LABEL=6;TGT_LABEL=8
bebían	bebas	POS=0;SRC_LABEL=6;TGT_LABEL=5
bebo	beba	POS=0;SRC_LABEL=0;TGT_LABEL=12
bebo	bebe	POS=0;SRC_LABEL=0;TGT_LABEL=14
bebo	beber	POS=0;SRC_LABEL=0;TGT_LABEL=3
bebo	bebemos	POS=0;SRC_LABEL=0;TGT_LABEL=9
bebo	beben	POS=0;SRC_LABEL=0;TGT_LABEL=10
bebo	bebía	POS=0;SRC_LABEL=0;TGT_LABEL=1
bebo	bebían	POS=0;SRC_LABEL=0;TGT_LABEL=6
bebo	bebo	POS=0;SRC_LABEL=0;TGT_LABEL=0
bebo	bebido	POS=0;SRC_LABEL=0;TGT_LABEL=11
bebo	bebieron	POS=0;SRC_LABEL=0;TGT_LABEL=7
bebo	beban	POS=0;SRC_LABEL=0;TGT_LABEL=8
bebo	bebas	POS=0;SRC_LABEL=0;TGT_LABEL=5
bebido	beba	POS=0;SRC_LABEL=11;TGT_LABEL=12
bebido	bebe	POS=0;SRC_LABEL=11;TGT_LABEL=14
bebido	beber	POS=0;SRC_LABEL=11;TGT_LABEL=3
bebido	bebemos	POS=0;SRC_LABEL=11;TGT_LABEL=9
bebido	beben	POS=0;SRC_LABEL=11;TGT_LABEL=10
bebido	bebía	POS=0;SRC_LABEL=11;TGT_LABEL=1
bebido	bebían	POS=0;SRC_LABEL=11;TGT_LABEL=6
bebido	bebo	POS=0;SRC_LABEL=11;TGT_LABEL=0
bebido	bebido	POS=0;SRC_LABEL=11;TGT_LABEL=11
bebido	bebieron	POS=0;SRC_LABEL=11;TGT_LABEL=7
bebido	beban	POS=0;SRC_LABEL=11;TGT_LABEL=8
bebido	bebas	POS=0;SRC_LABEL=11;TGT_LABEL=5
bebieron	beba	POS=0;SRC_LABEL=7;TGT_LABEL=12
bebieron	bebe	POS=0;SRC_LABEL=7;TGT_LABEL=14
bebieron	beber	POS=0;SRC_LABEL=7;TGT_LABEL=3
bebieron	bebemos	POS=0;SRC_LABEL=7;TGT_LABEL=9
bebieron	beben	POS=0;SRC_LABEL=7;TGT_LABEL=10
bebieron	bebía	POS=0;SRC_LABEL=7;TGT_LABEL=1
bebieron	bebían	POS=0;SRC_LABEL=7;TGT_LABEL=6
bebieron	bebo	POS=0;SRC_LABEL=7;TGT_LABEL=0
bebieron	bebido	POS=0;SRC_LABEL=7;TGT_LABEL=11
bebieron	bebieron	POS=0;SRC_LABEL=7;TGT_LABEL=7
bebieron	beban	POS=0;SRC_LABEL=7;TGT_LABEL=8
bebieron	bebas	POS=0;SRC_LABEL=7;TGT_LABEL=5
beban	beba	POS=0;SRC_LABEL=8;TGT_LABEL=12
beban	bebe	POS=0;SRC_LABEL=8;TGT_LABEL=14
beban	beber	POS=0;SRC_LABEL=8;TGT_LABEL=3
beban	bebemos	POS=0;SRC_LABEL=8;TGT_LABEL=9
beban	beben	POS=0;SRC_LABEL=8;TGT_LABEL=10
beban	bebía	POS=0;SRC_LABEL=8;TGT_LABEL=1
beban	bebían	POS=0;SRC_LABEL=8;TGT_LABEL=6
beban	bebo	POS=0;SRC_LABEL=8;TGT_LABEL=0
beban	bebido	POS=0;SRC_LABEL=8;TGT_LABEL=11
beban	bebieron	POS=0;SRC_LABEL=8;TGT_LABEL=7
beban	beban	POS=0;SRC_LABEL=8;TGT_LABEL=8
beban	bebas	POS=0;SRC_LABEL=8;TGT_LABEL=5
bebas	beba	POS=0;SRC_LABEL=5;TGT_LABEL=12
bebas	bebe	POS=0;SRC_LABEL=5;TGT_LABEL=14
bebas	beber	POS=0;SRC_LABEL=5;TGT_LABEL=3
bebas	bebemos	POS=0;SRC_LABEL=5;TGT_LABEL=9
bebas	beben	POS=0;SRC_LABEL=5;TGT_LABEL=10
bebas	bebía	POS=0;SRC_LABEL=5;TGT_LABEL=1
bebas	bebían	POS=0;SRC_LABEL=5;TGT_LABEL=6
bebas	bebo	POS=0;SRC_LABEL=5;TGT_LABEL=0
bebas	bebido	POS=0;SRC_LABEL=5;TGT_LABEL=11
bebas	bebieron	POS=0;SRC_LABEL=5;TGT_LABEL=7
bebas	beban	POS=0;SRC_LABEL=5;TGT_LABEL=8
bebas	bebas	POS=0;SRC_LABEL=5;TGT_LABEL=5
necesidad	necesidad	POS=0;SRC_LABEL=0;TGT_LABEL=0
necesidad	necesidades	POS=0;SRC_LABEL=0;TGT_LABEL=4
necesidades	necesidad	POS=0;SRC_LABEL=4;TGT_LABEL=0
necesidades	necesidades	POS=0;SRC_LABEL=4;TGT_LABEL=4
árbol	árbol	POS=0;SRC_LABEL=0;TGT_LABEL=0
árbol	árboles	POS=0;SRC_LABEL=0;TGT_LABEL=4
árboles	árbol	POS=0;SRC_LABEL=4;TGT_LABEL=0
árboles	árboles	POS=0;SRC_LABEL=4;TGT_LABEL=4
red	red	POS=0;SRC_LABEL=0;TGT_LABEL=0
red	redes	POS=0;SRC_LABEL=0;TGT_LABEL=4
redes	red	POS=0;SRC_LABEL=4;TGT_LABEL=0
