jaga	jagas	V;NFIN	V;PASS;IND;PRS	C
utföra	utfördes	V;NFIN	V;PASS;IND;PST	C
stöta	stöta	V;NFIN	V;ACT;NFIN	C
öppna	öppnas	V;NFIN	V;PASS;IND;PRS	C
berömma	berömma	V;NFIN	V;ACT;NFIN	C
upptagen	upptagne	ADJ;NFIN	ADJ;DEF;MASC;SG	C
blotta	blotta	V;NFIN	V;ACT;NFIN	C
utfärda	utfärdar	V;NFIN	V;ACT;IND;PRS	C
öppna	öppna	V;NFIN	V;ACT;NFIN	C
stöta	stöta	V;NFIN	V;ACT;NFIN	C
lösa	lös	V;NFIN	V;IMP	C
äppelträd	äppelträds	N;NFIN	N;INDF;GEN;PL	C
antända	antänder	V;NFIN	V;ACT;IND;PRS	C
blotta	blottas	V;NFIN	V;PASS;NFIN	C
öppna	öppna	V;NFIN	V;ACT;NFIN	C
mäta	mäta	V;NFIN	V;ACT;NFIN	C
tagen	tagen	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
sälja	sälj	V;NFIN	V;IMP	C
sända	sänds	V;NFIN	V;PASS;IND;PRS	C
so	son	N;NFIN	N;DEF;NOM;SG	C
fylld	fyllde	ADJ;NFIN	ADJ;DEF;MASC;SG	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
konungadöme	konungadömens	N;NFIN	N;INDF;GEN;PL	C
vilddjur	vilddjur	N;NFIN	N;INDF;NOM;SG	C
mäta	mäta	V;NFIN	V;ACT;NFIN	C
fira	firas	V;NFIN	V;PASS;NFIN	C
beskärd	beskärt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
stöta	stöttes	V;NFIN	V;PASS;IND;PST	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
söka	sök	V;NFIN	V;IMP	C
sjunga	sjungs	V;NFIN	V;PASS;IND;PRS	C
spridd	spridd	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
trycka	trycka	V;NFIN	V;ACT;NFIN	C
söka	söka	V;NFIN	V;ACT;NFIN	C
vrida	vrida	V;NFIN	V;ACT;NFIN	C
dyrka	dyrkas	V;NFIN	V;PASS;NFIN	C
blotta	blottas	V;NFIN	V;PASS;NFIN	C
gifta	gifts	V;NFIN	V;PASS;IND;PRS	C
dyrka	dyrkas	V;NFIN	V;PASS;NFIN	C
uppfylla	uppfyll	V;NFIN	V;IMP	C
fästa	fästas	V;NFIN	V;PASS;NFIN	C
utgöra	utgjordes	V;NFIN	V;PASS;IND;PST	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
uppfylla	uppfyll	V;NFIN	V;IMP	C
utplåna	utplåna	V;NFIN	V;ACT;NFIN	C
trösta	tröstas	V;NFIN	V;PASS;NFIN	C
mäta	mäta	V;NFIN	V;ACT;NFIN	C
korsfästa	korsfäst	V;NFIN	V;IMP	C
borra	borras	V;NFIN	V;PASS;NFIN	C
bränna	bränns	V;NFIN	V;PASS;IND;PRS	C
mod	modets	N;NFIN	N;DEF;GEN;SG	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
bytta	byttan	N;NFIN	N;DEF;NOM;SG	C
tiga	tigs	V;NFIN	V;PASS;IND;PRS	C
stöta	stöta	V;NFIN	V;ACT;NFIN	C
koka	kokade	V;NFIN	V;ACT;IND;PST	C
offra	offras	V;NFIN	V;PASS;NFIN	C
borra	borra	V;NFIN	V;ACT;NFIN	C
släkte	släktes	N;NFIN	N;INDF;GEN;SG	C
utfärda	utfärdar	V;NFIN	V;ACT;IND;PRS	C
oxe	oxen	N;NFIN	N;DEF;NOM;SG	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
känd	känd	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
handlägga	handläggs	V;NFIN	V;PASS;IND;PRS	C
anklaga	anklagade	V;NFIN	V;ACT;IND;PST	C
släkte	släktes	N;NFIN	N;INDF;GEN;SG	C
berömma	berömma	V;NFIN	V;ACT;NFIN	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
fatta	fattade	V;NFIN	V;ACT;IND;PST	C
fatta	fattade	V;NFIN	V;ACT;IND;PST	C
blotta	blotta	V;NFIN	V;ACT;NFIN	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
stöta	stöttes	V;NFIN	V;PASS;IND;PST	C
stöta	stöttes	V;NFIN	V;PASS;IND;PST	C
trycka	trycka	V;NFIN	V;ACT;NFIN	C
upplösa	upplösas	V;NFIN	V;PASS;NFIN	C
fäste	fästes	N;NFIN	N;INDF;GEN;SG	C
lärd	lärd	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
förvara	förvarade	V;NFIN	V;ACT;IND;PST	C
blotta	blotta	V;NFIN	V;ACT;NFIN	C
kröna	kröner	V;NFIN	V;ACT;IND;PRS	C
nämna	nämna	V;NFIN	V;ACT;NFIN	C
stöta	stöttes	V;NFIN	V;PASS;IND;PST	C
fattad	fattat	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
inrätta	inrätta	V;NFIN	V;ACT;NFIN	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
dyrka	dyrkas	V;NFIN	V;PASS;NFIN	C
vittnesbörd	vittnesbörd	N;NFIN	N;INDF;NOM;PL	C
murare	murare	N;NFIN	N;INDF;NOM;SG	C
förtrycka	förtryckas	V;NFIN	V;PASS;NFIN	C
fattad	fattat	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
förena	förenas	V;NFIN	V;PASS;NFIN	C
fästa	fästas	V;NFIN	V;PASS;NFIN	C
upptagen	upptagen	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
ax	ax	N;NFIN	N;INDF;NOM;PL	C
täckt	täckte	ADJ;NFIN	ADJ;DEF;MASC;SG	C
förlåta	förlät	V;NFIN	V;ACT;IND;PST	C
fylld	fyllde	ADJ;NFIN	ADJ;DEF;MASC;SG	C
tala	talas	V;NFIN	V;PASS;IND;PRS	C
använda	använd	V;NFIN	V;IMP	C
söka	söka	V;NFIN	V;ACT;NFIN	C
blotta	blottas	V;NFIN	V;PASS;NFIN	C
utsträcka	utsträcks	V;NFIN	V;PASS;IND;PRS	C
bälte	bältes	N;NFIN	N;INDF;GEN;SG	C
oxe	oxarna	N;NFIN	N;DEF;NOM;PL	C
sköta	sköter	V;NFIN	V;ACT;IND;PRS	C
rov	rov	N;NFIN	N;INDF;NOM;SG	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
söka	sök	V;NFIN	V;IMP	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
förgöra	förgöra	V;NFIN	V;ACT;NFIN	C
tänka	tänker	V;NFIN	V;ACT;IND;PRS	C
dyrka	dyrkas	V;NFIN	V;PASS;NFIN	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
bakhåll	bakhåll	N;NFIN	N;INDF;NOM;SG	C
öppna	öppnas	V;NFIN	V;PASS;IND;PRS	C
berömma	berömde	V;NFIN	V;ACT;IND;PST	C
avstånd	avståndet	N;NFIN	N;DEF;NOM;SG	C
altare	altarets	N;NFIN	N;DEF;GEN;SG	C
blotta	blottas	V;NFIN	V;PASS;IND;PRS	C
påbud	påbuds	N;NFIN	N;INDF;GEN;PL	C
altare	altarets	N;NFIN	N;DEF;GEN;SG	C
korsfästa	korsfästes	V;NFIN	V;PASS;IND;PST	C
lös	löse	ADJ;NFIN	ADJ;DEF;MASC;SG	C
rot	roten	N;NFIN	N;DEF;NOM;SG	C
klöv	klövens	N;NFIN	N;DEF;GEN;SG	C
fria	fria	V;NFIN	V;IMP	C
befästa	befästa	V;NFIN	V;ACT;NFIN	C
anklaga	anklagades	V;NFIN	V;PASS;IND;PST	C
försona	försonas	V;NFIN	V;PASS;NFIN	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
blotta	blottas	V;NFIN	V;PASS;IND;PRS	C
nämna	nämna	V;NFIN	V;ACT;NFIN	C
blotta	blottas	V;NFIN	V;PASS;NFIN	C
namne	namnens	N;NFIN	N;DEF;GEN;SG	C
lös	löse	ADJ;NFIN	ADJ;DEF;MASC;SG	C
befästa	befästas	V;NFIN	V;PASS;NFIN	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
korsfästa	korsfäst	V;NFIN	V;IMP	C
vattna	vattna	V;NFIN	V;IMP	C
lösa	lös	V;NFIN	V;IMP	C
rot	rot	N;NFIN	N;INDF;NOM;SG	C
anklaga	anklagade	V;NFIN	V;ACT;IND;PST	C
möta	möts	V;NFIN	V;PASS;IND;PRS	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
oxe	oxarna	N;NFIN	N;DEF;NOM;PL	C
åra	åran	N;NFIN	N;DEF;NOM;SG	C
förmörka	förmörkades	V;NFIN	V;PASS;IND;PST	C
möta	möts	V;NFIN	V;PASS;IND;PRS	C
rov	rovets	N;NFIN	N;DEF;GEN;SG	C
stöta	stöta	V;NFIN	V;ACT;NFIN	C
läsa	lästes	V;NFIN	V;PASS;IND;PST	C
stöta	stöta	V;NFIN	V;ACT;NFIN	C
ho	hon	N;NFIN	N;DEF;NOM;SG	C
upplysa	upplyses	V;NFIN	V;PASS;IND;PRS	C
hämta	hämtar	V;NFIN	V;ACT;IND;PRS	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
sända	sänds	V;NFIN	V;PASS;IND;PRS	C
sända	sänds	V;NFIN	V;PASS;IND;PRS	C
snöre	snöre	N;NFIN	N;INDF;NOM;SG	C
handlägga	handlägga	V;NFIN	V;ACT;NFIN	C
tysta	tystades	V;NFIN	V;PASS;IND;PST	C
söka	söka	V;NFIN	V;ACT;NFIN	C
täckt	täckte	ADJ;NFIN	ADJ;DEF;MASC;SG	C
blotta	blottas	V;NFIN	V;PASS;IND;PRS	C
utfärda	utfärdas	V;NFIN	V;PASS;IND;PRS	C
säker	säker	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
fatta	fattade	V;NFIN	V;ACT;IND;PST	C
rot	rötter	N;NFIN	N;INDF;NOM;PL	C
förgöra	förgöra	V;NFIN	V;ACT;NFIN	C
fatta	fattade	V;NFIN	V;ACT;IND;PST	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
blotta	blottas	V;NFIN	V;PASS;IND;PRS	C
murare	murares	N;NFIN	N;INDF;GEN;PL	C
egyptier	egyptierna	N;NFIN	N;DEF;NOM;PL	C
rättfärdiga	rättfärdigade	V;NFIN	V;ACT;IND;PST	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
försona	försona	V;NFIN	V;IMP	C
anställa	anställs	V;NFIN	V;PASS;IND;PRS	C
anställa	anställs	V;NFIN	V;PASS;IND;PRS	C
lösa	lös	V;NFIN	V;IMP	C
blotta	blottas	V;NFIN	V;PASS;NFIN	C
sen	sen	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
vilddjur	vilddjurs	N;NFIN	N;INDF;GEN;PL	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
koka	kokades	V;NFIN	V;PASS;IND;PST	C
blotta	blottas	V;NFIN	V;PASS;IND;PRS	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
mod	modets	N;NFIN	N;DEF;GEN;SG	C
förgöra	förgjorde	V;NFIN	V;ACT;IND;PST	C
fatta	fattade	V;NFIN	V;ACT;IND;PST	C
utföra	utfördes	V;NFIN	V;PASS;IND;PST	C
söka	sök	V;NFIN	V;IMP	C
antända	antänder	V;NFIN	V;ACT;IND;PRS	C
anställa	anställas	V;NFIN	V;PASS;NFIN	C
möta	möts	V;NFIN	V;PASS;IND;PRS	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
fatta	fattade	V;NFIN	V;ACT;IND;PST	C
klöv	klövens	N;NFIN	N;DEF;GEN;SG	C
snöre	snöres	N;NFIN	N;INDF;GEN;SG	C
förstånd	förståndets	N;NFIN	N;DEF;GEN;SG	C
förgöra	förgjorde	V;NFIN	V;ACT;IND;PST	C
oxe	oxars	N;NFIN	N;INDF;GEN;PL	C
bälte	bältes	N;NFIN	N;INDF;GEN;SG	C
förkunna	förkunnade	V;NFIN	V;ACT;IND;PST	C
vädur	vädurarna	N;NFIN	N;DEF;NOM;PL	C
utsända	utsändas	V;NFIN	V;PASS;NFIN	C
vrida	vrida	V;NFIN	V;ACT;NFIN	C
snöre	snöres	N;NFIN	N;INDF;GEN;SG	C
tala	talas	V;NFIN	V;PASS;IND;PRS	C
förena	förenar	V;NFIN	V;ACT;IND;PRS	C
rädd	rädd	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
ena	enas	V;NFIN	V;PASS;NFIN	C
klädd	klädd	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
förkunna	förkunnade	V;NFIN	V;ACT;IND;PST	C
slakta	slaktas	V;NFIN	V;PASS;IND;PRS	C
vädur	vädurarna	N;NFIN	N;DEF;NOM;PL	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
påbud	påbuds	N;NFIN	N;INDF;GEN;SG	C
vinge	vinge	N;NFIN	N;INDF;NOM;SG	C
bränna	bränns	V;NFIN	V;PASS;IND;PRS	C
förkunna	förkunnar	V;NFIN	V;ACT;IND;PRS	C
koka	kokades	V;NFIN	V;PASS;IND;PST	C
lös	löse	ADJ;NFIN	ADJ;DEF;MASC;SG	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
korsfästa	korsfäst	V;NFIN	V;IMP	C
säkra	säkrades	V;NFIN	V;PASS;IND;PST	C
lösa	lös	V;NFIN	V;IMP	C
förgöra	förgjorde	V;NFIN	V;ACT;IND;PST	C
slakta	slaktas	V;NFIN	V;PASS;IND;PRS	C
konungadöme	konungadömens	N;NFIN	N;INDF;GEN;PL	C
förstånd	förståndets	N;NFIN	N;DEF;GEN;SG	C
vilddjur	vilddjur	N;NFIN	N;INDF;NOM;SG	C
lösa	lös	V;NFIN	V;IMP	C
beställa	beställs	V;NFIN	V;PASS;IND;PRS	C
undersöka	undersöka	V;NFIN	V;ACT;NFIN	C
blotta	blottas	V;NFIN	V;PASS;IND;PRS	C
påbud	påbuds	N;NFIN	N;INDF;GEN;SG	C
förmörka	förmörka	V;NFIN	V;IMP	C
släkte	släktes	N;NFIN	N;INDF;GEN;SG	C
flytta	flyttar	V;NFIN	V;ACT;IND;PRS	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
blotta	blottas	V;NFIN	V;PASS;NFIN	C
tala	talade	V;NFIN	V;ACT;IND;PST	C
lösa	lös	V;NFIN	V;IMP	C
blotta	blotta	V;NFIN	V;ACT;NFIN	C
oxe	oxen	N;NFIN	N;DEF;NOM;SG	C
använda	använd	V;NFIN	V;IMP	C
koka	kokade	V;NFIN	V;ACT;IND;PST	C
stöta	stöttes	V;NFIN	V;PASS;IND;PST	C
koka	kokade	V;NFIN	V;ACT;IND;PST	C
möta	möttes	V;NFIN	V;PASS;IND;PST	C
ödmjuk	ödmjuk	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
korsfästa	korsfästes	V;NFIN	V;PASS;IND;PST	C
dräpa	dräptes	V;NFIN	V;PASS;IND;PST	C
spörja	sporde	V;NFIN	V;ACT;IND;PST	C
söka	sök	V;NFIN	V;IMP	C
foga	fogas	V;NFIN	V;PASS;NFIN	C
utsända	utsändas	V;NFIN	V;PASS;NFIN	C
stöta	stöttes	V;NFIN	V;PASS;IND;PST	C
hämta	hämtar	V;NFIN	V;ACT;IND;PRS	C
korsfästa	korsfästes	V;NFIN	V;PASS;IND;PST	C
odjur	odjurets	N;NFIN	N;DEF;GEN;SG	C
dräpa	dräptes	V;NFIN	V;PASS;IND;PST	C
tala	talade	V;NFIN	V;ACT;IND;PST	C
rot	rot	N;NFIN	N;INDF;NOM;SG	C
fästa	fästas	V;NFIN	V;PASS;NFIN	C
beskärd	beskärt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
undantagen	undantagen	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
lärd	lärd	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
blotta	blottas	V;NFIN	V;PASS;IND;PRS	C
vittnesbörd	vittnesbörd	N;NFIN	N;INDF;NOM;PL	C
trycka	trycka	V;NFIN	V;ACT;NFIN	C
fylld	fyllde	ADJ;NFIN	ADJ;DEF;MASC;SG	C
flyga	flygas	V;NFIN	V;PASS;NFIN	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
utsträcka	utsträck	V;NFIN	V;IMP	C
blotta	blottas	V;NFIN	V;PASS;NFIN	C
rot	roten	N;NFIN	N;DEF;NOM;SG	C
fiska	fiskas	V;NFIN	V;PASS;NFIN	C
lärd	lärd	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
släkte	släktes	N;NFIN	N;INDF;GEN;SG	C
anklaga	anklagar	V;NFIN	V;ACT;IND;PRS	C
låta	låta	V;NFIN	V;ACT;NFIN	C
lärd	lärde	ADJ;NFIN	ADJ;DEF;MASC;SG	C
klöv	klövens	N;NFIN	N;DEF;GEN;SG	C
döv	döve	ADJ;NFIN	ADJ;DEF;MASC;SG	C
dräpa	dräptes	V;NFIN	V;PASS;IND;PST	C
ödmjuk	ödmjuk	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
söka	söka	V;NFIN	V;ACT;NFIN	C
tåga	tågades	V;NFIN	V;PASS;IND;PST	C
sända	sänds	V;NFIN	V;PASS;IND;PRS	C
söka	söka	V;NFIN	V;ACT;NFIN	C
glädja	glädjas	V;NFIN	V;PASS;NFIN	C
vattna	vattnades	V;NFIN	V;PASS;IND;PST	C
förhindra	förhindra	V;NFIN	V;ACT;NFIN	C
koka	kokade	V;NFIN	V;ACT;IND;PST	C
hölje	höljets	N;NFIN	N;DEF;GEN;SG	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
möta	möttes	V;NFIN	V;PASS;IND;PST	C
söka	sök	V;NFIN	V;IMP	C
upphäva	upphävdes	V;NFIN	V;PASS;IND;PST	C
utplåna	utplåna	V;NFIN	V;ACT;NFIN	C
bereda	bereder	V;NFIN	V;ACT;IND;PRS	C
klöv	klövens	N;NFIN	N;DEF;GEN;SG	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
möta	möttes	V;NFIN	V;PASS;IND;PST	C
söka	sök	V;NFIN	V;IMP	C
bereda	bereder	V;NFIN	V;ACT;IND;PRS	C
förleda	förleder	V;NFIN	V;ACT;IND;PRS	C
stöta	stöta	V;NFIN	V;ACT;NFIN	C
fäste	fästena	N;NFIN	N;DEF;NOM;PL	C
handlägga	handläggas	V;NFIN	V;PASS;NFIN	C
stöta	stöta	V;NFIN	V;ACT;NFIN	C
fästa	fästas	V;NFIN	V;PASS;NFIN	C
öppna	öppna	V;NFIN	V;ACT;NFIN	C
korsfästa	korsfäst	V;NFIN	V;IMP	C
sitta	sitt	V;NFIN	V;IMP	C
tiga	tig	V;NFIN	V;IMP	C
fylld	fyllde	ADJ;NFIN	ADJ;DEF;MASC;SG	C
snar	snar	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
förgäta	förgätas	V;NFIN	V;PASS;NFIN	C
dragen	draget	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
tala	talas	V;NFIN	V;PASS;IND;PRS	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
vise	visen	N;NFIN	N;DEF;NOM;SG	C
fjättra	fjättras	V;NFIN	V;PASS;IND;PRS	C
stöta	stöta	V;NFIN	V;ACT;NFIN	C
mäta	mäta	V;NFIN	V;ACT;NFIN	C
korsfästa	korsfäst	V;NFIN	V;IMP	C
upplösa	upplösas	V;NFIN	V;PASS;NFIN	C
blotta	blottas	V;NFIN	V;PASS;IND;PRS	C
svänga	sväng	V;NFIN	V;IMP	C
täck	täckt	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
släkte	släktes	N;NFIN	N;INDF;GEN;SG	C
korsfästa	korsfäst	V;NFIN	V;IMP	C
fylld	fyllde	ADJ;NFIN	ADJ;DEF;MASC;SG	C
sända	sänds	V;NFIN	V;PASS;IND;PRS	C
fästa	fästas	V;NFIN	V;PASS;NFIN	C
näste	nästen	N;NFIN	N;INDF;NOM;PL	C
döv	döve	ADJ;NFIN	ADJ;DEF;MASC;SG	C
reta	retades	V;NFIN	V;PASS;IND;PST	C
laga	lagades	V;NFIN	V;PASS;IND;PST	C
oxe	oxars	N;NFIN	N;INDF;GEN;PL	C
tala	talas	V;NFIN	V;PASS;IND;PRS	C
blotta	blotta	V;NFIN	V;ACT;NFIN	C
koka	kokades	V;NFIN	V;PASS;IND;PST	C
gemak	gemaket	N;NFIN	N;DEF;NOM;SG	C
blotta	blottas	V;NFIN	V;PASS;NFIN	C
stöta	stöta	V;NFIN	V;ACT;NFIN	C
fattad	fattat	ADJ;NFIN	ADJ;INDF;NEUT;SG	C
anklaga	anklagar	V;NFIN	V;ACT;IND;PRS	C
inrätta	inrätta	V;NFIN	V;ACT;NFIN	C
uppenbara	uppenbaras	V;NFIN	V;PASS;NFIN	C
möta	möts	V;NFIN	V;PASS;IND;PRS	C
förgöra	förgöra	V;NFIN	V;ACT;NFIN	C
lärd	lärde	ADJ;NFIN	ADJ;DEF;MASC;SG	C
fästa	fästas	V;NFIN	V;PASS;NFIN	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
korsfästa	korsfästes	V;NFIN	V;PASS;IND;PST	C
lärd	lärd	ADJ;NFIN	ADJ;INDF;MASC+FEM;SG	C
svänga	sväng	V;NFIN	V;IMP	C
fria	fria	V;NFIN	V;IMP	C
tåga	tågas	V;NFIN	V;PASS;NFIN	C
rena	renade	V;NFIN	V;ACT;IND;PST	C
såld	sålde	ADJ;NFIN	ADJ;DEF;MASC;SG	C
åra	årors	N;NFIN	N;INDF;GEN;PL	C
använda	använd	V;NFIN	V;IMP	C
förtrycka	förtryckas	V;NFIN	V;PASS;NFIN	C
förhindra	förhindra	V;NFIN	V;ACT;NFIN	C
rot	rötter	N;NFIN	N;INDF;NOM;PL	C
öppna	öppna	V;NFIN	V;ACT;NFIN	C
jaga	jagas	V;NFIN	V;PASS;IND;PRS	C
