src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
loads,load,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
loaded,loads,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past - adj;,n;pl - verb;pres;p3;sg,C
loaded,load,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past - adj;,n;sg - verb;inf - verb;pres - verb;imp,C
load,loads,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
load,loaded,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past - adj;,C
physical,physically,1_2,V;NFIN,1_4,?,adj; - adv;,adv;,TGT_POS_ERROR
physically,physical,1_4,?,1_2,V;NFIN,adv;,adj; - adv;,SRC_POS_ERROR
revelations,revelation,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
revelation,revelations,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
inherited,inherit,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past - adj;,verb;inf - verb;pres - verb;imp,C
inherit,inherited,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past - adj;,C
disappears,disappeared,1_0,V;3;SG;PRS,1_1,V;PST,verb;pres;p3;sg,verb;pp - verb;past,C
disappears,disappear,1_0,V;3;SG;PRS,1_2,V;NFIN,verb;pres;p3;sg,verb;inf - verb;pres - verb;imp,C
disappeared,disappears,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past,verb;pres;p3;sg,C
disappeared,disappear,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,verb;inf - verb;pres - verb;imp,C
disappear,disappears,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;inf - verb;pres - verb;imp,verb;pres;p3;sg,C
disappear,disappeared,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
enjoyed,enjoy,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,verb;inf - verb;pres - verb;imp,C
enjoyed,enjoying,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;pp - verb;past,verb;pprs - verb;subs - verb;ger,C
enjoy,enjoyed,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
enjoy,enjoying,1_2,V;NFIN,1_3,V;V.PTCP;PRS,verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
enjoying,enjoyed,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;pp - verb;past,C
enjoying,enjoy,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,verb;inf - verb;pres - verb;imp,C
yours,your,1_0,V;3;SG;PRS,1_2,V;NFIN,adj;pos;pred - prn;pos;p2;mf;sp,det;pos;sp - det;pos;p2;mf;sp,POS_PAIR_ERROR
your,yours,1_2,V;NFIN,1_0,V;3;SG;PRS,det;pos;sp - det;pos;p2;mf;sp,adj;pos;pred - prn;pos;p2;mf;sp,POS_PAIR_ERROR
fills,filled,1_0,V;3;SG;PRS,1_1,V;PST,verb;pres;p3;sg,verb;pp - verb;past,C
fills,fill,1_0,V;3;SG;PRS,1_2,V;NFIN,verb;pres;p3;sg,verb;inf - verb;pres - verb;imp,C
filled,fills,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past,verb;pres;p3;sg,C
filled,fill,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,verb;inf - verb;pres - verb;imp,C
fill,fills,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;inf - verb;pres - verb;imp,verb;pres;p3;sg,C
fill,filled,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
requests,requested,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;pp - verb;past - adj;,C
requests,request,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
requests,requesting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,verb;pprs - verb;subs - verb;ger,C
requested,requests,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past - adj;,n;pl - verb;pres;p3;sg,C
requested,request,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past - adj;,n;sg - verb;inf - verb;pres - verb;imp,C
requested,requesting,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;pp - verb;past - adj;,verb;pprs - verb;subs - verb;ger,C
request,requests,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
request,requested,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past - adj;,C
request,requesting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
requesting,requests,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
requesting,requested,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;pp - verb;past - adj;,C
requesting,request,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
harvests,harvested,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;pp - verb;past,C
harvests,harvest,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
harvests,harvesting,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,verb;pprs - verb;subs - verb;ger,C
harvested,harvests,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past,n;pl - verb;pres;p3;sg,C
harvested,harvest,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,n;sg - verb;inf - verb;pres - verb;imp,C
harvested,harvesting,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;pp - verb;past,verb;pprs - verb;subs - verb;ger,C
harvest,harvests,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
harvest,harvested,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
harvest,harvesting,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
harvesting,harvests,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
harvesting,harvested,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;pp - verb;past,C
harvesting,harvest,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
simple,simply,1_2,V;NFIN,1_6,ADJ,adj;sint,adv;,POS_PAIR_ERROR
simply,simple,1_6,ADJ,1_2,V;NFIN,adv;,adj;sint,POS_PAIR_ERROR
fix,fixing,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;sg - verb;pprs - verb;subs - verb;ger,C
fixing,fix,1_3,V;V.PTCP;PRS,1_2,V;NFIN,n;sg - verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
accord,according,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,pr; - verb;pprs - verb;subs - verb;ger,C
according,accord,1_3,V;V.PTCP;PRS,1_2,V;NFIN,pr; - verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
sends,send,1_0,V;3;SG;PRS,1_2,V;NFIN,verb;pres;p3;sg,verb;inf - verb;pres - verb;imp,C
sends,sending,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,verb;pres;p3;sg,n;sg - verb;pprs - verb;subs - verb;ger,C
send,sends,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;inf - verb;pres - verb;imp,verb;pres;p3;sg,C
send,sending,1_2,V;NFIN,1_3,V;V.PTCP;PRS,verb;inf - verb;pres - verb;imp,n;sg - verb;pprs - verb;subs - verb;ger,C
sending,sends,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,n;sg - verb;pprs - verb;subs - verb;ger,verb;pres;p3;sg,C
sending,send,1_3,V;V.PTCP;PRS,1_2,V;NFIN,n;sg - verb;pprs - verb;subs - verb;ger,verb;inf - verb;pres - verb;imp,C
ancients,ancient,1_0,V;3;SG;PRS,1_2,V;NFIN,,,SRC_LEXICAL_ERROR
ancient,ancients,1_2,V;NFIN,1_0,V;3;SG;PRS,,,TGT_LEXICAL_ERROR
praises,praised,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;past - verb;pp,C
praises,praise,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
praises,praising,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,verb;pprs - verb;subs - verb;ger,C
praised,praises,1_1,V;PST,1_0,V;3;SG;PRS,verb;past - verb;pp,n;pl - verb;pres;p3;sg,C
praised,praise,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,n;sg - verb;inf - verb;pres - verb;imp,C
praised,praising,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;past - verb;pp,verb;pprs - verb;subs - verb;ger,C
praise,praises,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
praise,praised,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
praise,praising,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
praising,praises,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
praising,praised,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;past - verb;pp,C
praising,praise,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
riches,rich,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,adj;sint,POS_PAIR_ERROR
riches,richly,1_0,V;3;SG;PRS,1_4,?,n;pl,adv;,POS_PAIR_ERROR
rich,riches,1_2,V;NFIN,1_0,V;3;SG;PRS,adj;sint,n;pl,POS_PAIR_ERROR
rich,richly,1_2,V;NFIN,1_4,?,adj;sint,adv;,POS_PAIR_ERROR
richly,riches,1_4,?,1_0,V;3;SG;PRS,adv;,n;pl,POS_PAIR_ERROR
richly,rich,1_4,?,1_2,V;NFIN,adv;,adj;sint,POS_PAIR_ERROR
foods,food,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,adj; - n;sg,C
food,foods,1_2,V;NFIN,1_0,V;3;SG;PRS,adj; - n;sg,n;pl,C
customs,custom,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - n;pl,adj; - n;sg,C
custom,customs,1_2,V;NFIN,1_0,V;3;SG;PRS,adj; - n;sg,n;pl - n;pl,C
traditions,tradition,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
tradition,traditions,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
off,offer,1_2,V;NFIN,1_5,N;SG,adv;,n;sg - verb;inf - verb;pres - verb;imp,POS_PAIR_ERROR
offer,off,1_5,N;SG,1_2,V;NFIN,n;sg - verb;inf - verb;pres - verb;imp,adv;,POS_PAIR_ERROR
poisoned,poison,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,n;sg - verb;inf - verb;pres - verb;imp,C
poison,poisoned,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
denounced,denounce,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,verb;inf - verb;pres - verb;imp,C
denounce,denounced,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
owes,owed,1_0,V;3;SG;PRS,1_1,V;PST,verb;pres;p3;sg,verb;past - verb;pp,C
owes,owe,1_0,V;3;SG;PRS,1_2,V;NFIN,verb;pres;p3;sg,verb;inf - verb;pres - verb;imp,C
owed,owes,1_1,V;PST,1_0,V;3;SG;PRS,verb;past - verb;pp,verb;pres;p3;sg,C
owed,owe,1_1,V;PST,1_2,V;NFIN,verb;past - verb;pp,verb;inf - verb;pres - verb;imp,C
owe,owes,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;inf - verb;pres - verb;imp,verb;pres;p3;sg,C
owe,owed,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;past - verb;pp,C
masquerades,masquerade,1_0,V;3;SG;PRS,1_2,V;NFIN,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
masquerades,masquerading,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
masquerade,masquerades,1_2,V;NFIN,1_0,V;3;SG;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
masquerade,masquerading,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
masquerading,masquerades,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
masquerading,masquerade,1_3,V;V.PTCP;PRS,1_2,V;NFIN,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
shielded,shield,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,n;sg - verb;inf - verb;pres - verb;imp,C
shield,shielded,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
debts,debt,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
debt,debts,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
final,finally,1_2,V;NFIN,1_4,?,adj; - n;sg,adv;,POS_PAIR_ERROR
finally,final,1_4,?,1_2,V;NFIN,adv;,adj; - n;sg,POS_PAIR_ERROR
liars,liar,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl,n;sg,C
liar,liars,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg,n;pl,C
referred,referring,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;past - verb;pp,verb;pprs - verb;subs - verb;ger,C
referring,referred,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;past - verb;pp,C
wonders,wondered,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;pp - verb;past,C
wonders,wonder,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
wonders,wondering,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,n;pl - verb;pres;p3;sg,verb;pprs - verb;subs - verb;ger,C
wondered,wonders,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past,n;pl - verb;pres;p3;sg,C
wondered,wonder,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,n;sg - verb;inf - verb;pres - verb;imp,C
wondered,wondering,1_1,V;PST,1_3,V;V.PTCP;PRS,verb;pp - verb;past,verb;pprs - verb;subs - verb;ger,C
wonder,wonders,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
wonder,wondered,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
wonder,wondering,1_2,V;NFIN,1_3,V;V.PTCP;PRS,n;sg - verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
wondering,wonders,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,verb;pprs - verb;subs - verb;ger,n;pl - verb;pres;p3;sg,C
wondering,wondered,1_3,V;V.PTCP;PRS,1_1,V;PST,verb;pprs - verb;subs - verb;ger,verb;pp - verb;past,C
wondering,wonder,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,n;sg - verb;inf - verb;pres - verb;imp,C
gifts,gifted,1_0,V;3;SG;PRS,1_1,V;PST,n;pl - verb;pres;p3;sg,verb;pp - verb;past - adj;,C
gifts,gift,1_0,V;3;SG;PRS,1_2,V;NFIN,n;pl - verb;pres;p3;sg,n;sg - verb;inf - verb;pres - verb;imp,C
gifted,gifts,1_1,V;PST,1_0,V;3;SG;PRS,verb;pp - verb;past - adj;,n;pl - verb;pres;p3;sg,C
gifted,gift,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past - adj;,n;sg - verb;inf - verb;pres - verb;imp,C
gift,gifts,1_2,V;NFIN,1_0,V;3;SG;PRS,n;sg - verb;inf - verb;pres - verb;imp,n;pl - verb;pres;p3;sg,C
gift,gifted,1_2,V;NFIN,1_1,V;PST,n;sg - verb;inf - verb;pres - verb;imp,verb;pp - verb;past - adj;,C
redeemed,redeem,1_1,V;PST,1_2,V;NFIN,verb;pp - verb;past,verb;inf - verb;pres - verb;imp,C
redeem,redeemed,1_2,V;NFIN,1_1,V;PST,verb;inf - verb;pres - verb;imp,verb;pp - verb;past,C
groans,groan,1_0,V;3;SG;PRS,1_2,V;NFIN,verb;pres;p3;sg,verb;inf - verb;pres - verb;imp,C
groans,groaning,1_0,V;3;SG;PRS,1_3,V;V.PTCP;PRS,verb;pres;p3;sg,verb;pprs - verb;subs - verb;ger,C
groan,groans,1_2,V;NFIN,1_0,V;3;SG;PRS,verb;inf - verb;pres - verb;imp,verb;pres;p3;sg,C
groan,groaning,1_2,V;NFIN,1_3,V;V.PTCP;PRS,verb;inf - verb;pres - verb;imp,verb;pprs - verb;subs - verb;ger,C
groaning,groans,1_3,V;V.PTCP;PRS,1_0,V;3;SG;PRS,verb;pprs - verb;subs - verb;ger,verb;pres;p3;sg,C
groaning,groan,1_3,V;V.PTCP;PRS,1_2,V;NFIN,verb;pprs - verb;subs - verb;ger,verb;inf - verb;pres - verb;imp,C
scorned,scorn,1_1,V;PST,1_2,V;NFIN,,,SRC_LEXICAL_ERROR
scorned,scorning,1_1,V;PST,1_3,V;V.PTCP;PRS,,,SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
scorn,scorned,1_2,V;NFIN,1_1,V;PST,,,TGT_LEXICAL_ERROR
scorn,scorning,1_2,V;NFIN,1_3,V;V.PTCP;PRS,,,TGT_LEXICAL_ERROR
