познают	познала	V;FUT;3;PL	ADJ;FEM;SG;LGSPEC1	TGT_SLOT_ERROR
золотой	золото	ADJ;ESS;FEM;SG	N;ESS;SG	TGT_SLOT_ERROR
окружите	окружали	V;FUT;2;PL	V;PST;PL	PARADIGM_ERROR
этого	этой	ADJ;GEN;MASC;SG	ADJ;ESS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
вдовы	вдовою	N;NOM;PL	ADJ;INS;FEM;SG	C
устранили	устранить	V;PST;PL	V;NFIN	C
могут	могла	V;FUT;3;PL	ADJ;FEM;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
матерь	матерях	N;ACC;SG	V;2;PL	TGT_SLOT_ERROR
они	он	N;NOM;PL	N;NOM;SG	PARADIGM_ERROR;SRC_SLOT_ERROR
правым	правого	ADJ;INS;MASC;SG	ADJ;GEN;MASC;SG	C
деревом	дереве	N;INS;SG	N;ESS;SG	C
научился	научите	V;PST;SG;MASC	V;FUT;2;PL	PARADIGM_ERROR
проклят	проклятую	N;NOM;SG	ADJ;ACC;FEM;SG	C
поручите	поручился	V;FUT;2;PL	V;PST;SG;MASC	PARADIGM_ERROR
простирал	простираете	ADJ;MASC;SG;LGSPEC1	V;PRS;2;PL	C
духами	духа	N;INS;PL	N;GEN;SG	C
приходите	приходить	V;FUT;2;PL	V;NFIN	C
ожесточился	ожесточили	V;PST;SG;MASC	V;PST;PL	PARADIGM_ERROR
золота	золотом	N;GEN;SG	N;INS;SG	C
отнимали	отнимите	V;PST;PL	V;FUT;2;PL	PARADIGM_ERROR;TGT_SLOT_ERROR
рассвирепели	рассвирепел	N;ACC;PL	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
осмолила	осмоли	V;PST;SG;FEM	V;IMP;2;SG	C
убедили	убедила	V;PST;PL	V;PST;SG;FEM	C
расположен	расположился	V.PTCP;PASS;PST	V;PST;SG;MASC	PARADIGM_ERROR
положи	положить	V;IMP;2;SG	V;NFIN	C
приступили	приступив	V;PST;PL	V.CVB;PST	POS_PAIR_ERROR
весах	вес	N;ESS;PL	N;NOM;SG	C
одинокую	одинокою	ADJ;ACC;FEM;SG	ADJ;INS;FEM;SG	C
Дина	Дине	N;GEN;SG	N;ESS;SG	C
низложи	низложить	V;IMP;2;SG	V;NFIN	C
Теми	Тем	N;ACC;PL	N;ACC;SG	TGT_SLOT_ERROR
попросите	попросили	V;FUT;2;PL	V;PST;PL	C
носила	носился	V;PST;SG;FEM	V;PST;SG;MASC	C
первое	первого	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
изгнать	изгнали	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
пристало	пристали	N;ESS;SG	N;NOM;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
родным	родных	ADJ;INS;NEUT;SG	ADJ;ESS;PL	C
иссохли	иссохло	V.CVB	V;PST;SG;NEUT	C
смешанной	смешанное	ADJ;ESS;FEM;SG	ADJ;NOM;NEUT;SG	C
отнятое	отнятого	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
возливала	возливали	ADJ;FEM;SG;LGSPEC1	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
прикрепи	прикрепили	V;IMP;2;SG	V;PST;PL	C
простирай	простирали	N;ACC;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
великую	великою	ADJ;ACC;FEM;SG	ADJ;INS;FEM;SG	C
твердые	твердую	ADJ;ACC;PL	ADJ;ACC;FEM;SG	C
родным	роду	ADJ;INS;NEUT;SG	V;FUT;1;SG	PARADIGM_ERROR;TGT_SLOT_ERROR
разбила	разбит	V;PST;SG;FEM	V;FUT;3;SG	TGT_SLOT_ERROR
жертвах	жертву	N;ESS;PL	N;DAT;SG	TGT_SLOT_ERROR
втором	вторых	N;INS;SG	N;GEN;PL	C
сокройте	сокрой	V;IMP;2;PL	N;ACC;SG	TGT_SLOT_ERROR
узнай	узнают	N;ACC;SG	V;FUT;3;PL	C
какою	как	ADJ;INS;FEM;SG	N;NOM;SG	POS_PAIR_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
язвам	язву	N;DAT;PL	N;DAT;SG	TGT_SLOT_ERROR
язвы	язва	N;NOM;PL	N;GEN;SG	TGT_SLOT_ERROR
принеси	принесем	N;ACC;PL	V;PRS;1;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
возлегло	возлегли	V;PST;SG;NEUT	V.CVB	TGT_SLOT_ERROR
раскрыла	раскрыли	N;GEN;SG	N;NOM;PL	TGT_SLOT_ERROR
давить	давили	V;NFIN	V;PST;PL	C
Свою	Свой	V;PRS;1;SG	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
какую	какой	ADJ;ACC;FEM;SG	ADJ;ESS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
имело	имеешь	V;PST;SG;NEUT	V;PRS;2;SG	C
обгорело	обгорел	N;ESS;SG	N;NOM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
вступился	вступили	V;PST;SG;MASC	V;PST;PL	PARADIGM_ERROR
родила	родить	V;PST;SG;FEM	V;NFIN	C
святою	святым	ADJ;INS;FEM;SG	ADJ;INS;MASC;SG	C
прямых	прямою	N;GEN;PL	ADJ;INS;FEM;SG	C
глазу	глазом	N;DAT;SG	N;INS;SG	C
переходишь	переходили	V;FUT;2;SG	V;PST;PL	C
выдавай	выдавайте	N;ACC;SG	V;IMP;2;PL	C
каком	как	N;INS;SG	N;NOM;SG	POS_PAIR_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
спросить	спросили	V;NFIN	V;PST;PL	C
познает	познаю	V;PRS;3;SG	V;PRS;1;SG	C
дал	да	ADJ;MASC;SG;LGSPEC1	N;ACC;SG	POS_PAIR_ERROR;TGT_POS_ERROR
счета	счете	N;GEN;SG	N;ESS;SG	C
языком	языке	N;INS;SG	N;ESS;SG	C
свекрови	свекровь	N;ACC;PL	N;ACC;SG	C
обещать	обещал	ADJ;GEN;FEM;SG	ADJ;MASC;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
лиц	лице	N;NOM;SG	N;ESS;SG	C
сотвори	сотворили	V;IMP;2;SG	V;PST;PL	C
язвах	язвам	N;ESS;PL	N;DAT;PL	C
мужчины	мужчинах	N;NOM;PL	N;ESS;PL	C
пол	пойте	ADJ;MASC;SG;LGSPEC1	V;IMP;2;PL	POS_PAIR_ERROR
другом	другой	N;INS;SG	ADJ;ESS;FEM;SG	TGT_SLOT_ERROR
подходили	подходите	V;PST;PL	V;FUT;2;PL	TGT_SLOT_ERROR
растворила	растворить	V;PST;SG;FEM	V;NFIN	C
поручили	поручи	V;PST;PL	V;IMP;2;SG	C
тверды	тверд	N;NOM;PL	N;NOM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
бросить	бросали	V;NFIN	V;PST;PL	PARADIGM_ERROR
долги	долга	N;NOM;PL	N;GEN;SG	C
познай	познайте	N;ACC;SG	V;IMP;2;PL	C
опустошен	опустошили	V.PTCP;PASS;PST	V;PST;PL	C
обратили	обрати	V;PST;PL	V;IMP;2;SG	C
реке	река	N;ESS;SG	N;GEN;SG	TGT_SLOT_ERROR
проклятую	проклятого	ADJ;ACC;FEM;SG	ADJ;GEN;MASC;SG	C
рассеянным	рассеянных	ADJ;INS;MASC;SG	N;GEN;PL	TGT_SLOT_ERROR
желать	желали	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
показывать	показывай	ADJ;GEN;FEM;SG	N;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
уговаривали	уговаривать	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
звала	звали	ADJ;FEM;SG;LGSPEC1	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
малого	малы	ADJ;GEN;MASC;SG	N;NOM;PL	TGT_SLOT_ERROR
грешить	грешите	V;NFIN	V;FUT;2;PL	TGT_SLOT_ERROR
белого	белы	ADJ;GEN;MASC;SG	N;NOM;PL	C
попускаете	попускал	V;PRS;2;PL	ADJ;MASC;SG;LGSPEC1	TGT_SLOT_ERROR
пол	пола	ADJ;MASC;SG;LGSPEC1	ADJ;FEM;SG;LGSPEC1	C
жертвами	жертв	N;INS;PL	N;NOM;SG	TGT_SLOT_ERROR
познают	познает	V;FUT;3;PL	V;PRS;3;SG	C
обратила	обратите	V;PST;SG;FEM	V;FUT;2;PL	C
водить	води	V;NFIN	V;IMP;2;SG	C
бы	было	N;ACC;SG	V;PST;SG;NEUT	POS_PAIR_ERROR;SRC_POS_ERROR
святые	святом	ADJ;ACC;PL	N;INS;SG	TGT_SLOT_ERROR
каплют	каплет	V;FUT;3;PL	V;PRS;3;SG	C
эта	этом	N;GEN;SG	N;INS;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
лице	лиц	N;ESS;SG	N;NOM;SG	TGT_SLOT_ERROR
посвятите	посвятила	V;FUT;2;PL	V;PST;SG;FEM	C
труби	трубили	V;IMP;2;SG	V;PST;PL	C
начале	началом	N;ESS;SG	N;INS;SG	C
простился	простите	V;PST;SG;MASC	V;FUT;2;PL	PARADIGM_ERROR
явить	яви	V;NFIN	V;IMP;2;SG	C
была	бы	ADJ;FEM;SG;LGSPEC1	N;ACC;SG	POS_PAIR_ERROR;TGT_POS_ERROR
кончен	кончили	V.PTCP;PASS;PST	V;PST;PL	C
богов	бог	N;GEN;PL	N;NOM;SG	C
Христе	Христов	N;ESS;SG	N;GEN;PL	C
освятили	освятите	V;PST;PL	V;FUT;2;PL	C
Которой	Которым	ADJ;ESS;FEM;SG	ADJ;INS;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
малы	малый	N;NOM;PL	ADJ;ACC;MASC;SG	C
обрати	обратила	V;IMP;2;SG	V;PST;SG;FEM	C
поводом	повод	N;INS;SG	N;NOM;SG	C
убийцы	убийц	N;NOM;PL	N;NOM;SG	TGT_SLOT_ERROR
животным	животные	ADJ;INS;NEUT;SG	ADJ;NOM;PL	C
язв	язвою	N;NOM;SG	ADJ;INS;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
обгорело	обгорелою	N;ESS;SG	ADJ;INS;FEM;SG	C
одержимых	одержимого	N;GEN;PL	ADJ;GEN;MASC;SG	C
нерадит	нерадите	V;FUT;3;SG	V;FUT;2;PL	SRC_LEXICAL_ERROR
немой	немого	ADJ;ESS;FEM;SG	ADJ;GEN;MASC;SG	C
садите	садить	V;FUT;2;PL	V;NFIN	C
отринут	отринь	V;FUT;3;PL	N;ACC;SG	TGT_SLOT_ERROR
Сене	Сеном	N;ESS;SG	N;INS;SG	C
лизали	лизать	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
призванных	призванные	ADJ;ESS;PL	ADJ;NOM;PL	C
возлагай	возлагать	N;ACC;SG	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
научите	научен	V;FUT;2;PL	V.PTCP;PASS;PST	POS_PAIR_ERROR
переходить	переходи	V;NFIN	V;IMP;2;SG	C
жилищами	жилищах	N;INS;PL	N;ESS;PL	C
обходите	обходить	V;FUT;2;PL	V;NFIN	C
открытое	открытою	ADJ;NOM;NEUT;SG	ADJ;INS;FEM;SG	C
твердым	твердых	ADJ;INS;MASC;SG	N;GEN;PL	TGT_SLOT_ERROR
узнала	узнают	ADJ;FEM;SG;LGSPEC1	V;FUT;3;PL	C
имеем	имеет	V;PRS;1;PL	V;PRS;3;SG	C
велик	великую	N;NOM;SG	ADJ;ACC;FEM;SG	C
отложите	отложился	V;FUT;2;PL	V;PST;SG;MASC	PARADIGM_ERROR
возлюбленных	возлюбленный	N;GEN;PL	ADJ;ACC;MASC;SG	C
налагайте	налагала	V;IMP;2;PL	ADJ;FEM;SG;LGSPEC1	TGT_SLOT_ERROR
богам	богом	N;DAT;PL	N;INS;SG	C
прислугу	прислуги	N;DAT;SG	N;NOM;PL	C
немого	немые	ADJ;GEN;MASC;SG	ADJ;ACC;PL	C
пленных	пленный	ADJ;ESS;PL	ADJ;NOM;MASC;SG	C
отгадать	отгадали	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
сестрою	сестры	ADJ;INS;FEM;SG	N;NOM;PL	C
чудовища	чудовище	N;GEN;SG	N;ESS;SG	C
приносите	приносить	V;FUT;2;PL	V;NFIN	C
старые	старою	ADJ;ACC;PL	ADJ;INS;FEM;SG	C
был	были	ADJ;MASC;SG;LGSPEC1	V.CVB	TGT_SLOT_ERROR
скалу	скалами	N;DAT;SG	N;INS;PL	C
весах	весом	N;ESS;PL	N;INS;SG	C
строим	строился	V;IMP;1;PL	V;PST;SG;MASC	C
забыла	забыли	N;GEN;SG	N;NOM;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
ожили	ожить	V.CVB	ADJ;GEN;FEM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
вашу	ваша	N;DAT;SG	N;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
золото	золотою	N;ESS;SG	ADJ;INS;FEM;SG	C
влекло	влекла	V;PST;SG;NEUT	ADJ;FEM;SG;LGSPEC1	TGT_SLOT_ERROR
смешанное	смешанная	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG	C
блудодействуешь	блудодействуете	V;PRS;2;SG	V;PRS;2;PL	SRC_LEXICAL_ERROR
погасить	погасили	V;NFIN	V;PST;PL	C
молоком	молоке	N;INS;SG	N;ESS;SG	C
претерпеть	претерпели	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
выходим	выходит	V;IMP;1;PL	V;FUT;3;SG	C
блаженным	блаженного	ADJ;INS;NEUT;SG	ADJ;GEN;NEUT;SG	C
имело	имели	V;PST;SG;NEUT	V.CVB	TGT_SLOT_ERROR
выносит	выносите	V;FUT;3;SG	V;FUT;2;PL	C
протяни	протянут	N;ACC;PL	V;FUT;3;PL	C
твердо	твердые	N;ESS;SG	ADJ;ACC;PL	C
пребыло	пребыли	N;ESS;SG	N;NOM;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
укрепить	укрепился	V;NFIN	V;PST;SG;MASC	PARADIGM_ERROR
мои	моя	N;ACC;PL	V.CVB;PRS	C
дать	даем	ADJ;GEN;FEM;SG	V;PRS;1;PL	PARADIGM_ERROR;SRC_SLOT_ERROR
простертого	простертая	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG	C
открыто	открытый	N;ESS;SG	ADJ;ACC;MASC;SG	C
выходим	выходят	V;IMP;1;PL	V;PRS;3;PL	C
молодого	молодые	ADJ;GEN;MASC;SG	ADJ;ACC;PL	C
первого	первом	ADJ;GEN;MASC;SG	N;INS;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
дух	духом	N;NOM;SG	N;INS;SG	C
овладеть	овладели	ADJ;GEN;FEM;SG	V.CVB	SRC_SLOT_ERROR;TGT_SLOT_ERROR
утопать	утопает	ADJ;GEN;FEM;SG	V;PRS;3;SG	C
поразила	поразить	V;PST;SG;FEM	V;NFIN	C
испекли	испекла	V.CVB	ADJ;FEM;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
воздай	воздала	N;ACC;SG	ADJ;FEM;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
заплатили	заплатить	V;PST;PL	V;NFIN	C
смущали	смущен	V;PST;PL	V.PTCP;PASS;PST	PARADIGM_ERROR
садили	садите	V;PST;PL	V;FUT;2;PL	TGT_SLOT_ERROR
смешанного	смешанной	ADJ;GEN;MASC;SG	ADJ;ESS;FEM;SG	C
язвами	язве	N;INS;PL	N;ESS;SG	C
дети	детях	N;ACC;PL	V;2;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
сем	семи	N;ACC;SG	N;ACC;PL	POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
жилища	жилищах	N;GEN;SG	N;ESS;PL	C
искупить	искупи	V;NFIN	V;IMP;2;SG	C
возлюбленные	возлюбленном	ADJ;ACC;PL	N;INS;SG	TGT_SLOT_ERROR
строила	строят	V;PST;SG;FEM	V;PRS;3;PL	C
жилищ	жилищам	N;NOM;SG	N;DAT;PL	C
аспиды	аспид	N;NOM;PL	N;NOM;SG	C
внимали	внимайте	V.CVB	V;IMP;2;PL	C
родят	родных	V;PRS;3;PL	ADJ;ESS;PL	POS_PAIR_ERROR
первые	первого	ADJ;ACC;PL	ADJ;GEN;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
оказывайте	оказывай	V;IMP;2;PL	N;ACC;SG	TGT_SLOT_ERROR
несмысленные	несмысленный	ADJ;ACC;PL	ADJ;ACC;MASC;SG	SRC_LEXICAL_ERROR
умертвить	умертви	V;NFIN	V;IMP;2;SG	C
отходить	отходили	V;NFIN	V;PST;PL	C
виден	видали	V.PTCP;PASS;PST	V;PST;PL	PARADIGM_ERROR
познали	познаем	V.CVB	V;PRS;1;PL	C
познаю	познаете	V;PRS;1;SG	V;PRS;2;PL	C
родился	родит	V;PST;SG;MASC	V;FUT;3;SG	PARADIGM_ERROR
Марка	Марком	N;GEN;SG	N;INS;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
которою	которым	ADJ;INS;FEM;SG	ADJ;INS;MASC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
Боге	Богу	N;ESS;SG	N;DAT;SG	C
звезде	звезда	N;ESS;SG	N;GEN;SG	TGT_SLOT_ERROR
написанные	написанных	ADJ;NOM;PL	ADJ;ESS;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
святой	святого	ADJ;ESS;FEM;SG	ADJ;GEN;MASC;SG	C
Дух	Духе	N;NOM;SG	N;ESS;SG	C
тварь	твари	N;ACC;SG	N;ACC;PL	TGT_SLOT_ERROR
хулили	хулить	V;PST;PL	V;NFIN	C
заколают	заколения	PRN;ACC;3;SG	DET;ACC;PL	SRC_LEXICAL_ERROR;TGT_LEXICAL_ERROR
вес	весах	N;NOM;SG	N;ESS;PL	C
неверных	неверные	ADJ;ESS;PL	ADJ;NOM;PL	C
разбит	разбился	V;FUT;3;SG	V;PST;SG;MASC	PARADIGM_ERROR;SRC_SLOT_ERROR
малым	малое	ADJ;INS;MASC;SG	ADJ;NOM;NEUT;SG	C
обвини	обвинить	V;IMP;2;SG	V;NFIN	C
козлов	козлом	N;GEN;PL	N;INS;SG	C
называйте	называть	V;IMP;2;PL	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
зелени	зеленого	N;NOM;PL	ADJ;GEN;MASC;SG	PARADIGM_ERROR
животного	животные	ADJ;GEN;NEUT;SG	ADJ;NOM;PL	C
отвори	отворили	V;IMP;2;SG	V;PST;PL	C
узнать	узнают	ADJ;GEN;FEM;SG	V;FUT;3;PL	C
Твой	Твоя	N;ACC;SG	V.CVB;PRS	SRC_SLOT_ERROR;TGT_SLOT_ERROR
возвратить	возвратили	V;NFIN	V;PST;PL	C
изливайте	изливать	V;IMP;2;PL	ADJ;GEN;FEM;SG	TGT_SLOT_ERROR
Богом	Богов	N;INS;SG	N;GEN;PL	C
злодействе	злодейством	N;ESS;SG	N;INS;SG	C
плече	плечом	N;ESS;SG	N;INS;SG	C
исполни	исполнила	V;IMP;2;SG	V;PST;SG;FEM	C
фараоном	фараон	N;INS;SG	N;NOM;SG	C
ходили	ходи	V;PST;PL	V;IMP;2;SG	C
иное	ином	ADJ;NOM;NEUT;SG	N;INS;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
богатых	богатым	N;GEN;PL	ADJ;INS;MASC;SG	C
блаженных	блаженным	ADJ;ESS;PL	ADJ;INS;NEUT;SG	C
выходи	выходят	V;IMP;2;SG	V;PRS;3;PL	C
умудрился	умудрить	V;PST;SG;MASC	V;NFIN	PARADIGM_ERROR
неверен	неверным	V.PTCP;PASS;PST	ADJ;INS;NEUT;SG	C
большом	большую	N;INS;SG	ADJ;ACC;FEM;SG	C
благословили	благослови	V;PST;PL	V;IMP;2;SG	C
откормленные	откормленного	ADJ;ACC;PL	ADJ;GEN;MASC;SG	C
замесила	замеси	V;PST;SG;FEM	V;IMP;2;SG	C
освятили	освятить	V;PST;PL	V;NFIN	C
считает	считают	V;PRS;3;SG	V;FUT;3;PL	C
обирать	обирал	ADJ;GEN;FEM;SG	ADJ;MASC;SG;LGSPEC1	SRC_SLOT_ERROR;TGT_SLOT_ERROR
вывезли	вывези	V.CVB	N;ACC;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
рад	ради	N;NOM;SG	N;NOM;PL	POS_PAIR_ERROR;TGT_POS_ERROR
новое	новые	ADJ;NOM;NEUT;SG	ADJ;ACC;PL	C
пьяные	пьяных	ADJ;ACC;PL	N;GEN;PL	C
сатаны	сатаною	N;NOM;PL	ADJ;INS;FEM;SG	TGT_SLOT_ERROR
они	оном	N;NOM;PL	N;INS;SG	POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
палит	палить	V;FUT;3;SG	V;NFIN	C
сердечной	сердечные	ADJ;ESS;FEM;SG	ADJ;ACC;PL	C
переходите	переходи	V;FUT;2;PL	V;IMP;2;SG	C
сходила	сходим	V;PST;SG;FEM	V;IMP;1;PL	C
изменили	изменить	V;PST;PL	V;NFIN	C
святым	святою	ADJ;INS;MASC;SG	ADJ;INS;FEM;SG	C
чужой	чужую	ADJ;ESS;FEM;SG	ADJ;ACC;FEM;SG	C
оказывай	оказывайте	N;ACC;SG	V;IMP;2;PL	C
принятые	приняты	ADJ;ACC;PL	N;NOM;PL	TGT_SLOT_ERROR
сокрытую	сокрытые	ADJ;ACC;FEM;SG	ADJ;ACC;PL	C
святою	святую	ADJ;INS;FEM;SG	ADJ;ACC;FEM;SG	C
смешанные	смешанных	ADJ;ACC;PL	N;GEN;PL	TGT_SLOT_ERROR
устроить	устроила	V;NFIN	V;PST;SG;FEM	C
потаенные	потаенных	ADJ;ACC;PL	N;GEN;PL	TGT_SLOT_ERROR
