behandeln	behandelte	N;DAT;PL	V;SBJV;PST;1;SG
behandeln	behandelten	N;DAT;PL	V;SBJV;PST;3;PL
behandelt	behandeln	V;IND;PRS;2;PL	N;DAT;PL
behandelt	behandelte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG
behandelt	behandelten	V;IND;PRS;2;PL	V;SBJV;PST;3;PL
behandelte	behandeln	V;SBJV;PST;1;SG	N;DAT;PL
behandelte	behandelt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL
behandelte	behandelten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL
behandelten	behandeln	V;SBJV;PST;3;PL	N;DAT;PL
behandelten	behandelt	V;SBJV;PST;3;PL	V;IND;PRS;2;PL
behandelten	behandelte	V;SBJV;PST;3;PL	V;SBJV;PST;1;SG
Beschnittenen	Beschnittener	N;DAT;PL	ADJ;GEN;SG
Beschnittener	Beschnittenen	ADJ;GEN;SG	N;DAT;PL
Heiße	Heißt	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL
Heißt	Heiße	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG
Mamre	Mamres	V;SBJV;PRS;1;SG	ADJ;ACC;SG
Mamres	Mamre	ADJ;ACC;SG	V;SBJV;PRS;1;SG
zeihen	zeiht	N;DAT;PL	V;IND;PRS;2;PL
zeiht	zeihen	V;IND;PRS;2;PL	N;DAT;PL
entrüsten	entrüstet	N;DAT;PL	V;IND;PRS;2;PL
entrüstet	entrüsten	V;IND;PRS;2;PL	N;DAT;PL
Bär	Bären	N;NOM;SG	N;DAT;PL
Bär	Bärte	N;NOM;SG	V;SBJV;PST;1;SG
Bären	Bär	N;DAT;PL	N;NOM;SG
Bären	Bärte	N;DAT;PL	V;SBJV;PST;1;SG
Bärte	Bär	V;SBJV;PST;1;SG	N;NOM;SG
Bärte	Bären	V;SBJV;PST;1;SG	N;DAT;PL
Neid	Neides	N;NOM;SG	ADJ;ACC;SG
Neides	Neid	ADJ;ACC;SG	N;NOM;SG
wisse	wisset	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL
wisse	wissen	V;SBJV;PRS;1;SG	N;DAT;PL
wisse	wissest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG
wisset	wisse	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG
wisset	wissen	V;SBJV;PRS;2;PL	N;DAT;PL
wisset	wissest	V;SBJV;PRS;2;PL	V;SBJV;PRS;2;SG
wissen	wisse	N;DAT;PL	V;SBJV;PRS;1;SG
wissen	wisset	N;DAT;PL	V;SBJV;PRS;2;PL
wissen	wissest	N;DAT;PL	V;SBJV;PRS;2;SG
wissest	wisse	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG
wissest	wisset	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL
wissest	wissen	V;SBJV;PRS;2;SG	N;DAT;PL
zwang	zwangen	N;NOM;SG	N;DAT;PL
zwangen	zwang	N;DAT;PL	N;NOM;SG
ausgeworfen	ausgeworfenen	N;NOM;SG	N;DAT;PL
ausgeworfenen	ausgeworfen	N;DAT;PL	N;NOM;SG
ersterbe	ersterben	V;SBJV;PRS;1;SG	N;DAT;PL
ersterben	ersterbe	N;DAT;PL	V;SBJV;PRS;1;SG
Fittich	Fittiche	N;NOM;SG	V;SBJV;PRS;1;SG
Fittich	Fittichen	N;NOM;SG	N;DAT;PL
Fittiche	Fittich	V;SBJV;PRS;1;SG	N;NOM;SG
Fittiche	Fittichen	V;SBJV;PRS;1;SG	N;DAT;PL
Fittichen	Fittich	N;DAT;PL	N;NOM;SG
Fittichen	Fittiche	N;DAT;PL	V;SBJV;PRS;1;SG
Lassen	Lasset	N;DAT;PL	V;IND;PRS;2;PL
Lasset	Lassen	V;IND;PRS;2;PL	N;DAT;PL
drang	drangen	N;NOM;SG	N;DAT;PL
drangen	drang	N;DAT;PL	N;NOM;SG
antaste	antasten	V;SBJV;PRS;1;SG	N;DAT;PL
antaste	antastet	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL
antasten	antaste	N;DAT;PL	V;SBJV;PRS;1;SG
antasten	antastet	N;DAT;PL	V;SBJV;PRS;2;PL
antastet	antaste	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG
antastet	antasten	V;SBJV;PRS;2;PL	N;DAT;PL
schnitt	schnitten	N;NOM;SG	N;DAT;PL
schnitten	schnitt	N;DAT;PL	N;NOM;SG
hergehen	hergeht	N;DAT;PL	V;IND;PRS;2;PL
hergeht	hergehen	V;IND;PRS;2;PL	N;DAT;PL
steinern	steinerne	N;NOM;SG	V;SBJV;PRS;1;SG
steinern	steinernes	N;NOM;SG	ADJ;ACC;SG
steinern	steinernen	N;NOM;SG	N;DAT;PL
steinerne	steinern	V;SBJV;PRS;1;SG	N;NOM;SG
steinerne	steinernes	V;SBJV;PRS;1;SG	ADJ;ACC;SG
steinerne	steinernen	V;SBJV;PRS;1;SG	N;DAT;PL
steinernes	steinern	ADJ;ACC;SG	N;NOM;SG
steinernes	steinerne	ADJ;ACC;SG	V;SBJV;PRS;1;SG
steinernes	steinernen	ADJ;ACC;SG	N;DAT;PL
steinernen	steinern	N;DAT;PL	N;NOM;SG
steinernen	steinerne	N;DAT;PL	V;SBJV;PRS;1;SG
steinernen	steinernes	N;DAT;PL	ADJ;ACC;SG
Widerspenstigen	Widerspenstiger	N;DAT;PL	ADJ;GEN;SG
Widerspenstiger	Widerspenstigen	ADJ;GEN;SG	N;DAT;PL
sang	sangen	N;NOM;SG	N;DAT;PL
sangen	sang	N;DAT;PL	N;NOM;SG
Gleich	Gleiches	N;NOM;SG	ADJ;ACC;SG
Gleiches	Gleich	ADJ;ACC;SG	N;NOM;SG
lasse	lassen	V;SBJV;PRS;1;SG	N;DAT;PL
lasse	lasset	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL
lasse	lassest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG
lassen	lasse	N;DAT;PL	V;SBJV;PRS;1;SG
lassen	lasset	N;DAT;PL	V;SBJV;PRS;2;PL
lassen	lassest	N;DAT;PL	V;SBJV;PRS;2;SG
lasset	lasse	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG
lasset	lassen	V;SBJV;PRS;2;PL	N;DAT;PL
lasset	lassest	V;SBJV;PRS;2;PL	V;SBJV;PRS;2;SG
lassest	lasse	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG
lassest	lassen	V;SBJV;PRS;2;SG	N;DAT;PL
lassest	lasset	V;SBJV;PRS;2;SG	V;SBJV;PRS;2;PL
einzige	einziger	V;SBJV;PRS;1;SG	ADJ;GEN;SG
einzige	einzigen	V;SBJV;PRS;1;SG	N;DAT;PL
einzige	einziges	V;SBJV;PRS;1;SG	ADJ;ACC;SG
einziger	einzige	ADJ;GEN;SG	V;SBJV;PRS;1;SG
einziger	einzigen	ADJ;GEN;SG	N;DAT;PL
einziger	einziges	ADJ;GEN;SG	ADJ;ACC;SG
einzigen	einzige	N;DAT;PL	V;SBJV;PRS;1;SG
einzigen	einziger	N;DAT;PL	ADJ;GEN;SG
einzigen	einziges	N;DAT;PL	ADJ;ACC;SG
einziges	einzige	ADJ;ACC;SG	V;SBJV;PRS;1;SG
einziges	einziger	ADJ;ACC;SG	ADJ;GEN;SG
einziges	einzigen	ADJ;ACC;SG	N;DAT;PL
danke	dankt	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL
danke	dankte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG
danke	dankten	V;SBJV;PRS;1;SG	V;SBJV;PST;3;PL
danke	danken	V;SBJV;PRS;1;SG	N;DAT;PL
danke	danket	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL
dankt	danke	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG
dankt	dankte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG
dankt	dankten	V;IND;PRS;2;PL	V;SBJV;PST;3;PL
dankt	danken	V;IND;PRS;2;PL	N;DAT;PL
dankt	danket	V;IND;PRS;2;PL	V;SBJV;PRS;2;PL
dankte	danke	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG
dankte	dankt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL
dankte	dankten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL
dankte	danken	V;SBJV;PST;1;SG	N;DAT;PL
dankte	danket	V;SBJV;PST;1;SG	V;SBJV;PRS;2;PL
dankten	danke	V;SBJV;PST;3;PL	V;SBJV;PRS;1;SG
dankten	dankt	V;SBJV;PST;3;PL	V;IND;PRS;2;PL
dankten	dankte	V;SBJV;PST;3;PL	V;SBJV;PST;1;SG
dankten	danken	V;SBJV;PST;3;PL	N;DAT;PL
dankten	danket	V;SBJV;PST;3;PL	V;SBJV;PRS;2;PL
danken	danke	N;DAT;PL	V;SBJV;PRS;1;SG
danken	dankt	N;DAT;PL	V;IND;PRS;2;PL
danken	dankte	N;DAT;PL	V;SBJV;PST;1;SG
danken	dankten	N;DAT;PL	V;SBJV;PST;3;PL
danken	danket	N;DAT;PL	V;SBJV;PRS;2;PL
danket	danke	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG
danket	dankt	V;SBJV;PRS;2;PL	V;IND;PRS;2;PL
danket	dankte	V;SBJV;PRS;2;PL	V;SBJV;PST;1;SG
danket	dankten	V;SBJV;PRS;2;PL	V;SBJV;PST;3;PL
danket	danken	V;SBJV;PRS;2;PL	N;DAT;PL
ausjäten	ausjätet	N;DAT;PL	V;IND;PRS;2;PL
ausjätet	ausjäten	V;IND;PRS;2;PL	N;DAT;PL
Staub	Staube	N;NOM;SG	V;SBJV;PRS;1;SG
Staube	Staub	V;SBJV;PRS;1;SG	N;NOM;SG
Glas	Glase	N;NOM;SG	V;SBJV;PRS;1;SG
Glase	Glas	V;SBJV;PRS;1;SG	N;NOM;SG
einführen	einführt	N;DAT;PL	V;IND;PRS;2;PL
einführen	einführte	N;DAT;PL	V;SBJV;PST;1;SG
einführt	einführen	V;IND;PRS;2;PL	N;DAT;PL
einführt	einführte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG
einführte	einführen	V;SBJV;PST;1;SG	N;DAT;PL
einführte	einführt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL
gottselig	gottselige	N;NOM;SG	V;SBJV;PRS;1;SG
gottselig	gottseligen	N;NOM;SG	N;DAT;PL
gottselig	gottseligem	N;NOM;SG	ADJ;DAT;SG
gottselige	gottselig	V;SBJV;PRS;1;SG	N;NOM;SG
gottselige	gottseligen	V;SBJV;PRS;1;SG	N;DAT;PL
gottselige	gottseligem	V;SBJV;PRS;1;SG	ADJ;DAT;SG
gottseligen	gottselig	N;DAT;PL	N;NOM;SG
gottseligen	gottselige	N;DAT;PL	V;SBJV;PRS;1;SG
gottseligen	gottseligem	N;DAT;PL	ADJ;DAT;SG
gottseligem	gottselig	ADJ;DAT;SG	N;NOM;SG
gottseligem	gottselige	ADJ;DAT;SG	V;SBJV;PRS;1;SG
gottseligem	gottseligen	ADJ;DAT;SG	N;DAT;PL
ihr	ihre	N;NOM;SG	V;SBJV;PRS;1;SG
ihr	ihrer	N;NOM;SG	ADJ;GEN;SG
ihr	ihrem	N;NOM;SG	ADJ;DAT;SG
ihr	ihres	N;NOM;SG	ADJ;ACC;SG
ihr	ihren	N;NOM;SG	N;DAT;PL
ihr	ihrs	N;NOM;SG	N;SG;COMPOUND
ihre	ihr	V;SBJV;PRS;1;SG	N;NOM;SG
ihre	ihrer	V;SBJV;PRS;1;SG	ADJ;GEN;SG
ihre	ihrem	V;SBJV;PRS;1;SG	ADJ;DAT;SG
ihre	ihres	V;SBJV;PRS;1;SG	ADJ;ACC;SG
ihre	ihren	V;SBJV;PRS;1;SG	N;DAT;PL
ihre	ihrs	V;SBJV;PRS;1;SG	N;SG;COMPOUND
ihrer	ihr	ADJ;GEN;SG	N;NOM;SG
ihrer	ihre	ADJ;GEN;SG	V;SBJV;PRS;1;SG
ihrer	ihrem	ADJ;GEN;SG	ADJ;DAT;SG
ihrer	ihres	ADJ;GEN;SG	ADJ;ACC;SG
ihrer	ihren	ADJ;GEN;SG	N;DAT;PL
ihrer	ihrs	ADJ;GEN;SG	N;SG;COMPOUND
ihrem	ihr	ADJ;DAT;SG	N;NOM;SG
ihrem	ihre	ADJ;DAT;SG	V;SBJV;PRS;1;SG
ihrem	ihrer	ADJ;DAT;SG	ADJ;GEN;SG
ihrem	ihres	ADJ;DAT;SG	ADJ;ACC;SG
ihrem	ihren	ADJ;DAT;SG	N;DAT;PL
ihrem	ihrs	ADJ;DAT;SG	N;SG;COMPOUND
ihres	ihr	ADJ;ACC;SG	N;NOM;SG
ihres	ihre	ADJ;ACC;SG	V;SBJV;PRS;1;SG
ihres	ihrer	ADJ;ACC;SG	ADJ;GEN;SG
ihres	ihrem	ADJ;ACC;SG	ADJ;DAT;SG
ihres	ihren	ADJ;ACC;SG	N;DAT;PL
ihres	ihrs	ADJ;ACC;SG	N;SG;COMPOUND
ihren	ihr	N;DAT;PL	N;NOM;SG
ihren	ihre	N;DAT;PL	V;SBJV;PRS;1;SG
ihren	ihrer	N;DAT;PL	ADJ;GEN;SG
ihren	ihrem	N;DAT;PL	ADJ;DAT;SG
ihren	ihres	N;DAT;PL	ADJ;ACC;SG
ihren	ihrs	N;DAT;PL	N;SG;COMPOUND
ihrs	ihr	N;SG;COMPOUND	N;NOM;SG
ihrs	ihre	N;SG;COMPOUND	V;SBJV;PRS;1;SG
ihrs	ihrer	N;SG;COMPOUND	ADJ;GEN;SG
ihrs	ihrem	N;SG;COMPOUND	ADJ;DAT;SG
ihrs	ihres	N;SG;COMPOUND	ADJ;ACC;SG
ihrs	ihren	N;SG;COMPOUND	N;DAT;PL
Ruhm	Ruhmes	N;NOM;SG	ADJ;ACC;SG
Ruhm	Ruhms	N;NOM;SG	N;SG;COMPOUND
Ruhmes	Ruhm	ADJ;ACC;SG	N;NOM;SG
Ruhmes	Ruhms	ADJ;ACC;SG	N;SG;COMPOUND
Ruhms	Ruhm	N;SG;COMPOUND	N;NOM;SG
Ruhms	Ruhmes	N;SG;COMPOUND	ADJ;ACC;SG
mische	mischest	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG
mischest	mische	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG
mustert	musterte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG
musterte	mustert	V;SBJV;PST;1;SG	V;IND;PRS;2;PL
Löse	Löser	V;SBJV;PRS;1;SG	ADJ;GEN;SG
Löse	Löset	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL
Löser	Löse	ADJ;GEN;SG	V;SBJV;PRS;1;SG
Löser	Löset	ADJ;GEN;SG	V;SBJV;PRS;2;PL
Löset	Löse	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG
Löset	Löser	V;SBJV;PRS;2;PL	ADJ;GEN;SG
schwelle	schwellen	V;SBJV;PRS;1;SG	N;DAT;PL
schwellen	schwelle	N;DAT;PL	V;SBJV;PRS;1;SG
Strick	Stricke	N;NOM;SG	V;SBJV;PRS;1;SG
Strick	Stricken	N;NOM;SG	N;DAT;PL
Stricke	Strick	V;SBJV;PRS;1;SG	N;NOM;SG
Stricke	Stricken	V;SBJV;PRS;1;SG	N;DAT;PL
Stricken	Strick	N;DAT;PL	N;NOM;SG
Stricken	Stricke	N;DAT;PL	V;SBJV;PRS;1;SG
bekommen	bekommt	N;DAT;PL	V;IND;PRS;2;PL
bekommt	bekommen	V;IND;PRS;2;PL	N;DAT;PL
verwandeln	verwandelt	N;DAT;PL	V;IND;PRS;2;PL
verwandeln	verwandelte	N;DAT;PL	V;SBJV;PST;1;SG
verwandeln	verwandelten	N;DAT;PL	V;SBJV;PST;3;PL
verwandelt	verwandeln	V;IND;PRS;2;PL	N;DAT;PL
verwandelt	verwandelte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG
verwandelt	verwandelten	V;IND;PRS;2;PL	V;SBJV;PST;3;PL
verwandelte	verwandeln	V;SBJV;PST;1;SG	N;DAT;PL
verwandelte	verwandelt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL
verwandelte	verwandelten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL
verwandelten	verwandeln	V;SBJV;PST;3;PL	N;DAT;PL
verwandelten	verwandelt	V;SBJV;PST;3;PL	V;IND;PRS;2;PL
verwandelten	verwandelte	V;SBJV;PST;3;PL	V;SBJV;PST;1;SG
griff	griffe	N;NOM;SG	V;SBJV;PRS;1;SG
griff	griffen	N;NOM;SG	N;DAT;PL
griffe	griff	V;SBJV;PRS;1;SG	N;NOM;SG
griffe	griffen	V;SBJV;PRS;1;SG	N;DAT;PL
griffen	griff	N;DAT;PL	N;NOM;SG
griffen	griffe	N;DAT;PL	V;SBJV;PRS;1;SG
hieb	hieben	N;NOM;SG	N;DAT;PL
hieben	hieb	N;DAT;PL	N;NOM;SG
versündige	versündigt	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL
versündige	versündigte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG
versündige	versündigten	V;SBJV;PRS;1;SG	V;SBJV;PST;3;PL
versündige	versündigen	V;SBJV;PRS;1;SG	N;DAT;PL
versündigt	versündige	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG
versündigt	versündigte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG
versündigt	versündigten	V;IND;PRS;2;PL	V;SBJV;PST;3;PL
versündigt	versündigen	V;IND;PRS;2;PL	N;DAT;PL
versündigte	versündige	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG
versündigte	versündigt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL
versündigte	versündigten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL
versündigte	versündigen	V;SBJV;PST;1;SG	N;DAT;PL
versündigten	versündige	V;SBJV;PST;3;PL	V;SBJV;PRS;1;SG
versündigten	versündigt	V;SBJV;PST;3;PL	V;IND;PRS;2;PL
versündigten	versündigte	V;SBJV;PST;3;PL	V;SBJV;PST;1;SG
versündigten	versündigen	V;SBJV;PST;3;PL	N;DAT;PL
versündigen	versündige	N;DAT;PL	V;SBJV;PRS;1;SG
versündigen	versündigt	N;DAT;PL	V;IND;PRS;2;PL
versündigen	versündigte	N;DAT;PL	V;SBJV;PST;1;SG
versündigen	versündigten	N;DAT;PL	V;SBJV;PST;3;PL
Pfennig	Pfennige	N;NOM;SG	V;SBJV;PRS;1;SG
Pfennige	Pfennig	V;SBJV;PRS;1;SG	N;NOM;SG
Häupten	Häupter	N;DAT;PL	ADJ;GEN;SG
Häupter	Häupten	ADJ;GEN;SG	N;DAT;PL
zerbrich	zerbricht	N;NOM;SG	V;IND;PRS;2;PL
zerbrich	zerbrichst	N;NOM;SG	V;IND;PRS;2;SG
zerbricht	zerbrich	V;IND;PRS;2;PL	N;NOM;SG
zerbricht	zerbrichst	V;IND;PRS;2;PL	V;IND;PRS;2;SG
zerbrichst	zerbrich	V;IND;PRS;2;SG	N;NOM;SG
zerbrichst	zerbricht	V;IND;PRS;2;SG	V;IND;PRS;2;PL
hineinkam	hineinkamen	N;NOM;SG	N;DAT;PL
hineinkam	hineinkamt	N;NOM;SG	V;IND;PRS;2;PL
hineinkamen	hineinkam	N;DAT;PL	N;NOM;SG
hineinkamen	hineinkamt	N;DAT;PL	V;IND;PRS;2;PL
hineinkamt	hineinkam	V;IND;PRS;2;PL	N;NOM;SG
hineinkamt	hineinkamen	V;IND;PRS;2;PL	N;DAT;PL
Tob	Toben	N;NOM;SG	N;DAT;PL
Toben	Tob	N;DAT;PL	N;NOM;SG
geselle	gesellt	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL
geselle	gesellte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG
geselle	gesellten	V;SBJV;PRS;1;SG	V;SBJV;PST;3;PL
gesellt	geselle	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG
gesellt	gesellte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG
gesellt	gesellten	V;IND;PRS;2;PL	V;SBJV;PST;3;PL
gesellte	geselle	V;SBJV;PST;1;SG	V;SBJV;PRS;1;SG
gesellte	gesellt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL
gesellte	gesellten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL
gesellten	geselle	V;SBJV;PST;3;PL	V;SBJV;PRS;1;SG
gesellten	gesellt	V;SBJV;PST;3;PL	V;IND;PRS;2;PL
gesellten	gesellte	V;SBJV;PST;3;PL	V;SBJV;PST;1;SG
Ezem	Ezer	ADJ;DAT;SG	ADJ;GEN;SG
Ezer	Ezem	ADJ;GEN;SG	ADJ;DAT;SG
Ziege	Ziegen	V;SBJV;PRS;1;SG	N;DAT;PL
Ziegen	Ziege	N;DAT;PL	V;SBJV;PRS;1;SG
Witwe	Witwen	V;SBJV;PRS;1;SG	N;DAT;PL
Witwen	Witwe	N;DAT;PL	V;SBJV;PRS;1;SG
verklagen	verklagt	N;DAT;PL	V;IND;PRS;2;PL
verklagen	verklagte	N;DAT;PL	V;SBJV;PST;1;SG
verklagen	verklagten	N;DAT;PL	V;SBJV;PST;3;PL
verklagt	verklagen	V;IND;PRS;2;PL	N;DAT;PL
verklagt	verklagte	V;IND;PRS;2;PL	V;SBJV;PST;1;SG
verklagt	verklagten	V;IND;PRS;2;PL	V;SBJV;PST;3;PL
verklagte	verklagen	V;SBJV;PST;1;SG	N;DAT;PL
verklagte	verklagt	V;SBJV;PST;1;SG	V;IND;PRS;2;PL
verklagte	verklagten	V;SBJV;PST;1;SG	V;SBJV;PST;3;PL
verklagten	verklagen	V;SBJV;PST;3;PL	N;DAT;PL
verklagten	verklagt	V;SBJV;PST;3;PL	V;IND;PRS;2;PL
verklagten	verklagte	V;SBJV;PST;3;PL	V;SBJV;PST;1;SG
verschmachte	verschmachtet	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;PL
verschmachte	verschmachten	V;SBJV;PRS;1;SG	N;DAT;PL
verschmachtet	verschmachte	V;SBJV;PRS;2;PL	V;SBJV;PRS;1;SG
verschmachtet	verschmachten	V;SBJV;PRS;2;PL	N;DAT;PL
verschmachten	verschmachte	N;DAT;PL	V;SBJV;PRS;1;SG
verschmachten	verschmachtet	N;DAT;PL	V;SBJV;PRS;2;PL
dürr	dürre	N;NOM;SG	V;SBJV;PRS;1;SG
dürr	dürren	N;NOM;SG	N;DAT;PL
dürr	dürrem	N;NOM;SG	ADJ;DAT;SG
dürr	dürrer	N;NOM;SG	ADJ;GEN;SG
dürr	dürres	N;NOM;SG	ADJ;ACC;SG
dürre	dürr	V;SBJV;PRS;1;SG	N;NOM;SG
dürre	dürren	V;SBJV;PRS;1;SG	N;DAT;PL
dürre	dürrem	V;SBJV;PRS;1;SG	ADJ;DAT;SG
dürre	dürrer	V;SBJV;PRS;1;SG	ADJ;GEN;SG
dürre	dürres	V;SBJV;PRS;1;SG	ADJ;ACC;SG
dürren	dürr	N;DAT;PL	N;NOM;SG
dürren	dürre	N;DAT;PL	V;SBJV;PRS;1;SG
dürren	dürrem	N;DAT;PL	ADJ;DAT;SG
dürren	dürrer	N;DAT;PL	ADJ;GEN;SG
dürren	dürres	N;DAT;PL	ADJ;ACC;SG
dürrem	dürr	ADJ;DAT;SG	N;NOM;SG
dürrem	dürre	ADJ;DAT;SG	V;SBJV;PRS;1;SG
dürrem	dürren	ADJ;DAT;SG	N;DAT;PL
dürrem	dürrer	ADJ;DAT;SG	ADJ;GEN;SG
dürrem	dürres	ADJ;DAT;SG	ADJ;ACC;SG
dürrer	dürr	ADJ;GEN;SG	N;NOM;SG
dürrer	dürre	ADJ;GEN;SG	V;SBJV;PRS;1;SG
dürrer	dürren	ADJ;GEN;SG	N;DAT;PL
dürrer	dürrem	ADJ;GEN;SG	ADJ;DAT;SG
dürrer	dürres	ADJ;GEN;SG	ADJ;ACC;SG
dürres	dürr	ADJ;ACC;SG	N;NOM;SG
dürres	dürre	ADJ;ACC;SG	V;SBJV;PRS;1;SG
dürres	dürren	ADJ;ACC;SG	N;DAT;PL
dürres	dürrem	ADJ;ACC;SG	ADJ;DAT;SG
dürres	dürrer	ADJ;ACC;SG	ADJ;GEN;SG
erstieg	erstiegen	N;NOM;SG	N;DAT;PL
erstiegen	erstieg	N;DAT;PL	N;NOM;SG
geheiligt	geheiligtes	N;NOM;SG	ADJ;ACC;SG
geheiligt	geheiligten	N;NOM;SG	N;DAT;PL
geheiligtes	geheiligt	ADJ;ACC;SG	N;NOM;SG
geheiligtes	geheiligten	ADJ;ACC;SG	N;DAT;PL
geheiligten	geheiligt	N;DAT;PL	N;NOM;SG
geheiligten	geheiligtes	N;DAT;PL	ADJ;ACC;SG
kahl	kahle	N;NOM;SG	V;SBJV;PRS;1;SG
kahl	kahlen	N;NOM;SG	N;DAT;PL
kahle	kahl	V;SBJV;PRS;1;SG	N;NOM;SG
kahle	kahlen	V;SBJV;PRS;1;SG	N;DAT;PL
kahlen	kahl	N;DAT;PL	N;NOM;SG
kahlen	kahle	N;DAT;PL	V;SBJV;PRS;1;SG
Schmied	Schmiede	N;NOM;SG	V;SBJV;PRS;1;SG
Schmied	Schmieden	N;NOM;SG	N;DAT;PL
Schmiede	Schmied	V;SBJV;PRS;1;SG	N;NOM;SG
Schmiede	Schmieden	V;SBJV;PRS;1;SG	N;DAT;PL
Schmieden	Schmied	N;DAT;PL	N;NOM;SG
Schmieden	Schmiede	N;DAT;PL	V;SBJV;PRS;1;SG
weigere	weigert	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL
weigere	weigerte	V;SBJV;PRS;1;SG	V;SBJV;PST;1;SG
