krefja	krefst	PRN;INDF;ACC;PL	V;IND;PRS;1;SG
hafðu	hafinn	V.PTCP;PST;DAT;PL	ADJ;NOM;SG
hafðu	hafir	V.PTCP;PST;DAT;PL	V;SBJV;PRS;2;SG
hafðu	hafið	V.PTCP;PST;DAT;PL	V;IND;PRS;2;PL
hafðu	hafði	V.PTCP;PST;DAT;PL	V;SBJV;PST;1;SG
hafðu	haft	V.PTCP;PST;DAT;PL	V.PTCP;PST;ACC;SG
hafðu	hafa	V.PTCP;PST;DAT;PL	V;NFIN
hafði	haf	V;SBJV;PST;1;SG	V;IMP;2;SG
hafði	hafna	V;SBJV;PST;1;SG	V.PTCP;PST;GEN;SG
hafði	hafi	V;SBJV;PST;1;SG	V;SBJV;PRS;3;PL
hafði	hafin	V;SBJV;PST;1;SG	ADJ;ACC;PL
hafði	hafinn	V;SBJV;PST;1;SG	ADJ;NOM;SG
hafði	hafir	V;SBJV;PST;1;SG	V;SBJV;PRS;2;SG
hafði	hafið	V;SBJV;PST;1;SG	V;IND;PRS;2;PL
hafði	hafðu	V;SBJV;PST;1;SG	V.PTCP;PST;DAT;PL
hafði	haft	V;SBJV;PST;1;SG	V.PTCP;PST;ACC;SG
hafði	hafa	V;SBJV;PST;1;SG	V;NFIN
haft	haf	V.PTCP;PST;ACC;SG	V;IMP;2;SG
haft	hafna	V.PTCP;PST;ACC;SG	V.PTCP;PST;GEN;SG
haft	hafi	V.PTCP;PST;ACC;SG	V;SBJV;PRS;3;PL
haft	hafin	V.PTCP;PST;ACC;SG	ADJ;ACC;PL
haft	hafinn	V.PTCP;PST;ACC;SG	ADJ;NOM;SG
haft	hafir	V.PTCP;PST;ACC;SG	V;SBJV;PRS;2;SG
haft	hafið	V.PTCP;PST;ACC;SG	V;IND;PRS;2;PL
haft	hafðu	V.PTCP;PST;ACC;SG	V.PTCP;PST;DAT;PL
haft	hafði	V.PTCP;PST;ACC;SG	V;SBJV;PST;1;SG
haft	hafa	V.PTCP;PST;ACC;SG	V;NFIN
hafa	haf	V;NFIN	V;IMP;2;SG
hafa	hafna	V;NFIN	V.PTCP;PST;GEN;SG
hafa	hafi	V;NFIN	V;SBJV;PRS;3;PL
hafa	hafin	V;NFIN	ADJ;ACC;PL
hafa	hafinn	V;NFIN	ADJ;NOM;SG
hafa	hafir	V;NFIN	V;SBJV;PRS;2;SG
hafa	hafið	V;NFIN	V;IND;PRS;2;PL
hafa	hafðu	V;NFIN	V.PTCP;PST;DAT;PL
hafa	hafði	V;NFIN	V;SBJV;PST;1;SG
hafa	haft	V;NFIN	V.PTCP;PST;ACC;SG
auk	auka	V;IMP;2;SG	V;NFIN
auk	aukast	V;IMP;2;SG	V;IND;PRS;3;PL
auk	auki	V;IMP;2;SG	V;SBJV;PRS;3;PL
auk	aukist	V;IMP;2;SG	V;SBJV;PRS;1;SG
auk	aukið	V;IMP;2;SG	V;IND;PRS;2;PL
auka	auk	V;NFIN	V;IMP;2;SG
auka	aukast	V;NFIN	V;IND;PRS;3;PL
auka	auki	V;NFIN	V;SBJV;PRS;3;PL
auka	aukist	V;NFIN	V;SBJV;PRS;1;SG
auka	aukið	V;NFIN	V;IND;PRS;2;PL
aukast	auk	V;IND;PRS;3;PL	V;IMP;2;SG
aukast	auka	V;IND;PRS;3;PL	V;NFIN
aukast	auki	V;IND;PRS;3;PL	V;SBJV;PRS;3;PL
aukast	aukist	V;IND;PRS;3;PL	V;SBJV;PRS;1;SG
aukast	aukið	V;IND;PRS;3;PL	V;IND;PRS;2;PL
auki	auk	V;SBJV;PRS;3;PL	V;IMP;2;SG
auki	auka	V;SBJV;PRS;3;PL	V;NFIN
auki	aukast	V;SBJV;PRS;3;PL	V;IND;PRS;3;PL
auki	aukist	V;SBJV;PRS;3;PL	V;SBJV;PRS;1;SG
auki	aukið	V;SBJV;PRS;3;PL	V;IND;PRS;2;PL
aukist	auk	V;SBJV;PRS;1;SG	V;IMP;2;SG
aukist	auka	V;SBJV;PRS;1;SG	V;NFIN
aukist	aukast	V;SBJV;PRS;1;SG	V;IND;PRS;3;PL
aukist	auki	V;SBJV;PRS;1;SG	V;SBJV;PRS;3;PL
aukist	aukið	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL
aukið	auk	V;IND;PRS;2;PL	V;IMP;2;SG
aukið	auka	V;IND;PRS;2;PL	V;NFIN
aukið	aukast	V;IND;PRS;2;PL	V;IND;PRS;3;PL
aukið	auki	V;IND;PRS;2;PL	V;SBJV;PRS;3;PL
aukið	aukist	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG
skelfa	skelfast	V;NFIN	V;IND;PRS;3;PL
skelfa	skelfist	V;NFIN	V;SBJV;PRS;1;SG
skelfast	skelfa	V;IND;PRS;3;PL	V;NFIN
skelfast	skelfist	V;IND;PRS;3;PL	V;SBJV;PRS;1;SG
skelfist	skelfa	V;SBJV;PRS;1;SG	V;NFIN
skelfist	skelfast	V;SBJV;PRS;1;SG	V;IND;PRS;3;PL
legg	leggja	V;IMP;2;SG	PRN;INDF;ACC;PL
legg	leggi	V;IMP;2;SG	V;SBJV;PRS;3;PL
legg	leggið	V;IMP;2;SG	V;IND;PRS;2;PL
legg	leggir	V;IMP;2;SG	V;SBJV;PRS;2;SG
legg	leggst	V;IMP;2;SG	V;IND;PRS;1;SG
legg	leggur	V;IMP;2;SG	V;IND;PRS;2;SG
leggja	legg	PRN;INDF;ACC;PL	V;IMP;2;SG
leggja	leggi	PRN;INDF;ACC;PL	V;SBJV;PRS;3;PL
leggja	leggið	PRN;INDF;ACC;PL	V;IND;PRS;2;PL
leggja	leggir	PRN;INDF;ACC;PL	V;SBJV;PRS;2;SG
leggja	leggst	PRN;INDF;ACC;PL	V;IND;PRS;1;SG
leggja	leggur	PRN;INDF;ACC;PL	V;IND;PRS;2;SG
leggi	legg	V;SBJV;PRS;3;PL	V;IMP;2;SG
leggi	leggja	V;SBJV;PRS;3;PL	PRN;INDF;ACC;PL
leggi	leggið	V;SBJV;PRS;3;PL	V;IND;PRS;2;PL
leggi	leggir	V;SBJV;PRS;3;PL	V;SBJV;PRS;2;SG
leggi	leggst	V;SBJV;PRS;3;PL	V;IND;PRS;1;SG
leggi	leggur	V;SBJV;PRS;3;PL	V;IND;PRS;2;SG
leggið	legg	V;IND;PRS;2;PL	V;IMP;2;SG
leggið	leggja	V;IND;PRS;2;PL	PRN;INDF;ACC;PL
leggið	leggi	V;IND;PRS;2;PL	V;SBJV;PRS;3;PL
leggið	leggir	V;IND;PRS;2;PL	V;SBJV;PRS;2;SG
leggið	leggst	V;IND;PRS;2;PL	V;IND;PRS;1;SG
leggið	leggur	V;IND;PRS;2;PL	V;IND;PRS;2;SG
leggir	legg	V;SBJV;PRS;2;SG	V;IMP;2;SG
leggir	leggja	V;SBJV;PRS;2;SG	PRN;INDF;ACC;PL
leggir	leggi	V;SBJV;PRS;2;SG	V;SBJV;PRS;3;PL
leggir	leggið	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL
leggir	leggst	V;SBJV;PRS;2;SG	V;IND;PRS;1;SG
leggir	leggur	V;SBJV;PRS;2;SG	V;IND;PRS;2;SG
leggst	legg	V;IND;PRS;1;SG	V;IMP;2;SG
leggst	leggja	V;IND;PRS;1;SG	PRN;INDF;ACC;PL
leggst	leggi	V;IND;PRS;1;SG	V;SBJV;PRS;3;PL
leggst	leggið	V;IND;PRS;1;SG	V;IND;PRS;2;PL
leggst	leggir	V;IND;PRS;1;SG	V;SBJV;PRS;2;SG
leggst	leggur	V;IND;PRS;1;SG	V;IND;PRS;2;SG
leggur	legg	V;IND;PRS;2;SG	V;IMP;2;SG
leggur	leggja	V;IND;PRS;2;SG	PRN;INDF;ACC;PL
leggur	leggi	V;IND;PRS;2;SG	V;SBJV;PRS;3;PL
leggur	leggið	V;IND;PRS;2;SG	V;IND;PRS;2;PL
leggur	leggir	V;IND;PRS;2;SG	V;SBJV;PRS;2;SG
leggur	leggst	V;IND;PRS;2;SG	V;IND;PRS;1;SG
vex	vexti	V;IMP;2;SG	V;IND;PST;3;SG
vexti	vex	V;IND;PST;3;SG	V;IMP;2;SG
dæma	dæmi	V;NFIN	V;SBJV;PRS;3;PL
dæma	dæmist	V;NFIN	V;SBJV;PRS;1;SG
dæma	dæmir	V;NFIN	V;SBJV;PRS;2;SG
dæma	dæmið	V;NFIN	V;IND;PRS;2;PL
dæma	dæmast	V;NFIN	V;IND;PRS;3;PL
dæma	dæmt	V;NFIN	V.PTCP;PST;ACC;SG
dæmi	dæma	V;SBJV;PRS;3;PL	V;NFIN
dæmi	dæmist	V;SBJV;PRS;3;PL	V;SBJV;PRS;1;SG
dæmi	dæmir	V;SBJV;PRS;3;PL	V;SBJV;PRS;2;SG
dæmi	dæmið	V;SBJV;PRS;3;PL	V;IND;PRS;2;PL
dæmi	dæmast	V;SBJV;PRS;3;PL	V;IND;PRS;3;PL
dæmi	dæmt	V;SBJV;PRS;3;PL	V.PTCP;PST;ACC;SG
dæmist	dæma	V;SBJV;PRS;1;SG	V;NFIN
dæmist	dæmi	V;SBJV;PRS;1;SG	V;SBJV;PRS;3;PL
dæmist	dæmir	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG
dæmist	dæmið	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL
dæmist	dæmast	V;SBJV;PRS;1;SG	V;IND;PRS;3;PL
dæmist	dæmt	V;SBJV;PRS;1;SG	V.PTCP;PST;ACC;SG
dæmir	dæma	V;SBJV;PRS;2;SG	V;NFIN
dæmir	dæmi	V;SBJV;PRS;2;SG	V;SBJV;PRS;3;PL
dæmir	dæmist	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG
dæmir	dæmið	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL
dæmir	dæmast	V;SBJV;PRS;2;SG	V;IND;PRS;3;PL
dæmir	dæmt	V;SBJV;PRS;2;SG	V.PTCP;PST;ACC;SG
dæmið	dæma	V;IND;PRS;2;PL	V;NFIN
dæmið	dæmi	V;IND;PRS;2;PL	V;SBJV;PRS;3;PL
dæmið	dæmist	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG
dæmið	dæmir	V;IND;PRS;2;PL	V;SBJV;PRS;2;SG
dæmið	dæmast	V;IND;PRS;2;PL	V;IND;PRS;3;PL
dæmið	dæmt	V;IND;PRS;2;PL	V.PTCP;PST;ACC;SG
dæmast	dæma	V;IND;PRS;3;PL	V;NFIN
dæmast	dæmi	V;IND;PRS;3;PL	V;SBJV;PRS;3;PL
dæmast	dæmist	V;IND;PRS;3;PL	V;SBJV;PRS;1;SG
dæmast	dæmir	V;IND;PRS;3;PL	V;SBJV;PRS;2;SG
dæmast	dæmið	V;IND;PRS;3;PL	V;IND;PRS;2;PL
dæmast	dæmt	V;IND;PRS;3;PL	V.PTCP;PST;ACC;SG
dæmt	dæma	V.PTCP;PST;ACC;SG	V;NFIN
dæmt	dæmi	V.PTCP;PST;ACC;SG	V;SBJV;PRS;3;PL
dæmt	dæmist	V.PTCP;PST;ACC;SG	V;SBJV;PRS;1;SG
dæmt	dæmir	V.PTCP;PST;ACC;SG	V;SBJV;PRS;2;SG
dæmt	dæmið	V.PTCP;PST;ACC;SG	V;IND;PRS;2;PL
dæmt	dæmast	V.PTCP;PST;ACC;SG	V;IND;PRS;3;PL
fá	fást	V;IMP;2;SG	V;IND;PRS;1;SG
fá	fái	V;IMP;2;SG	V;SBJV;PRS;3;PL
fá	fáist	V;IMP;2;SG	V;SBJV;PRS;1;SG
fá	fáir	V;IMP;2;SG	V;SBJV;PRS;2;SG
fá	fáið	V;IMP;2;SG	V;IND;PRS;2;PL
fá	fáa	V;IMP;2;SG	V;NFIN
fá	fát	V;IMP;2;SG	V.PTCP;PST;ACC;SG
fá	fáum	V;IMP;2;SG	V;SBJV;PRS;1;PL
fást	fá	V;IND;PRS;1;SG	V;IMP;2;SG
fást	fái	V;IND;PRS;1;SG	V;SBJV;PRS;3;PL
fást	fáist	V;IND;PRS;1;SG	V;SBJV;PRS;1;SG
fást	fáir	V;IND;PRS;1;SG	V;SBJV;PRS;2;SG
fást	fáið	V;IND;PRS;1;SG	V;IND;PRS;2;PL
fást	fáa	V;IND;PRS;1;SG	V;NFIN
fást	fát	V;IND;PRS;1;SG	V.PTCP;PST;ACC;SG
fást	fáum	V;IND;PRS;1;SG	V;SBJV;PRS;1;PL
fái	fá	V;SBJV;PRS;3;PL	V;IMP;2;SG
fái	fást	V;SBJV;PRS;3;PL	V;IND;PRS;1;SG
fái	fáist	V;SBJV;PRS;3;PL	V;SBJV;PRS;1;SG
fái	fáir	V;SBJV;PRS;3;PL	V;SBJV;PRS;2;SG
fái	fáið	V;SBJV;PRS;3;PL	V;IND;PRS;2;PL
fái	fáa	V;SBJV;PRS;3;PL	V;NFIN
fái	fát	V;SBJV;PRS;3;PL	V.PTCP;PST;ACC;SG
fái	fáum	V;SBJV;PRS;3;PL	V;SBJV;PRS;1;PL
fáist	fá	V;SBJV;PRS;1;SG	V;IMP;2;SG
fáist	fást	V;SBJV;PRS;1;SG	V;IND;PRS;1;SG
fáist	fái	V;SBJV;PRS;1;SG	V;SBJV;PRS;3;PL
fáist	fáir	V;SBJV;PRS;1;SG	V;SBJV;PRS;2;SG
fáist	fáið	V;SBJV;PRS;1;SG	V;IND;PRS;2;PL
fáist	fáa	V;SBJV;PRS;1;SG	V;NFIN
fáist	fát	V;SBJV;PRS;1;SG	V.PTCP;PST;ACC;SG
fáist	fáum	V;SBJV;PRS;1;SG	V;SBJV;PRS;1;PL
fáir	fá	V;SBJV;PRS;2;SG	V;IMP;2;SG
fáir	fást	V;SBJV;PRS;2;SG	V;IND;PRS;1;SG
fáir	fái	V;SBJV;PRS;2;SG	V;SBJV;PRS;3;PL
fáir	fáist	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;SG
fáir	fáið	V;SBJV;PRS;2;SG	V;IND;PRS;2;PL
fáir	fáa	V;SBJV;PRS;2;SG	V;NFIN
fáir	fát	V;SBJV;PRS;2;SG	V.PTCP;PST;ACC;SG
fáir	fáum	V;SBJV;PRS;2;SG	V;SBJV;PRS;1;PL
fáið	fá	V;IND;PRS;2;PL	V;IMP;2;SG
fáið	fást	V;IND;PRS;2;PL	V;IND;PRS;1;SG
fáið	fái	V;IND;PRS;2;PL	V;SBJV;PRS;3;PL
fáið	fáist	V;IND;PRS;2;PL	V;SBJV;PRS;1;SG
fáið	fáir	V;IND;PRS;2;PL	V;SBJV;PRS;2;SG
fáið	fáa	V;IND;PRS;2;PL	V;NFIN
fáið	fát	V;IND;PRS;2;PL	V.PTCP;PST;ACC;SG
fáið	fáum	V;IND;PRS;2;PL	V;SBJV;PRS;1;PL
fáa	fá	V;NFIN	V;IMP;2;SG
fáa	fást	V;NFIN	V;IND;PRS;1;SG
fáa	fái	V;NFIN	V;SBJV;PRS;3;PL
fáa	fáist	V;NFIN	V;SBJV;PRS;1;SG
fáa	fáir	V;NFIN	V;SBJV;PRS;2;SG
fáa	fáið	V;NFIN	V;IND;PRS;2;PL
fáa	fát	V;NFIN	V.PTCP;PST;ACC;SG
fáa	fáum	V;NFIN	V;SBJV;PRS;1;PL
fát	fá	V.PTCP;PST;ACC;SG	V;IMP;2;SG
fát	fást	V.PTCP;PST;ACC;SG	V;IND;PRS;1;SG
fát	fái	V.PTCP;PST;ACC;SG	V;SBJV;PRS;3;PL
fát	fáist	V.PTCP;PST;ACC;SG	V;SBJV;PRS;1;SG
fát	fáir	V.PTCP;PST;ACC;SG	V;SBJV;PRS;2;SG
fát	fáið	V.PTCP;PST;ACC;SG	V;IND;PRS;2;PL
fát	fáa	V.PTCP;PST;ACC;SG	V;NFIN
fát	fáum	V.PTCP;PST;ACC;SG	V;SBJV;PRS;1;PL
fáum	fá	V;SBJV;PRS;1;PL	V;IMP;2;SG
fáum	fást	V;SBJV;PRS;1;PL	V;IND;PRS;1;SG
fáum	fái	V;SBJV;PRS;1;PL	V;SBJV;PRS;3;PL
fáum	fáist	V;SBJV;PRS;1;PL	V;SBJV;PRS;1;SG
fáum	fáir	V;SBJV;PRS;1;PL	V;SBJV;PRS;2;SG
fáum	fáið	V;SBJV;PRS;1;PL	V;IND;PRS;2;PL
fáum	fáa	V;SBJV;PRS;1;PL	V;NFIN
fáum	fát	V;SBJV;PRS;1;PL	V.PTCP;PST;ACC;SG
lati	laði	V;IND;PST;3;SG	V;SBJV;PST;1;SG
laði	lati	V;SBJV;PST;1;SG	V;IND;PST;3;SG
þau	það	V;SBJV;PST;3;PL	N;INDF;NOM;SG
það	þau	N;INDF;NOM;SG	V;SBJV;PST;3;PL
Lát	Láttu	V;IMP;2;SG	V;IND;PST;3;PL
Lát	Látum	V;IMP;2;SG	V;SBJV;PRS;1;PL
Lát	Láti	V;IMP;2;SG	V;SBJV;PRS;3;PL
Lát	Látið	V;IMP;2;SG	V;IND;PRS;2;PL
Láttu	Lát	V;IND;PST;3;PL	V;IMP;2;SG
Láttu	Látum	V;IND;PST;3;PL	V;SBJV;PRS;1;PL
Láttu	Láti	V;IND;PST;3;PL	V;SBJV;PRS;3;PL
Láttu	Látið	V;IND;PST;3;PL	V;IND;PRS;2;PL
Látum	Lát	V;SBJV;PRS;1;PL	V;IMP;2;SG
Látum	Láttu	V;SBJV;PRS;1;PL	V;IND;PST;3;PL
Látum	Láti	V;SBJV;PRS;1;PL	V;SBJV;PRS;3;PL
Látum	Látið	V;SBJV;PRS;1;PL	V;IND;PRS;2;PL
Láti	Lát	V;SBJV;PRS;3;PL	V;IMP;2;SG
