væruð	væru	V;IND;PST;2;PL	N;INDF;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
hin	hins	N;INDF;ACC;SG	PRN;INDF;GEN;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
hin	hinu	N;INDF;ACC;SG	N;INDF;GEN;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
hljót	hlyti	V;IMP;2;SG	V;SBJV;PST;1;SG	C
helgi	helgast	N;INDF;DAT;SG	V;IND;PRS;3;SG	TGT_SLOT_ERROR
dæmist	dæmt	V;SBJV;PRS;1;SG	V.PTCP;PST;ACC;SG	POS_PAIR_ERROR
hinir	hinum	V;IND;PST;2;SG	N;INDF;DAT;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
köllum	kallaðir	V;SBJV;PRS;1;PL	V;IND;PST;2;SG	C
vakirnar	vaka	N;DEF;ACC;PL	N;INDF;GEN;PL	C
safnað	safna	V.CVB	N;INDF;GEN;PL	POS_PAIR_ERROR
kastaði	köstuðu	V;IND;PST;3;SG	V;SBJV;PST;3;PL	C
kom	komst	V;IMP;2;SG	V;IND;PRS;1;SG	TGT_SLOT_ERROR
sérhvern	sérhverja	PRN;INDF;ACC;SG	PRN;INDF;ACC;PL	SRC_POS_ERROR;TGT_POS_ERROR
síðastir	síðastur	V;IND;PST;2;SG	V.PTCP;PST;NOM;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
leyndum	leyna	V;IND;PRS;1;PL	V;IND;PRS;3;PL	C
æpi	æptu	V;IND;PRS;1;SG	V;SBJV;PST;3;PL	C
ferðirnar	ferðum	N;DEF;ACC;PL	N;INDF;DAT;PL	C
þess	þessa	N;INDF;ACC;SG	N;INDF;GEN;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
óskuðu	óska	V;SBJV;PST;3;PL	V;IND;PRS;1;SG	C
græð	græði	V;IMP;2;SG	V;IND;PRS;1;SG	C
fyllti	fyllt	V;SBJV;PST;1;SG	V.CVB	C
fljót	fljóti	N;INDF;NOM;PL	N;INDF;DAT;SG	C
akurinn	akur	N;DEF;NOM;SG	N;INDF;NOM;SG	C
byggði	byggð	V;SBJV;PST;1;SG	N;INDF;NOM;SG	POS_PAIR_ERROR
skjótum	skaut	V;SBJV;PRS;1;PL	V;IND;PST;3;SG	C
muni	munu	V;SBJV;PRS;3;PL	V;SBJV;PST;3;PL	TGT_SLOT_ERROR
hafið	hafi	N;DEF;NOM;SG	N;INDF;DAT;SG	C
skírði	skír	V;IND;PST;3;SG	V;IMP;2;SG	C
kjörinn	kjörið	N;DEF;ACC;SG	V;IMP;2;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
spilltur	spilltum	V.PTCP;PST;NOM;SG	N;INDF;DAT;PL	TGT_SLOT_ERROR
raustu	raustum	N;INDF;GEN;SG	N;INDF;DAT;PL	SRC_LEXICAL_ERROR
síðasta	síðastir	N;INDF;GEN;PL	V;IND;PST;2;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
fyrstu	fyrstir	N;INDF;GEN;SG	V;IND;PST;2;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
hinar	hinum	ADJ;NOM;PL	N;INDF;DAT;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
treyst	treystu	V.CVB	V;SBJV;PST;3;PL	C
drepið	drep	V;SBJV;PRS;2;PL	V;IMP;2;SG	C
neyddum	neyðið	V;IND;PRS;1;PL	V;IND;PRS;2;PL	C
hengir	hengja	V;SBJV;PRS;2;SG	V;IND;PRS;3;PL	C
enga	engu	N;INDF;GEN;PL	N;INDF;GEN;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
allir	alls	V;IND;PST;2;SG	PRN;INDF;GEN;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR
lastmæltu	lastmæli	V;IND;PST;3;PL	V;SBJV;PRS;3;PL	SRC_LEXICAL_ERROR
mark	markið	N;INDF;ACC;SG	N;DEF;NOM;SG	C
hlutar	hluta	N;INDF;GEN;SG	N;INDF;GEN;PL	C
hugsaði	hugsast	V;SBJV;PST;3;SG	V;IND;PRS;3;SG	TGT_SLOT_ERROR
værir	væru	V;IND;PST;2;SG	N;INDF;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
báða	báðir	N;INDF;GEN;PL	V;IND;PST;2;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
fyrstir	fyrstum	V;IND;PST;2;SG	N;INDF;DAT;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
hornin	horna	N;DEF;ACC;PL	N;INDF;GEN;PL	C
merktum	merkið	V;SBJV;PST;1;PL	V;IMP;2;PL	C
hlutunum	hlutum	N;DEF;DAT;PL	N;INDF;DAT;PL	C
hengdi	hengdu	N;INDF;DAT;SG	N;INDF;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
breiddi	breiddu	N;INDF;DAT;SG	N;INDF;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
valsins	vala	N;DEF;GEN;SG	N;INDF;GEN;PL	C
tíð	tíðir	N;INDF;ACC;SG	V;IND;PST;2;SG	TGT_SLOT_ERROR
hégómamáls	hégómamál	PRN;INDF;GEN;SG	N;INDF;ACC;SG	SRC_LEXICAL_ERROR
höfum	höfðu	V;SBJV;PRS;1;PL	V.PTCP;PST;DAT;PL	TGT_SLOT_ERROR
gleðst	gleði	V;IND;PRS;1;SG	V;SBJV;PRS;3;PL	POS_PAIR_ERROR;TGT_SLOT_ERROR
viku	vikna	N;INDF;ACC;SG	N;INDF;GEN;PL	C
byggir	byggir	V;SBJV;PRS;2;SG	V;IND;PRS;2;SG	C
slíkan	slíkir	ADJ;ACC;SG	V;IND;PST;2;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
drýgja	drýgðir	V;IND;PRS;3;PL	V;IND;PST;2;SG	C
skap	skaps	N;INDF;ACC;SG	N;INDF;GEN;SG	C
bygg	bygg	N;INDF;ACC;SG	N;INDF;NOM;SG	C
vel	veldu	V;IMP;2;SG	V;SBJV;PST;3;PL	C
kastað	kasta	V.CVB	N;INDF;GEN;PL	POS_PAIR_ERROR
máttu	mátti	N;INDF;GEN;SG	N;INDF;DAT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
færir	færði	V;IND;PRS;3;SG	V;SBJV;PST;3;SG	C
liðin	liðum	N;DEF;NOM;PL	N;INDF;DAT;PL	C
sum	suma	N;INDF;ACC;SG	N;INDF;GEN;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
samboðna	samboðinn	V.PTCP;PST;GEN;SG	ADJ;NOM;SG	SRC_LEXICAL_ERROR
virðanna	virðis	N;DEF;GEN;PL	N;INDF;GEN;SG	C
undan	undir	ADJ;ACC;SG	V;IND;PST;2;SG	SRC_POS_ERROR
síðastur	síðastir	V.PTCP;PST;NOM;SG	V;IND;PST;2;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
ráða	ráðunum	N;INDF;GEN;PL	N;DEF;DAT;PL	C
kyssið	kyssi	V;IND;PRS;2;PL	V;SBJV;PRS;3;PL	C
varir	vörunum	N;INDF;ACC;PL	N;DEF;DAT;PL	C
horfið	horfðu	V;IND;PRS;2;PL	V.PTCP;PST;DAT;PL	TGT_SLOT_ERROR
byggðum	byggður	N;INDF;DAT;PL	V.PTCP;PST;NOM;SG	POS_PAIR_ERROR
væruð	værir	V;IND;PST;2;PL	V;IND;PST;2;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
allar	allur	ADJ;NOM;PL	V.PTCP;PST;NOM;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
slíkan	slík	ADJ;ACC;SG	N;INDF;ACC;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
klæð	klæðir	V;IMP;2;SG	V;IND;PRS;2;SG	C
hengið	hengja	V;IMP;2;PL	V;IND;PRS;3;PL	C
alls	allan	PRN;INDF;GEN;SG	ADJ;ACC;SG	SRC_POS_ERROR;TGT_POS_ERROR;TGT_SLOT_ERROR
skammar	skammir	V;IND;PRS;3;SG	V;SBJV;PRS;2;SG	C
óska	óskaðir	V;NFIN	V;IND;PST;2;SG	C
éta	étur	V;NFIN	V;IND;PRS;3;SG	C
spáði	spáð	V;SBJV;PST;1;SG	N;INDF;NOM;SG	TGT_SLOT_ERROR
gerast	gerðu	V;IND;PRS;3;PL	V.PTCP;PST;DAT;PL	POS_PAIR_ERROR
flokkinn	flokki	N;DEF;ACC;SG	N;INDF;DAT;SG	C
étum	étur	V;IND;PRS;1;PL	V;IND;PRS;2;SG	C
merkir	merktir	V;SBJV;PRS;2;SG	V;IND;PST;2;SG	C
alla	allt	N;INDF;GEN;PL	N;INDF;ACC;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
fyrstu	fyrsti	N;INDF;GEN;SG	N;INDF;DAT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
færðum	færðu	V;IND;PRS;1;PL	V;IND;PST;3;PL	C
vektuð	vöktu	V;SBJV;PST;2;PL	V;IND;PST;3;PL	C
þínar	þínir	ADJ;NOM;PL	V;IND;PST;2;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
skilin	skilaði	V.PTCP;PST;ACC;PL	V;SBJV;PST;3;SG	PARADIGM_ERROR
velur	velja	V;IND;PRS;3;SG	V;IND;PRS;3;PL	C
ráðum	ráð	N;INDF;DAT;PL	N;INDF;NOM;SG	C
ræddu	ræddi	N;INDF;GEN;SG	N;INDF;DAT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
tíða	tíðir	N;INDF;GEN;PL	V;IND;PST;2;SG	TGT_SLOT_ERROR
félaginu	félögunum	N;DEF;DAT;SG	N;DEF;DAT;PL	C
verknum	verkjar	N;DEF;DAT;SG	N;INDF;GEN;SG	C
sendir	sendu	V;IND;PST;2;SG	N;INDF;GEN;SG	TGT_SLOT_ERROR
mun	munt	V;IMP;2;SG	V.PTCP;PST;ACC;SG	TGT_SLOT_ERROR
mestu	mesta	N;INDF;GEN;SG	N;INDF;GEN;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
klædda	klædd	N;INDF;GEN;PL	N;INDF;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
slíkar	slíkir	ADJ;NOM;PL	V;IND;PST;2;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
hvert	hverja	V.PTCP;PST;ACC;SG	PRN;INDF;ACC;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR
einhverja	einhvern	PRN;INDF;ACC;PL	PRN;INDF;ACC;SG	SRC_POS_ERROR;TGT_POS_ERROR
gyldi	geldur	V;SBJV;PST;3;SG	V;IND;PRS;3;SG	C
flokkar	flokkuðu	V;IND;PRS;3;SG	V;SBJV;PST;3;PL	C
borðir	borðað	V;SBJV;PRS;2;SG	V.CVB	C
þökkina	þökkin	N;DEF;ACC;SG	N;DEF;NOM;SG	C
nefndum	nefnd	N;INDF;DAT;PL	N;INDF;ACC;SG	C
skýrið	skýrðir	V;IMP;2;PL	V;IND;PST;2;SG	C
breytum	breytt	V;SBJV;PRS;1;PL	V.PTCP;PST;ACC;SG	POS_PAIR_ERROR
flettum	flettir	V;IND;PRS;1;PL	V;IND;PRS;3;SG	C
sneri	snerist	V;SBJV;PRS;3;PL	V;SBJV;PRS;1;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
hafna	haf	V.PTCP;PST;GEN;SG	V;IMP;2;SG	PARADIGM_ERROR
valdið	valda	N;DEF;NOM;SG	N;INDF;GEN;PL	C
hýsi	hýs	V;SBJV;PRS;3;PL	V;IMP;2;SG	C
ósk	óskunum	N;INDF;NOM;SG	N;DEF;DAT;PL	C
mættum	mættuð	N;INDF;DAT;PL	V;IND;PST;2;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
fljótum	fljóts	N;INDF;DAT;PL	N;INDF;GEN;SG	C
málandi	máluðu	V.PTCP;PRS	V;IND;PST;3;PL	C
Erum	Ert	N;INDF;DAT;PL	N;INDF;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
vanheilagur	vanheilagt	V.PTCP;PST;NOM;SG	N;INDF;ACC;SG	SRC_LEXICAL_ERROR
þín	þínar	N;INDF;ACC;SG	ADJ;NOM;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
skiptir	skipti	V;IND;PST;2;SG	N;INDF;DAT;SG	POS_PAIR_ERROR
heilsaði	heilsa	V;SBJV;PST;3;SG	N;INDF;GEN;PL	TGT_SLOT_ERROR
skulum	skulu	N;INDF;DAT;PL	N;INDF;GEN;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
skytuð	skjót	V;SBJV;PST;2;PL	V;IMP;2;SG	C
gefast	gefinn	V;IND;PRS;3;SG	N;DEF;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
ein	einum	N;INDF;ACC;SG	N;INDF;DAT;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
hristi	hrista	N;INDF;DAT;SG	N;INDF;GEN;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
borðir	borða	V;SBJV;PRS;2;SG	V;IND;PRS;3;PL	C
dáið	dái	N;DEF;NOM;SG	N;INDF;DAT;SG	C
kysstum	kyss	V;SBJV;PST;1;PL	V;IMP;2;SG	C
Hvort	Hvorn	V.PTCP;PST;ACC;SG	PRN;INDF;ACC;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
kölluðuð	köllum	V;SBJV;PST;2;PL	V;SBJV;PRS;1;PL	C
enginn	engir	N;DEF;ACC;SG	V;IND;PST;2;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
staðina	staðinn	N;DEF;ACC;PL	N;DEF;ACC;SG	C
jafnir	jafnt	V;IND;PST;2;SG	N;INDF;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
drapst	drep	V;IND;PST;2;SG	V;IMP;2;SG	C
slíku	slíkur	N;INDF;GEN;SG	V.PTCP;PST;NOM;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
skjótast	skjótt	V;IND;PRS;3;PL	V.PTCP;PST;ACC;SG	TGT_SLOT_ERROR
þínir	þíns	V;IND;PST;2;SG	PRN;INDF;GEN;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
langaði	langi	V;SBJV;PST;3;SG	N;INDF;DAT;SG	TGT_SLOT_ERROR
þín	þínum	N;INDF;ACC;SG	N;INDF;DAT;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
slepptu	sleppt	V;IND;PST;3;PL	V.PTCP;PST;ACC;SG	TGT_SLOT_ERROR
fært	færir	V.CVB	V;SBJV;PRS;2;SG	C
heitinu	heit	N;DEF;DAT;SG	N;INDF;NOM;SG	C
gættuð	gætt	V;SBJV;PST;2;PL	V.CVB	C
þjáist	þjást	V;SBJV;PRS;1;SG	V;IND;PRS;1;SG	TGT_SLOT_ERROR
flokkar	flokk	N;INDF;NOM;PL	N;INDF;ACC;SG	C
ferðar	ferð	N;INDF;GEN;SG	N;INDF;DAT;SG	C
hinu	hinum	N;INDF;GEN;SG	N;INDF;DAT;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
allir	alla	V;IND;PST;2;SG	N;INDF;GEN;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
haga	hagi	N;INDF;ACC;SG	N;INDF;NOM;SG	C
þínum	þínir	N;INDF;DAT;PL	V;IND;PST;2;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
snúið	snúi	V;IMP;2;PL	N;INDF;DAT;SG	TGT_SLOT_ERROR
kölluðuð	kallir	V;IND;PST;2;PL	V;SBJV;PRS;2;SG	C
fyrstu	fyrsta	N;INDF;GEN;SG	N;INDF;GEN;PL	SRC_SLOT_ERROR;TGT_SLOT_ERROR
fiski	fiskjar	N;INDF;ACC;SG	N;INDF;GEN;SG	C
ákveðið	ákveðin	V;IMP;2;PL	V.PTCP;PST;ACC;PL	POS_PAIR_ERROR
safni	safnið	V;SBJV;PRS;3;SG	V;IMP;2;PL	C
síst	síið	V;IND;PRS;1;SG	V;IND;PRS;2;PL	TGT_LEXICAL_ERROR
kröftugi	kröftugt	V;SBJV;PRS;3;PL	V.PTCP;PST;ACC;SG	SRC_LEXICAL_ERROR
sinna	sinni	N;INDF;GEN;PL	N;INDF;DAT;SG	TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
færðum	færðu	V;SBJV;PST;1;PL	V;SBJV;PST;3;PL	C
velduð	veljið	V;SBJV;PST;2;PL	V;IND;PRS;2;PL	C
sérhver	sérhverja	V;IMP;2;SG	PRN;INDF;ACC;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR
lýsti	lýsum	V;SBJV;PST;1;SG	V;SBJV;PRS;1;PL	C
leitt	leita	N;INDF;ACC;SG	N;INDF;GEN;PL	PARADIGM_ERROR;SRC_SLOT_ERROR
heitinu	heita	N;DEF;DAT;SG	N;INDF;GEN;PL	C
sína	síst	V.PTCP;PST;GEN;SG	V;IND;PRS;1;SG	POS_PAIR_ERROR;SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR
boði	boðin	N;INDF;DAT;SG	V.PTCP;PST;ACC;PL	POS_PAIR_ERROR
orð	orðið	N;INDF;ACC;SG	V;IMP;2;PL	TGT_SLOT_ERROR
hópana	hópinn	N;DEF;ACC;PL	N;DEF;ACC;SG	C
stundirnar	stundum	N;DEF;NOM;PL	N;INDF;DAT;PL	C
slíku	slíkum	N;INDF;GEN;SG	N;INDF;DAT;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
greinarnar	greinar	N;DEF;NOM;PL	N;INDF;GEN;SG	C
mínar	mína	ADJ;NOM;PL	N;INDF;GEN;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
standast	standi	V;IND;PRS;3;SG	N;INDF;DAT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
notið	nutu	V.CVB	V;IND;PST;3;PL	C
míns	mínir	PRN;INDF;GEN;SG	V;IND;PST;2;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
slík	slíkar	N;INDF;ACC;SG	ADJ;NOM;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
mínir	mína	V;IND;PST;2;SG	N;INDF;GEN;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
fullyrtu	fullyrti	N;INDF;GEN;SG	N;INDF;DAT;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
helgum	helgast	N;INDF;DAT;PL	V;IND;PRS;3;SG	TGT_SLOT_ERROR
haf	hafna	V;IMP;2;SG	V.PTCP;PST;GEN;SG	PARADIGM_ERROR
leiðast	leiðin	V;IND;PRS;3;SG	V.PTCP;PST;ACC;PL	POS_PAIR_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
skipaði	skipi	V;SBJV;PST;3;SG	N;INDF;DAT;SG	POS_PAIR_ERROR
kær	kært	V;IMP;2;SG	V.PTCP;PST;ACC;SG	POS_PAIR_ERROR
æpi	æptir	V;SBJV;PRS;1;SG	V;IND;PST;2;SG	C
sést	sé	V;IND;PRS;1;SG	V;IMP;2;SG	TGT_SLOT_ERROR
spám	spáa	N;INDF;DAT;PL	N;INDF;GEN;PL	C
nokkra	nokkrum	N;INDF;GEN;PL	N;INDF;DAT;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
þols	þolið	N;INDF;GEN;SG	N;DEF;NOM;SG	C
skipt	skipið	N;INDF;ACC;SG	V;IMP;2;PL	PARADIGM_ERROR;SRC_SLOT_ERROR
æðsta	æðst	N;INDF;GEN;PL	N;INDF;ACC;SG	SRC_SLOT_ERROR;TGT_SLOT_ERROR
dá	dás	N;INDF;NOM;SG	N;INDF;GEN;SG	C
slíkir	slíkan	V;IND;PST;2;SG	ADJ;ACC;SG	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
hýstuð	hýsti	V;IND;PST;2;PL	V;SBJV;PST;1;SG	C
höfði	höfðu	V;SBJV;PST;1;SG	V.PTCP;PST;DAT;PL	PARADIGM_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
hýsi	hýsa	V;IND;PRS;1;SG	V;IND;PRS;3;PL	C
fjarlægð	fjarlægt	N;INDF;NOM;SG	V.PTCP;PST;ACC;SG	POS_PAIR_ERROR
þessir	þessa	V;IND;PST;2;SG	N;INDF;GEN;PL	SRC_POS_ERROR;TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
samkundustjórunum	samkundustjóri	N;DEF;DAT;PL	N;INDF;DAT;SG	SRC_LEXICAL_ERROR;TGT_LEXICAL_ERROR
byggðunum	byggð	N;DEF;DAT;PL	N;INDF;DAT;SG	C
óskuðum	óskuðu	V;IND;PRS;1;PL	V;IND;PST;3;PL	C
oft	ofan	N;INDF;ACC;SG	ADJ;ACC;SG	SRC_POS_ERROR;TGT_POS_ERROR
svars	svörum	N;INDF;GEN;SG	N;INDF;DAT;PL	C
missið	missa	V;IND;PRS;2;PL	V;IND;PRS;3;PL	C
turns	turni	N;INDF;GEN;SG	N;INDF;DAT;SG	C
skipaði	skip	V;SBJV;PST;3;SG	N;INDF;ACC;SG	POS_PAIR_ERROR
