src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,annotation
bespottade,bespotta,0_11,V;ACT;IND;PST,0_14,V;IMP
fördärvare,fördärvar,0_1,ADJ;INDF;MASC+FEM;SG;COMPV,0_12,V;ACT;IND;PRS
bort,borta,1_6,ADJ;INDF;MASC+FEM;SG,1_2,V;ACT;NFIN
arglistige,arglistigt,1_0,ADJ;DEF;MASC;SG;SPRL,1_9,ADJ;INDF;NEUT;SG
sofar,sofas,0_12,V;ACT;IND;PRS,0_5,V;PASS;IND;PRS
följen,följas,1_3,?,1_12,V;PASS;NFIN
jämnar,jämnad,0_12,V;ACT;IND;PRS,0_7,V.PTCP;PST
ara,ard,1_2,V;ACT;NFIN,1_0,ADJ;DEF;MASC;SG;SPRL
ladan,lador,2_0,N;INDF;NOM;SG,2_13,ADJ;INDF;PL;SPRL
klokare,kloke,1_13,ADJ;INDF;PL;COMPV,1_0,ADJ;DEF;MASC;SG;SPRL
beröven,berövar,0_2,?,0_12,V;ACT;IND;PRS
fastare,fastade,0_1,ADJ;INDF;MASC+FEM;SG;COMPV,0_11,V;ACT;IND;PST
suf,sufa,1_6,ADJ;INDF;MASC+FEM;SG,1_2,V;ACT;NFIN
förunnade,förunnen,0_11,V;ACT;IND;PST,0_2,?
viljas,viljen,2_14,?,2_1,N;DEF;NOM;SG
rota,rode,1_2,V;ACT;NFIN,1_1,ADJ;DEF;MASC;SG
bitter,bittert,1_6,ADJ;INDF;MASC+FEM;SG,1_9,ADJ;INDF;NEUT;SG
höge,högt,1_0,ADJ;DEF;MASC;SG;SPRL,1_9,ADJ;INDF;NEUT;SG
meddelat,meddelas,0_13,V.CVB;ACT,0_5,V;PASS;IND;PRS
undervisas,undervisa,0_5,V;PASS;IND;PRS,0_14,V;IMP
vänta,vände,1_2,V;ACT;NFIN,1_1,ADJ;DEF;MASC;SG
lovsången,lovsångs,2_1,N;DEF;NOM;SG,2_2,N;INDF;GEN;SG
ogudaktigt,ogudaktigare,1_9,ADJ;INDF;NEUT;SG,1_13,ADJ;INDF;PL;COMPV
stången,stångar,0_2,?,0_12,V;ACT;IND;PRS
uppfylle,uppfyllen,1_0,ADJ;DEF;MASC;SG;SPRL,1_3,?
ordet,ord,0_3,ADJ;INDF;MASC+FEM;SG;SPRL,0_0,ADJ;DEF;COMPV
förhärda,förhärdad,0_14,V;IMP,0_7,V.PTCP;PST
ofärden,ofärds,2_1,N;DEF;NOM;SG,2_2,N;INDF;GEN;SG
tages,tagit,2_11,?,2_8,?
gång,gångerna,2_0,N;INDF;NOM;SG,2_3,ADJ;INDF;MASC;SG;COMPV
krukmakarens,krukmakarna,2_6,N;DEF;GEN;SG,2_7,ADJ;INDF;PL
höljes,hölje,1_8,N;DEF;GEN;PL,1_0,ADJ;DEF;MASC;SG;SPRL
fläck,fläckar,0_0,ADJ;DEF;COMPV,0_12,V;ACT;IND;PRS
trötta,trött,1_2,V;ACT;NFIN,1_6,ADJ;INDF;MASC+FEM;SG
anklagad,anklagade,0_7,V.PTCP;PST,0_11,V;ACT;IND;PST
invig,invigas,1_6,ADJ;INDF;MASC+FEM;SG,1_12,V;PASS;NFIN
framställdes,framställa,1_7,?,1_2,V;ACT;NFIN
framställ,framställda,1_6,ADJ;INDF;MASC+FEM;SG,1_15,ADJ;DEF
salar,sal,0_12,V;ACT;IND;PRS,0_0,ADJ;DEF;COMPV
mågar,måg,0_12,V;ACT;IND;PRS,0_0,ADJ;DEF;COMPV
räckt,räck,1_9,ADJ;INDF;NEUT;SG,1_6,ADJ;INDF;MASC+FEM;SG
jojakims,jojakim,2_2,N;INDF;GEN;SG,2_0,N;INDF;NOM;SG
vilar,vilen,0_12,V;ACT;IND;PRS,0_2,?
spetälsk,spetälske,1_6,ADJ;INDF;MASC+FEM;SG,1_0,ADJ;DEF;MASC;SG;SPRL
svare,svarar,0_0,ADJ;DEF;COMPV,0_12,V;ACT;IND;PRS
kalva,kalv,0_14,V;IMP,0_0,ADJ;DEF;COMPV
döden,dödas,0_2,?,0_5,V;PASS;IND;PRS
gynnsam,gynnsamt,1_6,ADJ;INDF;MASC+FEM;SG,1_9,ADJ;INDF;NEUT;SG
förjagar,förjagat,0_12,V;ACT;IND;PRS,0_13,V.CVB;ACT
inför,införa,1_6,ADJ;INDF;MASC+FEM;SG,1_2,V;ACT;NFIN
tavlor,tavla,2_13,ADJ;INDF;PL;SPRL,2_10,?
doppade,doppa,0_11,V;ACT;IND;PST,0_14,V;IMP
teba,tebet,2_10,?,2_9,ADJ;DEF;SPRL
pölen,pöl,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG
kamelston,kamelsto,1_3,?,1_6,ADJ;INDF;MASC+FEM;SG
ard,art,1_0,ADJ;DEF;MASC;SG;SPRL,1_9,ADJ;INDF;NEUT;SG
mittelhöjd,mittelhöjden,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG
okändes,okända,1_8,N;DEF;GEN;PL,1_2,V;ACT;NFIN
gård,gården,0_0,ADJ;DEF;COMPV,0_2,?
tro,tror,2_4,?,2_13,ADJ;INDF;PL;SPRL
hanne,hannas,0_0,ADJ;DEF;COMPV,0_5,V;PASS;IND;PRS
veten,vette,1_3,?,1_1,ADJ;DEF;MASC;SG
frälste,frälsta,1_1,ADJ;DEF;MASC;SG,1_2,V;ACT;NFIN
förstördes,förstörare,1_7,?,1_13,ADJ;INDF;PL;COMPV
härs,härd,1_14,V.CVB;PASS,1_0,ADJ;DEF;MASC;SG;SPRL
förgäten,förgätet,2_1,N;DEF;NOM;SG,2_9,ADJ;DEF;SPRL
sönderslaget,sönderslagen,2_9,ADJ;DEF;SPRL,2_1,N;DEF;NOM;SG
tala,tal,0_14,V;IMP,0_0,ADJ;DEF;COMPV
övergivet,övergivit,2_9,ADJ;DEF;SPRL,2_8,?
kenaana,kenaanas,1_2,V;ACT;NFIN,1_12,V;PASS;NFIN
steker,stekt,1_5,ADJ;INDF;NEUT;SG;SPRL,1_9,ADJ;INDF;NEUT;SG
landshövdingen,landshövdingens,0_2,?,0_6,ADJ;INDF;NEUT;SG;COMPV
förstöra,förstörde,1_2,V;ACT;NFIN,1_1,ADJ;DEF;MASC;SG
fläckat,fläckad,0_13,V.CVB;ACT,0_7,V.PTCP;PST
både,bådat,0_0,ADJ;DEF;COMPV,0_13,V.CVB;ACT
förhindra,förhindrar,0_14,V;IMP,0_12,V;ACT;IND;PRS
sorgsen,sorgsna,2_1,N;DEF;NOM;SG,2_7,ADJ;INDF;PL
bevisade,bevisas,0_11,V;ACT;IND;PST,0_5,V;PASS;IND;PRS
förgätna,förgäte,2_7,ADJ;INDF;PL,2_0,N;INDF;NOM;SG
glada,gladdes,1_2,V;ACT;NFIN,1_7,?
fullkomna,fullkomne,0_14,V;IMP,0_0,ADJ;DEF;COMPV
säg,sägas,1_6,ADJ;INDF;MASC+FEM;SG,1_12,V;PASS;NFIN
äktat,äkta,0_13,V.CVB;ACT,0_14,V;IMP
tukta,tuktade,0_14,V;IMP,0_11,V;ACT;IND;PST
avgudabelätet,avgudabeläten,2_9,ADJ;DEF;SPRL,2_1,N;DEF;NOM;SG
kalv,kalvarna,0_0,ADJ;DEF;COMPV,0_10,N;DEF;NOM;PL
skonat,skonar,0_13,V.CVB;ACT,0_12,V;ACT;IND;PRS
gäcka,gäckades,0_14,V;IMP,0_15,V;PASS;IND;PST
vildåsnorna,vildåsna,2_12,?,2_10,?
använde,användas,1_0,ADJ;DEF;MASC;SG;SPRL,1_12,V;PASS;NFIN
förstlingsbröd,förstlingsbröden,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG
lämna,lämnade,0_14,V;IMP,0_11,V;ACT;IND;PST
tvagna,tvaget,2_7,ADJ;INDF;PL,2_9,ADJ;DEF;SPRL
kalvar,kalvars,0_12,V;ACT;IND;PRS,0_8,N;INDF;GEN;PL
tager,tages,2_5,N;INDF;NOM;PL,2_11,?
förgätas,förgätet,2_14,?,2_9,ADJ;DEF;SPRL
hädade,hädar,0_11,V;ACT;IND;PST,0_12,V;ACT;IND;PRS
tornets,torn,2_15,?,2_0,N;INDF;NOM;SG
anklagat,anklagar,0_13,V.CVB;ACT,0_12,V;ACT;IND;PRS
agar,aga,0_12,V;ACT;IND;PRS,0_14,V;IMP
utpantning,utpantat,0_4,?,0_13,V.CVB;ACT
sänkte,sänkt,1_1,ADJ;DEF;MASC;SG,1_9,ADJ;INDF;NEUT;SG
förfaren,förfar,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG
åligga,åligger,1_2,V;ACT;NFIN,1_5,ADJ;INDF;NEUT;SG;SPRL
safir,safirs,2_0,N;INDF;NOM;SG,2_2,N;INDF;GEN;SG
eggen,eggade,0_2,?,0_11,V;ACT;IND;PST
underkasta,underkastade,0_14,V;IMP,0_11,V;ACT;IND;PST
människor,människa,2_13,ADJ;INDF;PL;SPRL,2_10,?
förbittrade,förbittrad,0_11,V;ACT;IND;PST,0_7,V.PTCP;PST
förtrampar,förtrampas,0_12,V;ACT;IND;PRS,0_5,V;PASS;IND;PRS
förklarade,förklaras,0_11,V;ACT;IND;PST,0_5,V;PASS;IND;PRS
frågade,frågen,0_11,V;ACT;IND;PST,0_2,?
uppväckt,uppväcka,1_9,ADJ;INDF;NEUT;SG,1_2,V;ACT;NFIN
sy,syr,1_6,ADJ;INDF;MASC+FEM;SG,1_5,ADJ;INDF;NEUT;SG;SPRL
förhindrar,förhindrade,0_12,V;ACT;IND;PRS,0_11,V;ACT;IND;PST
redliges,redlige,1_8,N;DEF;GEN;PL,1_0,ADJ;DEF;MASC;SG;SPRL
röda,rödare,0_14,V;IMP,0_1,ADJ;INDF;MASC+FEM;SG;COMPV
samlen,samlar,0_2,?,0_12,V;ACT;IND;PRS
brukat,brukade,0_13,V.CVB;ACT,0_11,V;ACT;IND;PST
helge,helgar,0_0,ADJ;DEF;COMPV,0_12,V;ACT;IND;PRS
möten,möte,1_3,?,1_0,ADJ;DEF;MASC;SG;SPRL
vänner,vännens,2_5,N;INDF;NOM;PL,2_6,N;DEF;GEN;SG
orsaken,orsak,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG
säges,säge,1_8,N;DEF;GEN;PL,1_0,ADJ;DEF;MASC;SG;SPRL
hörda,hören,1_15,ADJ;DEF,1_3,?
nacke,nacken,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG
böjd,böjt,1_0,ADJ;DEF;MASC;SG;SPRL,1_9,ADJ;INDF;NEUT;SG
sadlade,sadlen,0_11,V;ACT;IND;PST,0_2,?
utgå,utgår,1_6,ADJ;INDF;MASC+FEM;SG,1_5,ADJ;INDF;NEUT;SG;SPRL
fresten,frestade,0_2,?,0_11,V;ACT;IND;PST
undrade,undra,0_11,V;ACT;IND;PST,0_14,V;IMP
snabba,snabb,1_2,V;ACT;NFIN,1_6,ADJ;INDF;MASC+FEM;SG
renad,renat,0_7,V.PTCP;PST,0_13,V.CVB;ACT
månads,månader,2_2,N;INDF;GEN;SG,2_5,N;INDF;NOM;PL
fattas,fatten,0_5,V;PASS;IND;PRS,0_2,?
upptage,upptaget,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL
fånga,fånge,0_14,V;IMP,0_0,ADJ;DEF;COMPV
oxe,oxars,0_0,ADJ;DEF;COMPV,0_8,N;INDF;GEN;PL
överflödade,överflöden,0_11,V;ACT;IND;PST,0_2,?
böjes,böjd,1_8,N;DEF;GEN;PL,1_0,ADJ;DEF;MASC;SG;SPRL
for,fore,1_6,ADJ;INDF;MASC+FEM;SG,1_0,ADJ;DEF;MASC;SG;SPRL
skylen,skylas,1_3,?,1_12,V;PASS;NFIN
törstande,törst,0_9,V.PTCP;PRS,0_0,ADJ;DEF;COMPV
trängta,trängde,1_2,V;ACT;NFIN,1_1,ADJ;DEF;MASC;SG
hörn,höres,1_3,?,1_8,N;DEF;GEN;PL
lyckas,lyckades,0_5,V;PASS;IND;PRS,0_15,V;PASS;IND;PST
orsaken,orsaks,2_1,N;DEF;NOM;SG,2_2,N;INDF;GEN;SG
hungersnöds,hungersnöd,2_2,N;INDF;GEN;SG,2_0,N;INDF;NOM;SG
rädas,rädde,1_12,V;PASS;NFIN,1_1,ADJ;DEF;MASC;SG
rivit,riv,2_8,?,2_0,N;INDF;NOM;SG
lönen,lönar,0_2,?,0_12,V;ACT;IND;PRS
sadoks,sadok,2_2,N;INDF;GEN;SG,2_0,N;INDF;NOM;SG
stinga,stinger,1_2,V;ACT;NFIN,1_5,ADJ;INDF;NEUT;SG;SPRL
magern,magert,1_3,?,1_9,ADJ;INDF;NEUT;SG
våldsverkares,våldsverkarna,2_11,?,2_7,ADJ;INDF;PL
förlike,förlika,1_0,ADJ;DEF;MASC;SG;SPRL,1_2,V;ACT;NFIN
upphöjd,upphöja,1_0,ADJ;DEF;MASC;SG;SPRL,1_2,V;ACT;NFIN
kedjor,kedjorna,2_13,ADJ;INDF;PL;SPRL,2_12,?
bliven,bliv,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG
blottades,blottade,0_15,V;PASS;IND;PST,0_11,V;ACT;IND;PST
utgöra,utgöres,1_2,V;ACT;NFIN,1_8,N;DEF;GEN;PL
offergärd,offergärder,2_0,N;INDF;NOM;SG,2_5,N;INDF;NOM;PL
avfaller,avfalla,2_5,N;INDF;NOM;PL,2_10,?
födes,föder,1_8,N;DEF;GEN;PL,1_5,ADJ;INDF;NEUT;SG;SPRL
uträckt,uträcka,1_9,ADJ;INDF;NEUT;SG,1_2,V;ACT;NFIN
stridsman,stridsmans,2_0,N;INDF;NOM;SG,2_2,N;INDF;GEN;SG
portan,portar,0_0,ADJ;DEF;COMPV,0_12,V;ACT;IND;PRS
begabbade,begabbas,0_11,V;ACT;IND;PST,0_5,V;PASS;IND;PRS
molnen,molnens,2_1,N;DEF;NOM;SG,2_6,N;DEF;GEN;SG
tecknar,tecknas,0_12,V;ACT;IND;PRS,0_5,V;PASS;IND;PRS
översteprästens,överstepräster,2_6,N;DEF;GEN;SG,2_5,N;INDF;NOM;PL
tryggare,trygga,0_1,ADJ;INDF;MASC+FEM;SG;COMPV,0_14,V;IMP
passa,passet,0_14,V;IMP,0_3,ADJ;INDF;MASC+FEM;SG;SPRL
mak,maka,1_6,ADJ;INDF;MASC+FEM;SG,1_2,V;ACT;NFIN
nasirerna,nasiren,2_3,ADJ;INDF;MASC;SG;COMPV,2_1,N;DEF;NOM;SG
förlossat,förlossning,0_13,V.CVB;ACT,0_4,?
efterlämnat,efterlämnade,0_13,V.CVB;ACT,0_11,V;ACT;IND;PST
styra,styrde,1_2,V;ACT;NFIN,1_1,ADJ;DEF;MASC;SG
utgiven,utgivet,2_1,N;DEF;NOM;SG,2_9,ADJ;DEF;SPRL
kallas,kallat,0_5,V;PASS;IND;PRS,0_13,V.CVB;ACT
levande,levde,1_4,?,1_1,ADJ;DEF;MASC;SG
floderna,floder,2_3,ADJ;INDF;MASC;SG;COMPV,2_5,N;INDF;NOM;PL
sucken,suckande,0_2,?,0_9,V.PTCP;PRS
tvärt,tvärs,1_9,ADJ;INDF;NEUT;SG,1_14,V.CVB;PASS
träffade,träffades,0_11,V;ACT;IND;PST,0_15,V;PASS;IND;PST
väger,väg,1_5,ADJ;INDF;NEUT;SG;SPRL,1_6,ADJ;INDF;MASC+FEM;SG
förstörare,förstören,1_13,ADJ;INDF;PL;COMPV,1_3,?
bruse,bruset,0_0,ADJ;DEF;COMPV,0_3,ADJ;INDF;MASC+FEM;SG;SPRL
amma,ammade,0_14,V;IMP,0_11,V;ACT;IND;PST
kalla,kallad,0_14,V;IMP,0_7,V.PTCP;PST
strängen,strängare,1_3,?,1_13,ADJ;INDF;PL;COMPV
vissnade,vissnar,0_11,V;ACT;IND;PST,0_12,V;ACT;IND;PRS
badade,badet,0_11,V;ACT;IND;PST,0_3,ADJ;INDF;MASC+FEM;SG;SPRL
hjälpa,hjälpt,1_2,V;ACT;NFIN,1_9,ADJ;INDF;NEUT;SG
klaga,klagar,0_14,V;IMP,0_12,V;ACT;IND;PRS
fastställde,fastställda,1_0,ADJ;DEF;MASC;SG;SPRL,1_2,V;ACT;NFIN
oroa,oroat,0_14,V;IMP,0_13,V.CVB;ACT
förordnade,förordnat,0_11,V;ACT;IND;PST,0_13,V.CVB;ACT
kommen,kommit,2_1,N;DEF;NOM;SG,2_8,?
profeterna,profet,2_3,ADJ;INDF;MASC;SG;COMPV,2_0,N;INDF;NOM;SG
släpar,släpade,0_12,V;ACT;IND;PRS,0_11,V;ACT;IND;PST
vreda,vred,2_10,?,2_0,N;INDF;NOM;SG
fran,frat,0_0,ADJ;DEF;COMPV,0_13,V.CVB;ACT
on,ond,1_6,ADJ;INDF;MASC+FEM;SG,1_0,ADJ;DEF;MASC;SG;SPRL
översteprästerna,översteprästens,2_3,ADJ;INDF;MASC;SG;COMPV,2_6,N;DEF;GEN;SG
omstörtning,omstörta,0_4,?,0_14,V;IMP
uppväcken,uppväckt,1_3,?,1_9,ADJ;INDF;NEUT;SG
skick,skicken,0_0,ADJ;DEF;COMPV,0_2,?
spänna,spänner,1_2,V;ACT;NFIN,1_5,ADJ;INDF;NEUT;SG;SPRL
gäck,gäckade,0_0,ADJ;DEF;COMPV,0_11,V;ACT;IND;PST
fog,fogas,0_0,ADJ;DEF;COMPV,0_5,V;PASS;IND;PRS
ställas,ställen,1_12,V;PASS;NFIN,1_3,?
bestämda,bestämdes,1_15,ADJ;DEF,1_7,?
bestämma,bestämmas,1_2,V;ACT;NFIN,1_12,V;PASS;NFIN
byggd,bygg,1_0,ADJ;DEF;MASC;SG;SPRL,1_6,ADJ;INDF;MASC+FEM;SG
byggdes,byggd,1_7,?,1_0,ADJ;DEF;MASC;SG;SPRL
stadgad,stadgar,0_7,V.PTCP;PST,0_12,V;ACT;IND;PRS
tröstens,trösten,0_6,ADJ;INDF;NEUT;SG;COMPV,0_2,?
knorrade,knorrar,0_11,V;ACT;IND;PST,0_12,V;ACT;IND;PRS
skärmar,skärm,0_12,V;ACT;IND;PRS,0_0,ADJ;DEF;COMPV
drivna,driva,2_7,ADJ;INDF;PL,2_10,?
byggande,bygges,1_4,?,1_8,N;DEF;GEN;PL
bärarna,bärare,0_10,N;DEF;NOM;PL,0_1,ADJ;INDF;MASC+FEM;SG;COMPV
förbannar,förbanna,0_12,V;ACT;IND;PRS,0_14,V;IMP
berit,beror,2_8,?,2_13,ADJ;INDF;PL;SPRL
kallades,kall,0_15,V;PASS;IND;PST,0_0,ADJ;DEF;COMPV
föröda,förödd,1_2,V;ACT;NFIN,1_0,ADJ;DEF;MASC;SG;SPRL
terebinter,terebint,2_5,N;INDF;NOM;PL,2_0,N;INDF;NOM;SG
svartsjuk,svartsjuka,1_6,ADJ;INDF;MASC+FEM;SG,1_2,V;ACT;NFIN
underkastade,underkastat,0_11,V;ACT;IND;PST,0_13,V.CVB;ACT
mottages,mottagit,2_11,?,2_8,?
förhärligar,förhärligande,0_12,V;ACT;IND;PRS,0_9,V.PTCP;PRS
spotten,spottade,0_2,?,0_11,V;ACT;IND;PST
skonas,skonat,0_5,V;PASS;IND;PRS,0_13,V.CVB;ACT
överheter,överhet,2_5,N;INDF;NOM;PL,2_0,N;INDF;NOM;SG
beröven,beröva,0_2,?,0_14,V;IMP
byggt,byggde,1_9,ADJ;INDF;NEUT;SG,1_1,ADJ;DEF;MASC;SG
förgård,förgården,0_0,ADJ;DEF;COMPV,0_2,?
kuva,kuvat,0_14,V;IMP,0_13,V.CVB;ACT
ödmjuken,ödmjukad,0_2,?,0_7,V.PTCP;PST
spärrad,spärra,0_7,V.PTCP;PST,0_14,V;IMP
behåller,behållna,2_5,N;INDF;NOM;PL,2_7,ADJ;INDF;PL
marks,marker,2_2,N;INDF;GEN;SG,2_5,N;INDF;NOM;PL
retas,retades,0_5,V;PASS;IND;PRS,0_15,V;PASS;IND;PST
balak,balaks,2_0,N;INDF;NOM;SG,2_2,N;INDF;GEN;SG
likt,lik,1_9,ADJ;INDF;NEUT;SG,1_6,ADJ;INDF;MASC+FEM;SG
förbittrades,förbittras,0_15,V;PASS;IND;PST,0_5,V;PASS;IND;PRS
utplundrad,utplundrade,0_7,V.PTCP;PST,0_11,V;ACT;IND;PST
böj,böja,1_6,ADJ;INDF;MASC+FEM;SG,1_2,V;ACT;NFIN
himlakropparna,himlakroppar,0_10,N;DEF;NOM;PL,0_12,V;ACT;IND;PRS
stänkes,stänkte,1_8,N;DEF;GEN;PL,1_1,ADJ;DEF;MASC;SG
begiven,begiva,2_1,N;DEF;NOM;SG,2_10,?
ståthållarna,ståthållare,2_7,ADJ;INDF;PL,2_0,N;INDF;NOM;SG
förtryckt,förtryckte,1_9,ADJ;INDF;NEUT;SG,1_1,ADJ;DEF;MASC;SG
bosätten,bosätta,0_2,?,0_14,V;IMP
dagen,dagades,0_2,?,0_15,V;PASS;IND;PST
tröstade,trösten,0_11,V;ACT;IND;PST,0_2,?
inympade,inympad,0_11,V;ACT;IND;PST,0_7,V.PTCP;PST
häpnade,häpnad,0_11,V;ACT;IND;PST,0_7,V.PTCP;PST
frågat,frågen,0_13,V.CVB;ACT,0_2,?
gömd,gömde,1_0,ADJ;DEF;MASC;SG;SPRL,1_1,ADJ;DEF;MASC;SG
påstån,påstå,1_3,?,1_6,ADJ;INDF;MASC+FEM;SG
svält,svälta,1_6,ADJ;INDF;MASC+FEM;SG,1_2,V;ACT;NFIN
rycke,ryckes,1_0,ADJ;DEF;MASC;SG;SPRL,1_8,N;DEF;GEN;PL
tillslutit,tillsluten,2_8,?,2_1,N;DEF;NOM;SG
sönderbrytas,sönderbryta,1_12,V;PASS;NFIN,1_2,V;ACT;NFIN
förblindade,förblindat,0_11,V;ACT;IND;PST,0_13,V.CVB;ACT
kransar,krans,0_12,V;ACT;IND;PRS,0_0,ADJ;DEF;COMPV
inympa,inympas,0_14,V;IMP,0_5,V;PASS;IND;PRS
sända,sändes,1_2,V;ACT;NFIN,1_8,N;DEF;GEN;PL
ärade,ära,0_11,V;ACT;IND;PST,0_14,V;IMP
gödda,göden,1_15,ADJ;DEF,1_3,?
ryckes,rycke,1_8,N;DEF;GEN;PL,1_0,ADJ;DEF;MASC;SG;SPRL
begär,begärt,1_6,ADJ;INDF;MASC+FEM;SG,1_9,ADJ;INDF;NEUT;SG
förstöres,förstöra,1_8,N;DEF;GEN;PL,1_2,V;ACT;NFIN
kämpar,kämpa,0_12,V;ACT;IND;PRS,0_14,V;IMP
rådfrågar,rådfrågat,0_12,V;ACT;IND;PRS,0_13,V.CVB;ACT
tågar,tåga,0_12,V;ACT;IND;PRS,0_14,V;IMP
märka,märkt,1_2,V;ACT;NFIN,1_9,ADJ;INDF;NEUT;SG
red,redde,1_6,ADJ;INDF;MASC+FEM;SG,1_1,ADJ;DEF;MASC;SG
överlämnad,överlämnades,0_7,V.PTCP;PST,0_15,V;PASS;IND;PST
skaffa,skaffat,0_14,V;IMP,0_13,V.CVB;ACT
förblive,förbliver,2_0,N;INDF;NOM;SG,2_5,N;INDF;NOM;PL
läs,läsas,1_6,ADJ;INDF;MASC+FEM;SG,1_12,V;PASS;NFIN
fylla,fyll,1_2,V;ACT;NFIN,1_6,ADJ;INDF;MASC+FEM;SG
anklagare,anklagen,0_1,ADJ;INDF;MASC+FEM;SG;COMPV,0_2,?
röra,rörande,1_2,V;ACT;NFIN,1_4,?
blodsförvant,blodsförvants,2_0,N;INDF;NOM;SG,2_2,N;INDF;GEN;SG
skinnar,skinnet,0_12,V;ACT;IND;PRS,0_3,ADJ;INDF;MASC+FEM;SG;SPRL
jordråttorna,jordråttan,2_12,?,2_0,N;INDF;NOM;SG
sattes,satta,1_8,N;DEF;GEN;PL,1_2,V;ACT;NFIN
styrke,styrka,1_0,ADJ;DEF;MASC;SG;SPRL,1_2,V;ACT;NFIN
dräpt,dräpen,1_9,ADJ;INDF;NEUT;SG,1_3,?
räknades,räkne,0_15,V;PASS;IND;PST,0_0,ADJ;DEF;COMPV
tycka,tyckes,1_2,V;ACT;NFIN,1_8,N;DEF;GEN;PL
betyga,betygen,0_14,V;IMP,0_2,?
fördärvet,fördärvat,0_3,ADJ;INDF;MASC+FEM;SG;SPRL,0_13,V.CVB;ACT
gå,går,1_6,ADJ;INDF;MASC+FEM;SG,1_5,ADJ;INDF;NEUT;SG;SPRL
öga,ögat,0_14,V;IMP,0_13,V.CVB;ACT
välsigna,välsignad,0_14,V;IMP,0_7,V.PTCP;PST
berätta,berättar,0_14,V;IMP,0_12,V;ACT;IND;PRS
förd,fören,1_0,ADJ;DEF;MASC;SG;SPRL,1_3,?
inrättades,inrättade,0_15,V;PASS;IND;PST,0_11,V;ACT;IND;PST
lidanden,lidandets,2_1,N;DEF;NOM;SG,2_15,?
lejonets,lejons,2_15,?,2_2,N;INDF;GEN;SG
brusa,brusande,0_14,V;IMP,0_9,V.PTCP;PRS
