src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,annotation
seldi,selduð,0_11,V;SBJV;PST;1;SG,0_1,V;IND;PST;2;PL
noti,nota,1_16,V;SBJV;PRS;3;PL,1_9,V;IND;PRS;3;PL
fái,fáum,1_16,V;SBJV;PRS;3;PL,1_13,V;SBJV;PRS;1;PL
svall,svalla,1_18,V;IMP;2;SG,1_9,V;IND;PRS;3;PL
heilagi,heilaga,0_11,V;SBJV;PST;1;SG,0_5,V;NFIN
helgið,helga,1_12,V;IMP;2;PL,1_9,V;IND;PRS;3;PL
góða,góðs,0_5,V;NFIN,0_14,?
eti,et,1_16,V;SBJV;PRS;3;PL,1_18,V;IMP;2;SG
klædda,klæddum,0_5,V;NFIN,0_6,V;IND;PRS;1;PL
sökuð,sökum,0_1,V;IND;PST;2;PL,0_6,V;IND;PRS;1;PL
frekari,frekara,1_16,V;SBJV;PRS;3;PL,1_9,V;IND;PRS;3;PL
illir,illra,0_4,V;SBJV;PST;2;SG,0_8,?
hreykið,hreyktu,1_12,V;IMP;2;PL,1_5,V;SBJV;PST;3;PL
öll,öllum,0_13,V;IND;PST;3;SG,0_6,V;IND;PRS;1;PL
veitast,veita,1_19,?,1_9,V;IND;PRS;3;PL
engin,engar,1_7,?,1_17,V;IND;PRS;2;SG
staðurinn,staðinn,4_1,?,4_15,?
leitið,leitist,1_12,V;IMP;2;PL,1_11,V;IND;PRS;2;PL
dómurinn,dómur,2_4,?,2_9,?
spádómur,spádóm,0_3,V;IND;PRS;3;SG,0_13,V;IND;PST;3;SG
hleypa,hleyp,1_9,V;IND;PRS;3;PL,1_18,V;IMP;2;SG
leiðtoga,leiðtogum,1_9,V;IND;PRS;3;PL,1_13,V;SBJV;PRS;1;PL
sæta,sætum,0_5,V;NFIN,0_6,V;IND;PRS;1;PL
þykja,þykir,1_2,?,1_4,V;SBJV;PRS;2;SG
flokk,flokkinn,4_10,N;INDF;NOM;SG,4_15,?
brauð,brauðin,2_7,N;INDF;ACC;SG,2_14,N;DEF;ACC;PL
haft,hafs,3_12,?,3_7,?
auðugi,auðuga,0_11,V;SBJV;PST;1;SG,0_5,V;NFIN
vorri,vors,0_0,?,0_14,?
sættum,sættir,1_13,V;SBJV;PRS;1;PL,1_4,V;SBJV;PRS;2;SG
legg,leggir,1_18,V;IMP;2;SG,1_4,V;SBJV;PRS;2;SG
fyrirgefi,fyrirgefur,1_16,V;SBJV;PRS;3;PL,1_6,?
smíðaði,smíði,1_3,V;SBJV;PST;3;SG,1_16,V;SBJV;PRS;3;PL
komið,koma,1_12,V;IMP;2;PL,1_9,V;IND;PRS;3;PL
þjáist,þjást,1_11,V;IND;PRS;2;PL,1_15,?
reisa,reisi,0_5,V;NFIN,0_11,V;SBJV;PST;1;SG
drýgt,drýgið,1_8,V.CVB,1_12,V;IMP;2;PL
sýnst,sýni,1_15,?,1_16,V;SBJV;PRS;3;PL
kraftar,krafti,2_13,?,2_15,N;INDF;DAT;SG
einlægt,einlægri,0_12,?,0_0,?
sýnir,sýni,1_4,V;SBJV;PRS;2;SG,1_16,V;SBJV;PRS;3;PL
breidd,breiddu,1_18,V;IMP;2;SG,1_10,?
elds,eldi,2_10,N;INDF;GEN;SG,2_15,N;INDF;DAT;SG
fullyrti,fullyrtu,0_11,V;SBJV;PST;1;SG,0_9,V;IND;PST;3;PL
söfnuðunum,söfnuðinn,4_13,N;DEF;DAT;PL,4_15,?
fávísu,fávísa,0_9,V;IND;PST;3;PL,0_5,V;NFIN
máttugri,máttugir,0_0,?,0_4,V;SBJV;PST;2;SG
muni,munaði,1_16,V;SBJV;PRS;3;PL,1_3,V;SBJV;PST;3;SG
fundin,fundar,4_11,N;DEF;NOM;PL,4_8,N;INDF;NOM;PL
fjallið,fjalli,2_0,N;DEF;NOM;SG,2_15,N;INDF;DAT;SG
hvíldardagurinn,hvíldardagsins,2_4,?,2_16,N;DEF;GEN;SG
forgengilega,forgengilegt,0_5,V;NFIN,0_12,?
semja,sem,3_8,?,3_0,V;IND;PRS;1;SG
fávísan,fávísa,0_2,V;SBJV;PST;1;PL,0_5,V;NFIN
fyrirgefin,fyrirgefum,1_7,?,1_13,V;SBJV;PRS;1;PL
fallið,falli,2_0,N;DEF;NOM;SG,2_15,N;INDF;DAT;SG
huldi,huldu,0_11,V;SBJV;PST;1;SG,0_9,V;IND;PST;3;PL
trúir,trúið,1_4,V;SBJV;PRS;2;SG,1_12,V;IMP;2;PL
brauð,brauðinu,2_7,N;INDF;ACC;SG,2_12,N;DEF;DAT;SG
heimurinn,heims,2_4,?,2_10,N;INDF;GEN;SG
neytt,neytir,1_8,V.CVB,1_4,V;SBJV;PRS;2;SG
ríkur,ríkið,1_6,?,1_12,V;IMP;2;PL
syndugs,syndugur,0_14,?,0_3,V;IND;PRS;3;SG
spekinganna,spekingum,4_3,N;DEF;GEN;PL,4_5,N;INDF;DAT;PL
kyrrir,kyrr,0_4,V;SBJV;PST;2;SG,0_13,V;IND;PST;3;SG
opinberast,opinberuð,1_19,?,1_1,?
sveitir,sveiti,0_4,V;SBJV;PST;2;SG,0_11,V;SBJV;PST;1;SG
vatni,vatnanna,2_15,N;INDF;DAT;SG,2_1,?
torgi,torgið,2_15,N;INDF;DAT;SG,2_0,N;DEF;NOM;SG
bú,búi,1_18,V;IMP;2;SG,1_16,V;SBJV;PRS;3;PL
villidýr,villidýrum,4_10,N;INDF;NOM;SG,4_5,N;INDF;DAT;PL
ávöxtunum,ávöxturinn,4_13,N;DEF;DAT;PL,4_1,?
ásjónu,ásjóna,0_9,V;IND;PST;3;PL,0_5,V;NFIN
prédikað,prédikar,1_0,?,1_17,V;IND;PRS;2;SG
þolinn,þolir,1_14,?,1_4,V;SBJV;PRS;2;SG
gefið,gefin,1_12,V;IMP;2;PL,1_7,?
manna,mann,3_6,?,3_10,?
lagðir,lagðar,0_4,V;SBJV;PST;2;SG,0_10,V.PTCP;PRS
mettur,metta,1_6,?,1_9,V;IND;PRS;3;PL
helgi,helgað,1_16,V;SBJV;PRS;3;PL,1_0,?
fóstraður,fóstraði,0_3,V;IND;PRS;3;SG,0_11,V;SBJV;PST;1;SG
hef,hefja,3_0,V;IND;PRS;1;SG,3_8,?
þegin,þegið,1_7,?,1_12,V;IMP;2;PL
styrk,styrkið,1_18,V;IMP;2;SG,1_12,V;IMP;2;PL
gera,gerir,1_9,V;IND;PRS;3;PL,1_4,V;SBJV;PRS;2;SG
dreif,dreifst,3_0,V;IND;PRS;1;SG,3_14,V;IND;PST;2;SG
hjálp,hjálpin,4_10,N;INDF;NOM;SG,4_11,N;DEF;NOM;PL
heilagt,heilagri,0_12,?,0_0,?
veitti,veittist,1_16,V;SBJV;PRS;3;PL,1_11,V;IND;PRS;2;PL
fæddu,fæddir,0_9,V;IND;PST;3;PL,0_4,V;SBJV;PST;2;SG
hin,hinum,0_13,V;IND;PST;3;SG,0_6,V;IND;PRS;1;PL
lærisveini,lærisveinn,2_15,N;INDF;DAT;SG,2_8,V;SBJV;PST;2;PL
hinar,hin,0_10,V.PTCP;PRS,0_13,V;IND;PST;3;SG
henni,hennar,1_16,V;SBJV;PRS;3;PL,1_17,V;IND;PRS;2;SG
óvirt,óvirtir,0_13,V;IND;PST;3;SG,0_4,V;SBJV;PST;2;SG
vegina,vegi,4_9,?,4_14,V;SBJV;PRS;3;SG
huggast,hugga,1_19,?,1_9,V;IND;PRS;3;PL
viljið,viljað,1_12,V;IMP;2;PL,1_0,?
heyrið,heyrast,1_12,V;IMP;2;PL,1_19,?
birtu,birtir,1_10,?,1_4,V;SBJV;PRS;2;SG
ritað,ritum,1_0,?,1_13,V;SBJV;PRS;1;PL
guðsins,guðs,2_16,N;DEF;GEN;SG,2_10,N;INDF;GEN;SG
hátíðina,hátíðar,4_9,?,4_8,N;INDF;NOM;PL
skækjur,skækjan,0_3,V;IND;PRS;3;SG,0_2,V;SBJV;PST;1;PL
orðs,orðinu,2_10,N;INDF;GEN;SG,2_12,N;DEF;DAT;SG
lýsi,lýsir,1_16,V;SBJV;PRS;3;PL,1_4,V;SBJV;PRS;2;SG
saka,sakar,1_9,V;IND;PRS;3;PL,1_17,V;IND;PRS;2;SG
bátur,bát,2_9,?,2_7,N;INDF;ACC;SG
báðar,báðum,0_10,V.PTCP;PRS,0_6,V;IND;PRS;1;PL
pál,páls,2_7,N;INDF;ACC;SG,2_10,N;INDF;GEN;SG
sunnanvindur,sunnanvind,0_3,V;IND;PRS;3;SG,0_13,V;IND;PST;3;SG
kunnur,kunn,0_3,V;IND;PRS;3;SG,0_13,V;IND;PST;3;SG
hold,holdsins,2_7,N;INDF;ACC;SG,2_16,N;DEF;GEN;SG
gullkerið,gullker,1_12,V;IMP;2;PL,1_18,V;IMP;2;SG
soninn,sonar,4_15,?,4_8,N;INDF;NOM;PL
glatt,glatist,1_8,V.CVB,1_11,V;IND;PRS;2;PL
fullar,fullir,0_10,V.PTCP;PRS,0_4,V;SBJV;PST;2;SG
hellum,hellið,1_13,V;SBJV;PRS;1;PL,1_12,V;IMP;2;PL
smiðurinn,smiður,2_4,?,2_9,?
góðan,góð,0_2,V;SBJV;PST;1;PL,0_13,V;IND;PST;3;SG
lít,líð,3_12,?,3_2,?
blessað,blessar,1_0,?,1_17,V;IND;PRS;2;SG
kvæntir,kvæntist,1_4,V;SBJV;PRS;2;SG,1_11,V;IND;PRS;2;PL
útlendinga,útlendingar,0_5,V;NFIN,0_10,V.PTCP;PRS
bréf,bréfa,2_7,N;INDF;ACC;SG,2_2,N;INDF;ACC;PL
hyggst,hygg,1_15,?,1_18,V;IMP;2;SG
verum,vert,0_6,V;IND;PRS;1;PL,0_12,?
svo,svona,3_0,V;IND;PRS;1;SG,3_6,?
hófi,hóf,3_0,V;IND;PRS;1;SG,3_0,V;IND;PRS;1;SG
tára,tárum,4_2,N;INDF;GEN;PL,4_5,N;INDF;DAT;PL
þessum,þessir,0_6,V;IND;PRS;1;PL,0_4,V;SBJV;PST;2;SG
gagns,gagn,2_10,N;INDF;GEN;SG,2_7,N;INDF;ACC;SG
slátrað,slátrið,1_0,?,1_12,V;IMP;2;PL
settuð,setti,1_1,?,1_16,V;SBJV;PRS;3;PL
tár,tárum,4_10,N;INDF;NOM;SG,4_5,N;INDF;DAT;PL
fæ,færa,3_0,V;IND;PRS;1;SG,3_9,?
símonar,símoni,4_8,N;INDF;NOM;PL,4_14,V;SBJV;PRS;3;SG
hermanna,hermanni,1_9,V;IND;PRS;3;PL,1_16,V;SBJV;PRS;3;PL
sæla,sæl,0_5,V;NFIN,0_13,V;IND;PST;3;SG
vegu,vegar,4_7,?,4_8,N;INDF;NOM;PL
ritningu,ritningar,4_7,?,4_8,N;INDF;NOM;PL
helgum,helgar,1_13,V;SBJV;PRS;1;PL,1_17,V;IND;PRS;2;SG
hestanna,hestum,4_3,N;DEF;GEN;PL,4_5,N;INDF;DAT;PL
fæddi,fæddir,0_11,V;SBJV;PST;1;SG,0_4,V;SBJV;PST;2;SG
ilmjurtir,ilmjurtunum,4_12,?,4_13,N;DEF;DAT;PL
miskunnað,miskunn,1_0,?,1_18,V;IMP;2;SG
vind,vindar,4_10,N;INDF;NOM;SG,4_8,N;INDF;NOM;PL
lítinn,lítt,1_14,?,1_8,V.CVB
sealtíels,sealtíel,3_7,?,3_0,V;IND;PRS;1;SG
borið,borin,1_12,V;IMP;2;PL,1_7,?
öfundið,öfundar,4_0,V;SBJV;PRS;2;PL,4_8,N;INDF;NOM;PL
aflað,aflaði,1_0,?,1_3,V;SBJV;PST;3;SG
vitur,vitað,1_6,?,1_0,?
leggi,leggur,1_16,V;SBJV;PRS;3;PL,1_6,?
hugarfari,hugarfar,2_15,N;INDF;DAT;SG,2_7,N;INDF;ACC;SG
lykli,lykla,1_16,V;SBJV;PRS;3;PL,1_9,V;IND;PRS;3;PL
kær,kærir,0_13,V;IND;PST;3;SG,0_4,V;SBJV;PST;2;SG
staðfestu,staðfesti,0_9,V;IND;PST;3;PL,0_11,V;SBJV;PST;1;SG
stríð,stríðið,2_7,N;INDF;ACC;SG,2_0,N;DEF;NOM;SG
æðri,æðra,1_16,V;SBJV;PRS;3;PL,1_9,V;IND;PRS;3;PL
réttlátir,réttlátu,0_4,V;SBJV;PST;2;SG,0_9,V;IND;PST;3;PL
samkundur,samkundu,4_4,?,4_7,?
ekkjur,ekkju,3_4,?,3_0,V;IND;PRS;1;SG
fullir,fullt,0_4,V;SBJV;PST;2;SG,0_12,?
missa,misst,1_9,V;IND;PRS;3;PL,1_8,V.CVB
brjótum,brjótið,1_13,V;SBJV;PRS;1;PL,1_12,V;IMP;2;PL
hendur,henda,0_3,V;IND;PRS;3;SG,0_5,V;NFIN
staður,staðin,4_4,?,4_11,N;DEF;NOM;PL
fullu,fullir,0_9,V;IND;PST;3;PL,0_4,V;SBJV;PST;2;SG
vort,voru,0_12,?,0_9,V;IND;PST;3;PL
greina,grein,4_2,N;INDF;GEN;PL,4_10,N;INDF;NOM;SG
erfiðar,erfiðið,1_17,V;IND;PRS;2;SG,1_12,V;IMP;2;PL
fyrirheitin,fyrirheitið,2_14,N;DEF;ACC;PL,2_0,N;DEF;NOM;SG
bræði,bræður,0_11,V;SBJV;PST;1;SG,0_3,V;IND;PRS;3;SG
haldist,hald,1_11,V;IND;PRS;2;PL,1_18,V;IMP;2;SG
sárt,sárum,1_8,V.CVB,1_13,V;SBJV;PRS;1;PL
fingri,fingrum,1_16,V;SBJV;PRS;3;PL,1_13,V;SBJV;PRS;1;PL
kvarta,kvartið,1_9,V;IND;PRS;3;PL,1_12,V;IMP;2;PL
byrði,byrðar,1_16,V;SBJV;PRS;3;PL,1_17,V;IND;PRS;2;SG
komið,kominn,1_12,V;IMP;2;PL,1_14,?
priskillu,priskilla,0_9,V;IND;PST;3;PL,0_5,V;NFIN
birtum,birtist,1_13,V;SBJV;PRS;1;PL,1_11,V;IND;PRS;2;PL
róið,róað,1_12,V;IMP;2;PL,1_0,?
konungi,konungur,2_15,N;INDF;DAT;SG,2_9,?
umvöndun,umvöndunar,4_10,N;INDF;NOM;SG,4_8,N;INDF;NOM;PL
spotta,spotti,1_9,V;IND;PRS;3;PL,1_16,V;SBJV;PRS;3;PL
kraftinn,krafturinn,2_11,N;DEF;ACC;SG,2_4,?
hrópa,hrópaði,1_9,V;IND;PRS;3;PL,1_3,V;SBJV;PST;3;SG
brauðunum,brauðið,2_6,?,2_0,N;DEF;NOM;SG
kornelíusar,kornelíus,4_8,N;INDF;NOM;PL,4_10,N;INDF;NOM;SG
heita,heitar,1_9,V;IND;PRS;3;PL,1_17,V;IND;PRS;2;SG
illar,illu,0_10,V.PTCP;PRS,0_9,V;IND;PST;3;PL
hættu,hætti,1_10,?,1_16,V;SBJV;PRS;3;PL
filippusar,filippus,4_8,N;INDF;NOM;PL,4_10,N;INDF;NOM;SG
skikkjum,skikkjunum,4_5,N;INDF;DAT;PL,4_13,N;DEF;DAT;PL
takir,taki,1_4,V;SBJV;PRS;2;SG,1_16,V;SBJV;PRS;3;PL
ógnum,ógn,0_6,V;IND;PRS;1;PL,0_13,V;IND;PST;3;SG
drukkin,drukku,4_11,N;DEF;NOM;PL,4_7,?
einir,eini,0_4,V;SBJV;PST;2;SG,0_11,V;SBJV;PST;1;SG
krossfestur,krossfesti,0_3,V;IND;PRS;3;SG,0_11,V;SBJV;PST;1;SG
grein,greina,4_10,N;INDF;NOM;SG,4_2,N;INDF;GEN;PL
hafi,hafra,3_0,V;IND;PRS;1;SG,3_9,?
berum,berst,1_13,V;SBJV;PRS;1;PL,1_15,?
leið,les,3_3,?,3_7,?
lindin,lindir,4_11,N;DEF;NOM;PL,4_12,?
lesið,lesinn,1_12,V;IMP;2;PL,1_14,?
launanna,launin,4_3,N;DEF;GEN;PL,4_11,N;DEF;NOM;PL
reynir,reynist,1_4,V;SBJV;PRS;2;SG,1_11,V;IND;PRS;2;PL
heimsins,heims,2_16,N;DEF;GEN;SG,2_10,N;INDF;GEN;SG
dóms,dómsins,2_10,N;INDF;GEN;SG,2_16,N;DEF;GEN;SG
viljinn,viljir,1_14,?,1_4,V;SBJV;PRS;2;SG
sjálfum,sjálf,0_6,V;IND;PRS;1;PL,0_13,V;IND;PST;3;SG
þakka,þakkaði,1_9,V;IND;PRS;3;PL,1_3,V;SBJV;PST;3;SG
fyrirheit,fyrirheitið,2_7,N;INDF;ACC;SG,2_0,N;DEF;NOM;SG
júdasar,júdas,4_8,N;INDF;NOM;PL,4_10,N;INDF;NOM;SG
slíkan,slíkri,0_2,V;SBJV;PST;1;PL,0_0,?
mörk,mörkum,4_10,N;INDF;NOM;SG,4_5,N;INDF;DAT;PL
fáir,fát,1_4,V;SBJV;PRS;2;SG,1_8,V.CVB
ósýrðir,ósýrðu,0_4,V;SBJV;PST;2;SG,0_9,V;IND;PST;3;PL
hefðu,hefði,0_9,V;IND;PST;3;PL,0_11,V;SBJV;PST;1;SG
norðan,norðri,0_2,V;SBJV;PST;1;PL,0_0,?
orðum,orðunum,2_3,?,2_6,?
eiðurinn,eiða,2_4,?,2_2,N;INDF;ACC;PL
jason,jasonar,4_10,N;INDF;NOM;SG,4_8,N;INDF;NOM;PL
sýni,sýn,1_16,V;SBJV;PRS;3;PL,1_18,V;IMP;2;SG
þorpum,þorpi,2_3,?,2_15,N;INDF;DAT;SG
fjársjóð,fjársjóði,0_13,V;IND;PST;3;SG,0_11,V;SBJV;PST;1;SG
meistara,meistarar,1_9,V;IND;PRS;3;PL,1_17,V;IND;PRS;2;SG
líflát,líflátið,2_7,N;INDF;ACC;SG,2_0,N;DEF;NOM;SG
ofsóttir,ofsóttu,0_4,V;SBJV;PST;2;SG,0_9,V;IND;PST;3;PL
heilagar,heilagra,0_10,V.PTCP;PRS,0_8,?
munt,muni,1_8,V.CVB,1_16,V;SBJV;PRS;3;PL
heilagur,heilaga,0_3,V;IND;PRS;3;SG,0_5,V;NFIN
hreinu,hreint,0_9,V;IND;PST;3;PL,0_12,?
kaupi,kaupir,1_16,V;SBJV;PRS;3;PL,1_4,V;SBJV;PRS;2;SG
himnum,himna,4_5,N;INDF;DAT;PL,4_2,N;INDF;GEN;PL
fátækt,fátækum,0_12,?,0_6,V;IND;PRS;1;PL
stritað,strita,1_0,?,1_9,V;IND;PRS;3;PL
auðsýna,auðsýnið,1_9,V;IND;PRS;3;PL,1_12,V;IMP;2;PL
trúið,trúu,1_12,V;IMP;2;PL,1_10,?
sleppir,sleppt,1_4,V;SBJV;PRS;2;SG,1_8,V.CVB
þungan,þungur,0_2,V;SBJV;PST;1;PL,0_3,V;IND;PRS;3;SG
hóp,hópa,4_10,N;INDF;NOM;SG,4_2,N;INDF;GEN;PL
sekan,sekur,0_2,V;SBJV;PST;1;PL,0_3,V;IND;PRS;3;SG
svar,svarið,1_18,V;IMP;2;SG,1_12,V;IMP;2;PL
tala,talast,1_9,V;IND;PRS;3;PL,1_19,?
orðunum,orð,2_6,?,2_7,N;INDF;ACC;SG
snúa,snúum,1_9,V;IND;PRS;3;PL,1_13,V;SBJV;PRS;1;PL
stundið,stundu,4_0,V;SBJV;PRS;2;PL,4_7,?
reynum,reynir,1_13,V;SBJV;PRS;1;PL,1_4,V;SBJV;PRS;2;SG
fæð,færi,3_2,?,3_1,V;SBJV;PRS;1;SG
frelsi,frelsa,1_16,V;SBJV;PRS;3;PL,1_9,V;IND;PRS;3;PL
fullreyndur,fullreynd,4_4,?,4_10,N;INDF;NOM;SG
gætuð,gætt,1_1,?,1_8,V.CVB
heimsins,heim,2_16,N;DEF;GEN;SG,2_7,N;INDF;ACC;SG
skrýði,skrýðast,1_16,V;SBJV;PRS;3;PL,1_19,?
vís,vísið,1_18,V;IMP;2;SG,1_12,V;IMP;2;PL
vegsamlegan,vegsamlegur,0_2,V;SBJV;PST;1;PL,0_3,V;IND;PRS;3;SG
valdið,valdi,1_12,V;IMP;2;PL,1_16,V;SBJV;PRS;3;PL
efast,ef,1_19,?,1_18,V;IMP;2;SG
tókst,tóku,1_15,?,1_10,?
góðar,góðri,0_10,V.PTCP;PRS,0_0,?
aflaði,afl,1_3,V;SBJV;PST;3;SG,1_18,V;IMP;2;SG
fulla,fullir,0_5,V;NFIN,0_4,V;SBJV;PST;2;SG
helgu,helguð,1_10,?,1_1,?
hræddir,hræddur,0_4,V;SBJV;PST;2;SG,0_3,V;IND;PRS;3;SG
spotta,spottað,1_9,V;IND;PRS;3;PL,1_0,?
bindi,bind,1_16,V;SBJV;PRS;3;PL,1_18,V;IMP;2;SG
lífláts,líflátið,2_10,N;INDF;GEN;SG,2_0,N;DEF;NOM;SG
faríseinn,farísei,4_15,?,4_14,V;SBJV;PRS;3;SG
smyrsl,smyrslum,4_10,N;INDF;NOM;SG,4_5,N;INDF;DAT;PL
sá,sáu,3_0,V;IND;PRS;1;SG,3_13,?
vatna,vatni,2_2,N;INDF;ACC;PL,2_15,N;INDF;DAT;SG
birtist,birti,1_11,V;IND;PRS;2;PL,1_16,V;SBJV;PRS;3;PL
gamalíels,gamalíel,3_7,?,3_0,V;IND;PRS;1;SG
vegið,vega,4_0,V;SBJV;PRS;2;PL,4_2,N;INDF;GEN;PL
sonur,sonurinn,4_4,?,4_1,?
tilheyra,tilheyrum,1_9,V;IND;PRS;3;PL,1_13,V;SBJV;PRS;1;PL
flóðið,flóði,1_12,V;IMP;2;PL,1_16,V;SBJV;PRS;3;PL
reykurinn,reykur,2_4,?,2_9,?
einlægum,einlæglega,0_6,V;IND;PRS;1;PL,0_7,?
tvístrist,tvístrar,1_11,V;IND;PRS;2;PL,1_17,V;IND;PRS;2;SG
hagi,hagað,1_16,V;SBJV;PRS;3;PL,1_0,?
brauðunum,brauði,2_6,?,2_15,N;INDF;DAT;SG
ætlað,ætlið,1_0,?,1_12,V;IMP;2;PL
ógn,ógnir,0_13,V;IND;PST;3;SG,0_4,V;SBJV;PST;2;SG
forðabúr,forðabúri,2_7,N;INDF;ACC;SG,2_15,N;INDF;DAT;SG
lærast,læra,1_19,?,1_9,V;IND;PRS;3;PL
innan,innt,0_2,V;SBJV;PST;1;PL,0_12,?
tali,talast,1_16,V;SBJV;PRS;3;PL,1_19,?
selja,selur,1_2,?,1_6,?
skipinu,skipanna,2_12,N;DEF;DAT;SG,2_1,?
sjúkan,sjúka,0_2,V;SBJV;PST;1;PL,0_5,V;NFIN
einlæg,einlægri,0_13,V;IND;PST;3;SG,0_0,?
tvílyndu,tvílyndur,3_0,V;IND;PRS;1;SG,3_4,?
haft,hafið,3_12,?,3_3,?
miskunnar,miskunn,1_17,V;IND;PRS;2;SG,1_18,V;IMP;2;SG
fyrirgefið,fyrirgefur,1_12,V;IMP;2;PL,1_6,?
tilreiknuð,tilreiknast,1_1,?,1_19,?
leggir,leggur,1_4,V;SBJV;PRS;2;SG,1_6,?
öðli,öðlast,1_16,V;SBJV;PRS;3;PL,1_19,?
góði,góðir,0_11,V;SBJV;PST;1;SG,0_4,V;SBJV;PST;2;SG
sumar,sum,0_10,V.PTCP;PRS,0_13,V;IND;PST;3;SG
heilagan,heilagt,0_2,V;SBJV;PST;1;PL,0_12,?
söfnuðinn,söfnuðurinn,4_15,?,4_1,?
tímum,tímanna,4_5,N;INDF;DAT;PL,4_3,N;DEF;GEN;PL
kallað,kallið,1_0,?,1_12,V;IMP;2;PL
bönd,böndin,4_10,N;INDF;NOM;SG,4_11,N;DEF;NOM;PL
fyrirlítið,fyrirlítur,1_12,V;IMP;2;PL,1_6,?
gyðingar,gyðingi,2_13,?,2_15,N;INDF;DAT;SG
þessum,þessar,0_6,V;IND;PRS;1;PL,0_10,V.PTCP;PRS
lífs,lífi,2_10,N;INDF;GEN;SG,2_15,N;INDF;DAT;SG
skýla,skýlu,0_5,V;NFIN,0_9,V;IND;PST;3;PL
tárum,tár,4_5,N;INDF;DAT;PL,4_10,N;INDF;NOM;SG
dæmir,dæmi,1_4,V;SBJV;PRS;2;SG,1_16,V;SBJV;PRS;3;PL
dýrsins,dýr,2_16,N;DEF;GEN;SG,2_7,N;INDF;ACC;SG
meint,meina,1_8,V.CVB,1_9,V;IND;PRS;3;PL
talinn,talaði,1_14,?,1_3,V;SBJV;PST;3;SG
vegna,vegina,4_6,?,4_9,?
illan,illi,0_2,V;SBJV;PST;1;PL,0_11,V;SBJV;PST;1;SG
tjaldbúðir,tjaldbúðin,4_12,?,4_11,N;DEF;NOM;PL
sigursveigurinn,sigursveiginn,2_4,?,2_11,N;DEF;ACC;SG
fiskinn,fiskurinn,4_15,?,4_1,?
veitið,veitist,1_12,V;IMP;2;PL,1_11,V;IND;PRS;2;PL
útvalda,útvaldi,1_9,V;IND;PRS;3;PL,1_16,V;SBJV;PRS;3;PL
slík,slíka,0_13,V;IND;PST;3;SG,0_5,V;NFIN
ritning,ritningum,4_10,N;INDF;NOM;SG,4_5,N;INDF;DAT;PL
gáfa,gáfuð,0_5,V;NFIN,0_1,V;IND;PST;2;PL
vill,villst,1_18,V;IMP;2;SG,1_15,?
sáu,sá,3_13,?,3_0,V;IND;PRS;1;SG
óhlýðnist,óhlýðnu,1_11,V;IND;PRS;2;PL,1_10,?
varp,varpi,1_18,V;IMP;2;SG,1_16,V;SBJV;PRS;3;PL
frjálsir,frjálsu,0_4,V;SBJV;PST;2;SG,0_9,V;IND;PST;3;PL
