src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,annotation
entsetzet,entsetzten,0_14,V;SBJV;PRS;2;PL,0_8,V;SBJV;PST;3;PL
dürft,dürfen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN
raubt,raube,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
seiten,seist,0_8,V;SBJV;PST;3;PL,0_3,V;IND;PRS;2;SG
demütige,demütigt,0_10,V;SBJV;PRS;1;SG,0_12,V;IND;PRS;2;PL
freche,frechen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
wärst,wäre,0_3,V;IND;PRS;2;SG,0_10,V;SBJV;PRS;1;SG
demütigen,demütigte,0_0,V;NFIN,0_4,V;SBJV;PST;3;SG
austraten,austrat,0_0,V;NFIN,0_13,V;IMP;2;SG
gebots,gebote,0_9,V;IND;PRS;3;SG,0_10,V;SBJV;PRS;1;SG
jemandes,jemand,0_11,?,0_13,V;IMP;2;SG
steig,steiget,0_13,V;IMP;2;SG,0_14,V;SBJV;PRS;2;PL
antworten,antworte,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
nimm,nimmst,0_13,V;IMP;2;SG,0_3,V;IND;PRS;2;SG
neu,neuer,0_13,V;IMP;2;SG,0_7,V;IND;PST;3;SG
wüst,wüstes,0_13,V;IMP;2;SG,0_11,?
kina,kiniter,1_2,?,1_3,?
hingehet,hingeht,0_14,V;SBJV;PRS;2;PL,0_12,V;IND;PRS;2;PL
fremden,fremdem,0_0,V;NFIN,0_2,?
welken,welke,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
versündige,versündigten,0_10,V;SBJV;PRS;1;SG,0_8,V;SBJV;PST;3;PL
schießt,schieße,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
erhöhte,erhöhung,0_4,V;SBJV;PST;3;SG,0_1,?
verstört,verstörer,0_12,V;IND;PRS;2;PL,0_7,V;IND;PST;3;SG
beklagt,beklagte,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG
mehr,mehret,0_13,V;IMP;2;SG,0_14,V;SBJV;PRS;2;PL
christ,christe,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG
anrührten,anrührte,0_8,V;SBJV;PST;3;PL,0_4,V;SBJV;PST;3;SG
erforschen,erforsche,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
sehern,sehe,0_6,V;SBJV;PRS;1;PL,0_10,V;SBJV;PRS;1;SG
unbekannten,unbekannte,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
erhöhe,erhöhte,0_10,V;SBJV;PRS;1;SG,0_4,V;SBJV;PST;3;SG
tolles,tolle,0_11,?,0_10,V;SBJV;PRS;1;SG
flüchtigen,flüchtig,0_0,V;NFIN,0_13,V;IMP;2;SG
betastet,betaste,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
derselben,derselbe,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
beriefen,berief,0_0,V;NFIN,0_13,V;IMP;2;SG
gottloser,gottloses,0_7,V;IND;PST;3;SG,0_11,?
überschwengliche,überschwenglichen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
mahaths,mahath,1_0,?,1_5,V;SBJV;PST;2;PL
werken,werke,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
steiget,steig,0_14,V;SBJV;PRS;2;PL,0_13,V;IMP;2;SG
wirte,wirst,0_4,V;SBJV;PST;3;SG,0_3,V;IND;PRS;2;SG
schöpfte,schöpf,0_4,V;SBJV;PST;3;SG,0_13,V;IMP;2;SG
heiße,heißes,0_10,V;SBJV;PRS;1;SG,0_11,?
ersäufte,ersäuft,0_4,V;SBJV;PST;3;SG,0_12,V;IND;PRS;2;PL
bewahret,bewahrst,0_14,V;SBJV;PRS;2;PL,0_3,V;IND;PRS;2;SG
ermahnte,ermahnen,0_4,V;SBJV;PST;3;SG,0_0,V;NFIN
versiege,versiegen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
haderern,hadere,0_6,V;SBJV;PRS;1;PL,0_10,V;SBJV;PRS;1;SG
suchet,suche,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
dicke,dicken,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
leuchter,leuchten,0_7,V;IND;PST;3;SG,0_0,V;NFIN
wild,wilder,0_13,V;IMP;2;SG,0_7,V;IND;PST;3;SG
folget,folgt,0_14,V;SBJV;PRS;2;PL,0_12,V;IND;PRS;2;PL
gedenket,gedenkest,0_14,V;SBJV;PRS;2;PL,0_5,V;SBJV;PRS;2;SG
streit,streite,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG
entweihen,entweihte,0_0,V;NFIN,0_4,V;SBJV;PST;3;SG
sorgen,sorget,0_0,V;NFIN,0_14,V;SBJV;PRS;2;PL
bollwerk,bollwerke,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG
fleisch,fleische,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG
laß,laßt,0_13,V;IMP;2;SG,0_12,V;IND;PRS;2;PL
setzt,setzest,0_12,V;IND;PRS;2;PL,0_5,V;SBJV;PRS;2;SG
meselemja,meselemjas,1_5,V;SBJV;PST;2;PL,1_0,?
verzehre,verzehrt,0_10,V;SBJV;PRS;1;SG,0_12,V;IND;PRS;2;PL
hingehet,hingehen,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN
ob,oben,0_13,V;IMP;2;SG,0_0,V;NFIN
kriegt,kriegten,0_12,V;IND;PRS;2;PL,0_8,V;SBJV;PST;3;PL
auflegt,auflege,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
angesicht,angesichts,0_13,V;IMP;2;SG,0_9,V;IND;PRS;3;SG
faulen,faule,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
schweigen,schweigst,0_0,V;NFIN,0_3,V;IND;PRS;2;SG
sitzt,sitzest,0_12,V;IND;PRS;2;PL,0_5,V;SBJV;PRS;2;SG
möge,mögest,0_10,V;SBJV;PRS;1;SG,0_5,V;SBJV;PRS;2;SG
ratschlag,ratschlagte,0_13,V;IMP;2;SG,0_4,V;SBJV;PST;3;SG
nehemia,nehemias,1_5,V;SBJV;PST;2;PL,1_0,?
betet,bete,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
unbeschnitten,unbeschnittene,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG
lies,liesest,0_13,V;IMP;2;SG,0_5,V;SBJV;PRS;2;SG
behaltet,behalte,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
auferstehen,auferstehe,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
förderung,fördern,0_1,?,0_0,V;NFIN
darniederliegt,darniederliegen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN
schwarzen,schwarzes,0_0,V;NFIN,0_11,?
gebieter,gebiet,0_7,V;IND;PST;3;SG,0_13,V;IMP;2;SG
streiche,streichen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
auskommt,auskommen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN
solang,solange,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG
ergebt,ergeben,0_12,V;IND;PRS;2;PL,0_0,V;NFIN
rehabeams,rehabeam,1_0,?,1_5,V;SBJV;PST;2;PL
gelegen,gelegt,0_0,V;NFIN,0_12,V;IND;PRS;2;PL
toben,tobten,0_0,V;NFIN,0_8,V;SBJV;PST;3;PL
demütigst,demütig,0_3,V;IND;PRS;2;SG,0_13,V;IMP;2;SG
oben,obst,0_0,V;NFIN,0_3,V;IND;PRS;2;SG
krieg,krieget,0_13,V;IMP;2;SG,0_14,V;SBJV;PRS;2;PL
fordert,forderst,0_12,V;IND;PRS;2;PL,0_3,V;IND;PRS;2;SG
verachteter,verachteten,0_7,V;IND;PST;3;SG,0_0,V;NFIN
kleine,klein,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG
krumme,krummen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
böses,böser,0_11,?,0_7,V;IND;PST;3;SG
besamt,besamen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN
ephrath,ephraths,0_13,V;IMP;2;SG,0_9,V;IND;PRS;3;SG
klaue,klauen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
aßet,aß,0_14,V;SBJV;PRS;2;PL,0_13,V;IMP;2;SG
ansagten,ansagen,0_8,V;SBJV;PST;3;PL,0_0,V;NFIN
zeigen,zeige,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
tägliches,täglichem,0_11,?,0_2,?
herausgeht,herausgehe,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
frischen,frisches,0_0,V;NFIN,0_11,?
bergen,berge,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
vergessest,vergesse,0_5,V;SBJV;PRS;2;SG,0_10,V;SBJV;PRS;1;SG
schwarze,schwarzes,0_10,V;SBJV;PRS;1;SG,0_11,?
regt,regen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN
speiest,speiet,0_5,V;SBJV;PRS;2;SG,0_14,V;SBJV;PRS;2;PL
gebotest,gebotes,0_5,V;SBJV;PRS;2;SG,0_11,?
würdest,würdet,0_5,V;SBJV;PRS;2;SG,0_14,V;SBJV;PRS;2;PL
liebe,liebes,0_10,V;SBJV;PRS;1;SG,0_11,?
schläft,schläfer,0_12,V;IND;PRS;2;PL,0_7,V;IND;PST;3;SG
tags,tag,0_9,V;IND;PRS;3;SG,0_13,V;IMP;2;SG
unreiner,unreinen,0_7,V;IND;PST;3;SG,0_0,V;NFIN
großen,große,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
grünes,grünen,0_11,?,0_0,V;NFIN
brichst,brich,0_3,V;IND;PRS;2;SG,0_13,V;IMP;2;SG
kurzem,kurz,0_2,?,0_13,V;IMP;2;SG
arbeite,arbeiten,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
anbetet,anbeten,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN
graute,graue,0_4,V;SBJV;PST;3;SG,0_10,V;SBJV;PRS;1;SG
buchen,buches,0_0,V;NFIN,0_11,?
verkündigte,verkündigten,0_4,V;SBJV;PST;3;SG,0_8,V;SBJV;PST;3;PL
fast,fastet,0_13,V;IMP;2;SG,0_14,V;SBJV;PRS;2;PL
köstliches,köstlichern,0_11,?,0_6,V;SBJV;PRS;1;PL
ziegenhaar,ziegenhaare,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG
prächtigen,prächtige,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
flucht,fluchet,0_12,V;IND;PRS;2;PL,0_14,V;SBJV;PRS;2;PL
vergreifung,vergreifst,0_1,?,0_3,V;IND;PRS;2;SG
nachwandelt,nachwandelte,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG
jemanden,jemandes,0_0,V;NFIN,0_11,?
assur,assuriter,1_5,V;SBJV;PST;2;PL,1_3,?
warten,war,0_8,V;SBJV;PST;3;PL,0_13,V;IMP;2;SG
jung,junge,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG
nachjagen,nachjage,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
mögst,mögt,0_3,V;IND;PRS;2;SG,0_12,V;IND;PRS;2;PL
andere,anderes,0_10,V;SBJV;PRS;1;SG,0_11,?
nirgend,nirgends,1_5,V;SBJV;PST;2;PL,1_0,?
jüngerer,jüngeren,0_7,V;IND;PST;3;SG,0_0,V;NFIN
stärkten,stärkte,0_8,V;SBJV;PST;3;PL,0_4,V;SBJV;PST;3;SG
eide,eid,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG
zugehört,zugehör,0_12,V;IND;PRS;2;PL,0_13,V;IMP;2;SG
vergeudung,vergeudet,0_1,?,0_14,V;SBJV;PRS;2;PL
sondert,sonderte,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG
schlafe,schlaft,0_10,V;SBJV;PRS;1;SG,0_12,V;IND;PRS;2;PL
dienern,dienten,0_6,V;SBJV;PRS;1;PL,0_8,V;SBJV;PST;3;PL
sänften,sänfte,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
fürchten,fürchte,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
weissager,weissagten,0_7,V;IND;PST;3;SG,0_8,V;SBJV;PST;3;PL
krank,kranken,0_13,V;IMP;2;SG,0_0,V;NFIN
treuen,treuer,0_0,V;NFIN,0_7,V;IND;PST;3;SG
schwimmer,schwimmst,0_7,V;IND;PST;3;SG,0_3,V;IND;PRS;2;SG
treffen,trefft,0_0,V;NFIN,0_12,V;IND;PRS;2;PL
heilsamen,heilsamem,0_0,V;NFIN,0_2,?
scharlachfarbene,scharlachfarbener,0_10,V;SBJV;PRS;1;SG,0_7,V;IND;PST;3;SG
ephraimiter,ephraims,1_3,?,1_0,?
säugte,säuge,0_4,V;SBJV;PST;3;SG,0_10,V;SBJV;PRS;1;SG
prüfe,prüften,0_10,V;SBJV;PRS;1;SG,0_8,V;SBJV;PST;3;PL
verkaufet,verkaufte,0_14,V;SBJV;PRS;2;PL,0_4,V;SBJV;PST;3;SG
haderte,haders,0_4,V;SBJV;PST;3;SG,0_9,V;IND;PRS;3;SG
stirb,stirbst,0_13,V;IMP;2;SG,0_3,V;IND;PRS;2;SG
suchest,suchen,0_5,V;SBJV;PRS;2;SG,0_0,V;NFIN
breche,brechet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL
ansehet,anseht,0_14,V;SBJV;PRS;2;PL,0_12,V;IND;PRS;2;PL
scharfer,scharfe,0_7,V;IND;PST;3;SG,0_10,V;SBJV;PRS;1;SG
reifem,reife,0_2,?,0_10,V;SBJV;PRS;1;SG
opfer,opferten,0_13,V;IMP;2;SG,0_8,V;SBJV;PST;3;PL
wäldern,wälder,1_4,V;IND;PRS;3;PL,1_5,V;SBJV;PST;2;PL
starker,starke,0_7,V;IND;PST;3;SG,0_10,V;SBJV;PRS;1;SG
forschte,forsche,0_4,V;SBJV;PST;3;SG,0_10,V;SBJV;PRS;1;SG
erfahrung,erfahre,0_1,?,0_10,V;SBJV;PRS;1;SG
willigten,willigem,0_8,V;SBJV;PST;3;PL,0_2,?
murren,murre,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
ansagte,ansagten,0_4,V;SBJV;PST;3;SG,0_8,V;SBJV;PST;3;PL
abimelechs,abimelech,1_0,?,1_5,V;SBJV;PST;2;PL
kleidung,kleide,0_1,?,0_10,V;SBJV;PRS;1;SG
harrten,harre,0_8,V;SBJV;PST;3;PL,0_10,V;SBJV;PRS;1;SG
lahmen,lahmer,0_0,V;NFIN,0_7,V;IND;PST;3;SG
versammelst,versammelten,0_3,V;IND;PRS;2;SG,0_8,V;SBJV;PST;3;PL
lästerte,lästerst,0_4,V;SBJV;PST;3;SG,0_3,V;IND;PRS;2;SG
schönen,schönes,0_0,V;NFIN,0_11,?
obed,obeds,1_5,V;SBJV;PST;2;PL,1_0,?
fallet,fall,0_14,V;SBJV;PRS;2;PL,0_13,V;IMP;2;SG
besetzen,besetzt,0_0,V;NFIN,0_12,V;IND;PRS;2;PL
ausgebreiteter,ausgebreiteten,0_7,V;IND;PST;3;SG,0_0,V;NFIN
erbteil,erbteilen,0_13,V;IMP;2;SG,0_0,V;NFIN
einfältigen,einfältig,0_0,V;NFIN,0_13,V;IMP;2;SG
bleiben,bleibe,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
würde,würden,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
seufzest,seufzet,0_5,V;SBJV;PRS;2;SG,0_14,V;SBJV;PRS;2;PL
regt,regten,0_12,V;IND;PRS;2;PL,0_8,V;SBJV;PST;3;PL
stande,standen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
verschmachtet,verschmachte,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
förderung,fördert,0_1,?,0_12,V;IND;PRS;2;PL
räuchert,räucherer,0_12,V;IND;PRS;2;PL,0_7,V;IND;PST;3;SG
getreides,getreide,0_11,?,0_10,V;SBJV;PRS;1;SG
wunden,wund,0_0,V;NFIN,0_13,V;IMP;2;SG
gliedern,glieder,0_6,V;SBJV;PRS;1;PL,0_7,V;IND;PST;3;SG
lang,langte,0_13,V;IMP;2;SG,0_4,V;SBJV;PST;3;SG
jagst,jagte,0_3,V;IND;PRS;2;SG,0_4,V;SBJV;PST;3;SG
fühlte,fühlt,0_4,V;SBJV;PST;3;SG,0_12,V;IND;PRS;2;PL
jahzeeliter,jahzeel,1_3,?,1_5,V;SBJV;PST;2;PL
saitenspielen,saitenspieler,0_0,V;NFIN,0_7,V;IND;PST;3;SG
keins,keinem,0_9,V;IND;PRS;3;SG,0_2,?
keine,keines,0_10,V;SBJV;PRS;1;SG,0_11,?
spiele,spielet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL
vierzehnte,vierzehn,0_4,V;SBJV;PST;3;SG,0_13,V;IMP;2;SG
aufstehst,aufsteht,0_3,V;IND;PRS;2;SG,0_12,V;IND;PRS;2;PL
panzers,panzer,1_0,?,1_5,V;SBJV;PST;2;PL
ansehnliches,ansehnliche,0_11,?,0_10,V;SBJV;PRS;1;SG
weissagt,weissagten,0_12,V;IND;PRS;2;PL,0_8,V;SBJV;PST;3;PL
fühlt,fühle,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
freien,freist,0_0,V;NFIN,0_3,V;IND;PRS;2;SG
hindert,hinderte,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG
heilandes,heilands,0_11,?,0_9,V;IND;PRS;3;SG
vertilgest,vertilgst,0_5,V;SBJV;PRS;2;SG,0_3,V;IND;PRS;2;SG
schenke,schenkest,0_10,V;SBJV;PRS;1;SG,0_5,V;SBJV;PRS;2;SG
aja,ajas,1_5,V;SBJV;PST;2;PL,1_0,?
belagerte,belagerten,0_4,V;SBJV;PST;3;SG,0_8,V;SBJV;PST;3;PL
gefahren,gefahr,0_0,V;NFIN,0_13,V;IMP;2;SG
fühlet,fühlen,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN
reizet,reizte,0_14,V;SBJV;PRS;2;PL,0_4,V;SBJV;PST;3;SG
unreinen,unreiner,0_0,V;NFIN,0_7,V;IND;PST;3;SG
gads,gad,1_0,?,1_5,V;SBJV;PST;2;PL
spannte,spannet,0_4,V;SBJV;PST;3;SG,0_14,V;SBJV;PRS;2;PL
sebat,seba,0_12,V;IND;PRS;2;PL,0_13,V;IMP;2;SG
hohes,hoher,0_11,?,0_7,V;IND;PST;3;SG
steckte,steckst,0_4,V;SBJV;PST;3;SG,0_3,V;IND;PRS;2;SG
unnützer,unnütz,0_7,V;IND;PST;3;SG,0_13,V;IMP;2;SG
ungefälschter,ungefälschtem,0_7,V;IND;PST;3;SG,0_2,?
verführten,verführt,0_8,V;SBJV;PST;3;PL,0_12,V;IND;PRS;2;PL
leitest,leite,0_5,V;SBJV;PRS;2;SG,0_10,V;SBJV;PRS;1;SG
müssest,müsset,0_5,V;SBJV;PRS;2;SG,0_14,V;SBJV;PRS;2;PL
zerbrochene,zerbrochenes,0_10,V;SBJV;PRS;1;SG,0_11,?
elfen,elften,0_0,V;NFIN,0_8,V;SBJV;PST;3;PL
weit,weist,0_12,V;IND;PRS;2;PL,0_3,V;IND;PRS;2;SG
mordes,mord,0_11,?,0_13,V;IMP;2;SG
verstreuen,verstreut,0_0,V;NFIN,0_12,V;IND;PRS;2;PL
führen,führten,0_0,V;NFIN,0_8,V;SBJV;PST;3;PL
buken,buk,0_0,V;NFIN,0_13,V;IMP;2;SG
kochen,kochte,0_0,V;NFIN,0_4,V;SBJV;PST;3;SG
entheiligen,entheiligst,0_0,V;NFIN,0_3,V;IND;PRS;2;SG
gestühl,gestühls,0_13,V;IMP;2;SG,0_9,V;IND;PRS;3;SG
charmis,charmi,1_0,?,1_5,V;SBJV;PST;2;PL
jissias,jissia,1_0,?,1_5,V;SBJV;PST;2;PL
fluchen,fluches,0_0,V;NFIN,0_11,?
trübsale,trübsalen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
fresset,fresser,0_14,V;SBJV;PRS;2;PL,0_7,V;IND;PST;3;SG
angern,anger,0_6,V;SBJV;PRS;1;PL,0_7,V;IND;PST;3;SG
beschnitt,beschnitten,0_13,V;IMP;2;SG,0_0,V;NFIN
feurig,feurigen,0_13,V;IMP;2;SG,0_0,V;NFIN
örtern,örter,1_4,V;IND;PRS;3;PL,1_5,V;SBJV;PST;2;PL
ansehe,ansehet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL
plünderte,plündern,0_4,V;SBJV;PST;3;SG,0_0,V;NFIN
endes,enden,0_11,?,0_0,V;NFIN
erleben,erlebt,0_0,V;NFIN,0_12,V;IND;PRS;2;PL
lieber,liebes,0_7,V;IND;PST;3;SG,0_11,?
suchen,suchet,0_0,V;NFIN,0_14,V;SBJV;PRS;2;PL
jauchzt,jauchze,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG
ungestümes,ungestüme,0_11,?,0_10,V;SBJV;PRS;1;SG
vermahnet,vermahnen,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN
pflanzet,pflanzen,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN
widerstehet,widerstehen,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN
seufze,seufzest,0_10,V;SBJV;PRS;1;SG,0_5,V;SBJV;PRS;2;SG
mals,mal,0_9,V;IND;PRS;3;SG,0_13,V;IMP;2;SG
kocht,kochen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN
gleich,gleiche,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG
monats,monates,0_9,V;IND;PRS;3;SG,0_11,?
opfert,opfern,0_12,V;IND;PRS;2;PL,0_0,V;NFIN
blühten,blüht,0_8,V;SBJV;PST;3;PL,0_12,V;IND;PRS;2;PL
zerbrochene,zerbrochenen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN
zeuget,zeugte,0_14,V;SBJV;PRS;2;PL,0_4,V;SBJV;PST;3;SG
hölzer,hölzern,1_5,V;SBJV;PST;2;PL,1_4,V;IND;PRS;3;PL
meinen,meinten,0_0,V;NFIN,0_8,V;SBJV;PST;3;PL
verdammst,verdammt,0_3,V;IND;PRS;2;SG,0_12,V;IND;PRS;2;PL
binnui,binnuis,1_5,V;SBJV;PST;2;PL,1_0,?
hungrig,hungrigen,0_13,V;IMP;2;SG,0_0,V;NFIN
wiederkommt,wiederkommst,0_12,V;IND;PRS;2;PL,0_3,V;IND;PRS;2;SG
erlöser,erlösten,0_7,V;IND;PST;3;SG,0_8,V;SBJV;PST;3;PL
erinnern,erinnert,0_0,V;NFIN,0_12,V;IND;PRS;2;PL
helle,heller,0_10,V;SBJV;PRS;1;SG,0_7,V;IND;PST;3;SG
bilhan,bilha,1_4,V;IND;PRS;3;PL,1_5,V;SBJV;PST;2;PL
tore,tor,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG
tägliche,täglich,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG
besät,besäest,0_12,V;IND;PRS;2;PL,0_5,V;SBJV;PRS;2;SG
verklagten,verklagt,0_8,V;SBJV;PST;3;PL,0_12,V;IND;PRS;2;PL
weigerten,weigere,0_8,V;SBJV;PST;3;PL,0_10,V;SBJV;PRS;1;SG
sephatja,sephatjas,1_5,V;SBJV;PST;2;PL,1_0,?
geriete,geriet,0_4,V;SBJV;PST;3;SG,0_12,V;IND;PRS;2;PL
elften,elfen,0_8,V;SBJV;PST;3;PL,0_0,V;NFIN
hinkam,hinkamen,0_13,V;IMP;2;SG,0_0,V;NFIN
ehe,ehern,0_10,V;SBJV;PRS;1;SG,0_6,V;SBJV;PRS;1;PL
finsteren,finstere,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
verwundet,verwundete,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG
erfahren,erfahre,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG
halber,halbe,0_7,V;IND;PST;3;SG,0_10,V;SBJV;PRS;1;SG
entsetzet,entsetzen,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN
frischem,frischer,0_2,?,0_7,V;IND;PST;3;SG
reifem,reift,0_2,?,0_12,V;IND;PRS;2;PL
