src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,annotation
пасхальных,пасхального,2_3,ADJ;GEN;PL,2_8,ADJ;ANIM;ACC;MASC;SG
отправили,отправился,3_14,?,3_21,V.PTCP;INAN;ACC;MASC;SG
зимою,зима,2_22,?,2_17,N;GEN;SG
отверстое,отверсты,2_5,ADJ;ACC;NEUT;SG,2_0,N;NOM;PL
беден,беде,1_21,ADJ;MASC;SG;LGSPEC1,1_18,V.PTCP;ESS;FEM;SG
внимания,внимающий,0_10,V.PTCP;ESS;NEUT;SG,0_3,V.PTCP;ACT;PRS
расположи,расположились,3_13,V;IMP;2;SG,3_23,V.PTCP;NOM;NEUT;SG
дым,дыму,2_7,N;NOM;SG,2_20,N;DAT;SG
поспешите,поспешен,3_26,V;FUT;2;PL,3_28,V.PTCP;MASC;SG;LGSPEC1
укрывал,укрываешь,0_8,?,0_19,V;PRS;2;SG
душ,душу,2_7,N;NOM;SG,2_20,N;DAT;SG
гиезия,гиезий,4_1,ADJ;DAT;NEUT;SG,4_2,ADJ;INS;FEM;SG
израильское,израильскою,2_5,ADJ;ACC;NEUT;SG,2_22,?
жнеца,жнецом,2_17,N;GEN;SG,2_14,N;INS;SG
собирают,собираться,0_12,?,0_25,V.PTCP;INS;PL
осквернены,осквернил,3_3,V.PTCP;PL;LGSPEC1,3_30,V;PST;SG;MASC
слушаться,слушающих,0_25,V.PTCP;INS;PL,0_23,?
гаваоном,гаваона,2_14,N;INS;SG,2_17,N;GEN;SG
обильных,обильную,2_3,ADJ;GEN;PL,2_11,ADJ;ACC;FEM;SG
ведомы,ведомый,2_0,N;NOM;PL,2_9,ADJ;INAN;ACC;MASC;SG
уповающий,упования,0_3,V.PTCP;ACT;PRS,0_10,V.PTCP;ESS;NEUT;SG
свидетельствуйте,свидетельствующий,0_6,V;IMP;2;PL,0_3,V.PTCP;ACT;PRS
угнетен,угнетает,3_28,V.PTCP;MASC;SG;LGSPEC1,3_27,?
умоляя,умоляем,0_2,V.CVB;PRS,0_14,V;PRS;1;PL
забывать,забывая,3_29,?,3_4,?
изменить,изменятся,3_10,?,3_22,ADJ;DAT;MASC;SG
хул,хулить,3_25,?,3_10,?
проси,просят,3_13,V;IMP;2;SG,3_24,V;FUT;3;PL
ужасно,ужас,1_33,N;ACC;INAN;PL,1_0,V.PTCP;DAT;FEM;SG
умножая,умножали,3_4,?,3_31,?
покойны,покойно,2_0,N;NOM;PL,2_21,ADJ;NEUT;SG;LGSPEC1
светлы,светлом,2_0,N;NOM;PL,2_14,N;INS;SG
вефиле,вефиля,4_11,V.PTCP;ACC;FEM;SG,4_1,ADJ;DAT;NEUT;SG
поядать,поядающие,0_21,V;NFIN,0_7,?
соделался,соделай,0_11,?,0_0,?
осудил,осудили,3_30,V;PST;SG;MASC,3_14,?
умоешь,умойте,0_19,V;PRS;2;SG,0_6,V;IMP;2;PL
небольшом,небольшого,2_14,N;INS;SG,2_8,ADJ;ANIM;ACC;MASC;SG
прибавляющие,прибавлять,0_7,?,0_21,V;NFIN
поражения,поражая,3_2,N;ACC;PL,3_4,?
бодрствующих,бодрствую,0_23,?,0_1,V;PRS;1;SG
иависова,иависе,2_12,?,2_6,N;ESS;SG
согрешение,согрешать,3_1,N;ACC;SG,3_29,?
края,краю,4_1,ADJ;DAT;NEUT;SG,4_9,V.PTCP;INS;NEUT;SG
собирают,собирался,0_12,?,0_11,?
вознеслась,вознесется,0_27,V.PTCP;ESS;MASC;SG,0_9,V.PTCP;PASS;PST
избранная,избранными,1_2,?,1_19,V.PTCP;PASS;PRS
правая,право,2_2,ADJ;NOM;FEM;SG,2_21,ADJ;NEUT;SG;LGSPEC1
садите,садил,3_26,V;FUT;2;PL,3_30,V;PST;SG;MASC
поступить,поступал,3_10,?,3_7,V.PTCP;GEN;MASC;SG
укрывался,укрываться,0_11,?,0_25,V.PTCP;INS;PL
отдыхает,отдыха,0_28,V;PRS;3;SG,0_2,V.CVB;PRS
рассветом,рассвете,2_14,N;INS;SG,2_6,N;ESS;SG
щеку,щеке,2_20,N;DAT;SG,2_6,N;ESS;SG
молила,молении,3_6,?,3_16,V.PTCP;ACC;ANIM;PL
отряда,отряды,2_17,N;GEN;SG,2_0,N;NOM;PL
сокрушить,сокрушил,3_10,?,3_30,V;PST;SG;MASC
входим,входите,3_15,V;FUT;1;PL,3_26,V;FUT;2;PL
помышляющих,помышлял,0_23,?,0_8,?
производят,производите,3_24,V;FUT;3;PL,3_26,V;FUT;2;PL
сатаною,сатане,2_22,?,2_6,N;ESS;SG
посмотрите,посмотрят,3_26,V;FUT;2;PL,3_24,V;FUT;3;PL
убиваем,убивания,0_14,V;PRS;1;PL,0_10,V.PTCP;ESS;NEUT;SG
выходим,выходить,3_15,V;FUT;1;PL,3_10,?
соблазн,соблазнили,3_25,?,3_14,?
красивого,красивую,2_8,ADJ;ANIM;ACC;MASC;SG,2_11,ADJ;ACC;FEM;SG
правосудия,правосудием,4_1,ADJ;DAT;NEUT;SG,4_5,V.PTCP;DAT;MASC;SG
храбры,храбр,2_0,N;NOM;PL,2_7,N;NOM;SG
огорчения,огорчении,3_2,N;ACC;PL,3_16,V.PTCP;ACC;ANIM;PL
отдавать,отдавай,3_29,?,3_17,V.PTCP;DAT;NEUT;SG
вступят,вступить,3_24,V;FUT;3;PL,3_10,?
вырубил,вырубят,3_30,V;PST;SG;MASC,3_24,V;FUT;3;PL
железное,железного,1_8,ADJ;NOM;NEUT;SG,1_6,ADJ;GEN;NEUT;SG
народное,народной,1_8,ADJ;NOM;NEUT;SG,1_25,ADJ;DAT;FEM;SG
воров,вора,2_4,N;GEN;PL,2_17,N;GEN;SG
иосафат,иосафату,2_7,N;NOM;SG,2_20,N;DAT;SG
поглотила,поглотили,3_6,?,3_14,?
страшный,страшные,1_13,ADJ;NOM;MASC;SG,1_11,ADJ;NOM;PL
сварлив,сварливою,2_7,N;NOM;SG,2_22,?
отделение,отделения,3_1,N;ACC;SG,3_2,N;ACC;PL
получая,получили,3_4,?,3_14,?
морями,мор,4_8,V.PTCP;ESS;PL,4_0,N;ACC;ANIM;SG
сильного,сильном,2_8,ADJ;ANIM;ACC;MASC;SG,2_14,N;INS;SG
многом,многого,2_14,N;INS;SG,2_8,ADJ;ANIM;ACC;MASC;SG
носите,носу,3_26,V;FUT;2;PL,3_0,V;FUT;1;SG
преступлениях,преступлении,4_7,V.PTCP;GEN;FEM;SG,4_0,N;ACC;ANIM;SG
встретишь,встретив,3_11,V;FUT;2;SG,3_19,V.PTCP;FEM;SG;LGSPEC1
взял,взяв,0_8,?,0_20,V.CVB;PST
пришествии,пришествие,4_0,N;ACC;ANIM;SG,4_11,V.PTCP;ACC;FEM;SG
одолели,одолев,0_17,V;PST;PL,0_20,V.CVB;PST
северной,север,1_25,ADJ;DAT;FEM;SG,1_0,V.PTCP;DAT;FEM;SG
народами,народы,1_34,V.PTCP;ACC;INAN;PL,1_3,?
помнили,помнила,3_14,?,3_6,?
подчинились,подчинился,3_23,V.PTCP;NOM;NEUT;SG,3_21,V.PTCP;INAN;ACC;MASC;SG
удалят,удалить,3_24,V;FUT;3;PL,3_10,?
восстановите,восстанови,3_26,V;FUT;2;PL,3_13,V;IMP;2;SG
назидается,назидая,0_9,V.PTCP;PASS;PST,0_2,V.CVB;PRS
иным,иною,2_16,ADJ;DAT;PL,2_22,?
бросили,бросайте,3_14,?,3_8,V.PTCP;GEN;PL
услышал,услышишь,3_7,V.PTCP;GEN;MASC;SG,3_11,V;FUT;2;SG
полыни,полынью,4_0,N;ACC;ANIM;SG,4_13,V.PTCP;INS;MASC;SG
познается,познает,0_9,V.PTCP;PASS;PST,0_28,V;PRS;3;SG
перемену,перемените,3_0,V;FUT;1;SG,3_26,V;FUT;2;PL
желаешь,желающий,0_19,V;PRS;2;SG,0_3,V.PTCP;ACT;PRS
ас,асе,1_0,V.PTCP;DAT;FEM;SG,1_18,V.PTCP;ESS;FEM;SG
пришлет,пришлю,0_28,V;PRS;3;SG,0_1,V;PRS;1;SG
унываем,унывает,0_14,V;PRS;1;PL,0_28,V;PRS;3;SG
счастье,счастья,4_11,V.PTCP;ACC;FEM;SG,4_1,ADJ;DAT;NEUT;SG
саруины,саруиным,1_24,ADJ;PL;LGSPEC1,1_5,ADJ;INS;NEUT;SG
учит,учится,3_9,V;FUT;3;SG,3_18,?
конями,коне,4_8,V.PTCP;ESS;PL,4_11,V.PTCP;ACC;FEM;SG
обложены,обложила,3_3,V.PTCP;PL;LGSPEC1,3_6,?
гвоздем,гвоздей,4_5,V.PTCP;DAT;MASC;SG,4_14,?
заколают,заколения,3_12,V;PRS;3;PL,3_2,N;ACC;PL
утренних,утренний,1_30,ADJ;ACC;ANIM;PL,1_15,V.PTCP;ACT;PST
прославляйте,прославляю,0_6,V;IMP;2;PL,0_1,V;PRS;1;SG
суди,судит,1_16,V.PTCP;GEN;NEUT;SG,1_32,V.PTCP;NOM;MASC;SG
добру,добрую,2_20,N;DAT;SG,2_11,ADJ;ACC;FEM;SG
нарушили,нарушил,3_14,?,3_30,V;PST;SG;MASC
плодовитые,плодовитым,2_1,ADJ;ACC;INAN;PL,2_16,ADJ;DAT;PL
прозван,прозвание,1_0,V.PTCP;DAT;FEM;SG,1_28,V.PTCP;DAT;PL
умрешь,умру,0_19,V;PRS;2;SG,0_1,V;PRS;1;SG
девица,девицы,2_17,N;GEN;SG,2_0,N;NOM;PL
растаяла,растаяло,2_17,N;GEN;SG,2_21,ADJ;NEUT;SG;LGSPEC1
соблазнил,соблазнятся,3_30,V;PST;SG;MASC,3_22,ADJ;DAT;MASC;SG
выйди,выйдет,0_0,?,0_28,V;PRS;3;SG
выделен,выделал,3_28,V.PTCP;MASC;SG;LGSPEC1,3_7,V.PTCP;GEN;MASC;SG
вынесите,вынесешь,0_26,?,0_19,V;PRS;2;SG
действуем,действуйте,0_14,V;PRS;1;PL,0_6,V;IMP;2;PL
гордым,гордо,2_16,ADJ;DAT;PL,2_21,ADJ;NEUT;SG;LGSPEC1
кораллах,коралла,4_4,?,4_0,N;ACC;ANIM;SG
заболел,заболело,2_7,N;NOM;SG,2_21,ADJ;NEUT;SG;LGSPEC1
бросили,бросив,3_14,?,3_19,V.PTCP;FEM;SG;LGSPEC1
полнотою,полноте,2_22,?,2_6,N;ESS;SG
разрушить,разрушении,3_10,?,3_16,V.PTCP;ACC;ANIM;PL
достигайте,достигают,3_8,V.PTCP;GEN;PL,3_12,V;PRS;3;PL
мучил,мучении,3_30,V;PST;SG;MASC,3_16,V.PTCP;ACC;ANIM;PL
воинов,воин,2_4,N;GEN;PL,2_7,N;NOM;SG
языки,языков,2_0,N;NOM;PL,2_4,N;GEN;PL
построите,построены,3_26,V;FUT;2;PL,3_3,V.PTCP;PL;LGSPEC1
догоню,догонит,3_0,V;FUT;1;SG,3_9,V;FUT;3;SG
полагай,полагался,0_0,?,0_11,?
подтвердить,подтверди,0_21,V;NFIN,0_2,V.CVB;PRS
вознес,вознеси,0_2,V.CVB;PRS,0_0,?
ходят,ходил,3_24,V;FUT;3;PL,3_30,V;PST;SG;MASC
всадниками,всаднику,2_18,N;INS;PL,2_20,N;DAT;SG
устроен,устроении,3_28,V.PTCP;MASC;SG;LGSPEC1,3_16,V.PTCP;ACC;ANIM;PL
покрывают,покрывала,0_12,?,0_16,V;PST;SG;FEM
тертулл,тертуллом,2_7,N;NOM;SG,2_14,N;INS;SG
написанного,написанных,1_6,ADJ;GEN;NEUT;SG,1_7,ADJ;ESS;PL
гадами,гады,2_18,N;INS;PL,2_0,N;NOM;PL
небеса,небесного,1_29,?,1_6,ADJ;GEN;NEUT;SG
оканчивает,оканчивалась,0_28,V;PRS;3;SG,0_27,V.PTCP;ESS;MASC;SG
находим,находить,3_15,V;FUT;1;PL,3_10,?
пришельцам,пришельцы,2_15,N;DAT;PL,2_0,N;NOM;PL
цевоим,цевоиме,2_7,N;NOM;SG,2_6,N;ESS;SG
приступают,приступили,3_12,V;PRS;3;PL,3_14,?
обручу,обручит,3_0,V;FUT;1;SG,3_9,V;FUT;3;SG
призвав,призвал,0_20,V.CVB;PST,0_8,?
чистою,чистая,2_22,?,2_2,ADJ;NOM;FEM;SG
посудою,посуду,2_22,?,2_20,N;DAT;SG
открывали,открывайте,3_31,?,3_8,V.PTCP;GEN;PL
дал,даем,0_8,?,0_14,V;PRS;1;PL
очиститься,очистили,3_20,V.PTCP;NOM;FEM;SG,3_14,?
выставляют,выставляй,0_12,?,0_0,?
красы,красит,1_3,?,1_32,V.PTCP;NOM;MASC;SG
десятый,десятую,2_9,ADJ;INAN;ACC;MASC;SG,2_11,ADJ;ACC;FEM;SG
опалил,опали,3_30,V;PST;SG;MASC,3_13,V;IMP;2;SG
научены,научайте,3_3,V.PTCP;PL;LGSPEC1,3_8,V.PTCP;GEN;PL
соблазнится,соблазнил,3_18,?,3_30,V;PST;SG;MASC
расположу,расположен,3_0,V;FUT;1;SG,3_28,V.PTCP;MASC;SG;LGSPEC1
потрясал,потрясая,3_7,V.PTCP;GEN;MASC;SG,3_4,?
стороне,сторонах,2_6,N;ESS;SG,2_10,N;ESS;PL
платите,платится,3_26,V;FUT;2;PL,3_18,?
утешает,утешают,3_27,?,3_12,V;PRS;3;PL
днями,дни,4_8,V.PTCP;ESS;PL,4_0,N;ACC;ANIM;SG
саранчою,саранчу,2_22,?,2_20,N;DAT;SG
отложится,отложив,3_18,?,3_19,V.PTCP;FEM;SG;LGSPEC1
обнови,обновятся,3_13,V;IMP;2;SG,3_22,ADJ;DAT;MASC;SG
возвращали,возвращения,3_31,?,3_2,N;ACC;PL
младшим,младший,1_14,ADJ;INS;MASC;SG,1_15,V.PTCP;ACT;PST
иехиила,иехиилу,2_17,N;GEN;SG,2_20,N;DAT;SG
воронам,воронов,2_15,N;DAT;PL,2_4,N;GEN;PL
халеву,халевова,2_20,N;DAT;SG,2_12,?
аравия,арава,1_23,V.PTCP;INS;FEM;SG,1_29,?
судей,судами,1_22,ADJ;GEN;FEM;SG,1_34,V.PTCP;ACC;INAN;PL
вставили,вставать,3_14,?,3_29,?
посетить,посетили,0_21,V;NFIN,0_17,V;PST;PL
выступив,выступит,3_19,V.PTCP;FEM;SG;LGSPEC1,3_9,V;FUT;3;SG
каждый,каждую,2_9,ADJ;INAN;ACC;MASC;SG,2_11,ADJ;ACC;FEM;SG
протянула,протянул,0_16,V;PST;SG;FEM,0_8,?
верблюда,верблюдами,2_17,N;GEN;SG,2_18,N;INS;PL
иное,иной,2_5,ADJ;ACC;NEUT;SG,2_13,ADJ;ESS;FEM;SG
масличного,масличный,2_8,ADJ;ANIM;ACC;MASC;SG,2_9,ADJ;INAN;ACC;MASC;SG
восточными,восточное,2_19,ADJ;INS;PL,2_5,ADJ;ACC;NEUT;SG
многочисленный,многочисленным,1_13,ADJ;NOM;MASC;SG,1_5,ADJ;INS;NEUT;SG
гонение,гонит,3_1,N;ACC;SG,3_9,V;FUT;3;SG
вооружится,вооружился,3_18,?,3_21,V.PTCP;INAN;ACC;MASC;SG
мир,мирная,1_0,V.PTCP;DAT;FEM;SG,1_2,?
неразумным,неразумно,1_5,ADJ;INS;NEUT;SG,1_33,N;ACC;INAN;PL
делая,делили,3_4,?,3_14,?
приносимой,приносимых,2_13,ADJ;ESS;FEM;SG,2_3,ADJ;GEN;PL
кропили,кропите,3_14,?,3_26,V;FUT;2;PL
унизился,унизил,3_21,V.PTCP;INAN;ACC;MASC;SG,3_30,V;PST;SG;MASC
убегу,убегали,3_0,V;FUT;1;SG,3_31,?
нарушай,нарушиться,3_17,V.PTCP;DAT;NEUT;SG,3_20,V.PTCP;NOM;FEM;SG
фарисеем,фарисеям,4_5,V.PTCP;DAT;MASC;SG,4_12,N;ACC;ANIM;PL
служим,служи,3_15,V;FUT;1;PL,3_13,V;IMP;2;SG
разумная,разумным,1_2,?,1_5,ADJ;INS;NEUT;SG
собирая,собирает,0_2,V.CVB;PRS,0_28,V;PRS;3;SG
беспокоится,беспокоишь,3_18,?,3_11,V;FUT;2;SG
соблюдать,соблюди,3_29,?,3_13,V;IMP;2;SG
разорить,разорили,3_10,?,3_14,?
западный,западу,1_13,ADJ;NOM;MASC;SG,1_9,?
помогают,помогу,3_12,V;PRS;3;PL,3_0,V;FUT;1;SG
собирали,собирается,0_17,V;PST;PL,0_9,V.PTCP;PASS;PST
живый,живу,2_9,ADJ;INAN;ACC;MASC;SG,2_20,N;DAT;SG
поспешает,поспешал,3_27,?,3_7,V.PTCP;GEN;MASC;SG
истине,истинных,1_18,V.PTCP;ESS;FEM;SG,1_7,ADJ;ESS;PL
отступить,отступает,3_10,?,3_27,?
вручили,вручив,3_14,?,3_19,V.PTCP;FEM;SG;LGSPEC1
сафатов,сафат,2_4,N;GEN;PL,2_7,N;NOM;SG
именитая,именитыми,2_2,ADJ;NOM;FEM;SG,2_19,ADJ;INS;PL
завесою,завесам,2_22,?,2_15,N;DAT;PL
иссох,иссохли,0_2,V.CVB;PRS,0_17,V;PST;PL
проходи,проходите,3_13,V;IMP;2;SG,3_26,V;FUT;2;PL
расчистит,расчисти,0_22,V.PTCP;ANIM;ACC;MASC;SG,0_2,V.CVB;PRS
посрамились,посрамятся,3_23,V.PTCP;NOM;NEUT;SG,3_22,ADJ;DAT;MASC;SG
повелено,повеление,3_5,V.PTCP;NEUT;SG;LGSPEC1,3_1,N;ACC;SG
разрушит,разрушения,3_9,V;FUT;3;SG,3_2,N;ACC;PL
добрым,добр,2_16,ADJ;DAT;PL,2_7,N;NOM;SG
нечистое,нечиста,2_5,ADJ;ACC;NEUT;SG,2_17,N;GEN;SG
рассудительным,рассудительные,2_16,ADJ;DAT;PL,2_1,ADJ;ACC;INAN;PL
обновить,обновиться,3_10,?,3_20,V.PTCP;NOM;FEM;SG
блаженно,блаженных,1_33,N;ACC;INAN;PL,1_7,ADJ;ESS;PL
аврам,аврамова,2_7,N;NOM;SG,2_12,?
роде,рода,1_18,V.PTCP;ESS;FEM;SG,1_29,?
расположит,расположен,3_9,V;FUT;3;SG,3_28,V.PTCP;MASC;SG;LGSPEC1
ослу,ослов,2_20,N;DAT;SG,2_4,N;GEN;PL
умножать,умножал,3_29,?,3_7,V.PTCP;GEN;MASC;SG
евреи,евреями,4_0,N;ACC;ANIM;SG,4_8,V.PTCP;ESS;PL
угождение,угождают,3_1,N;ACC;SG,3_12,V;PRS;3;PL
луз,лузу,2_7,N;NOM;SG,2_20,N;DAT;SG
заклинания,заклинаю,0_10,V.PTCP;ESS;NEUT;SG,0_1,V;PRS;1;SG
удобный,удобного,2_9,ADJ;INAN;ACC;MASC;SG,2_8,ADJ;ANIM;ACC;MASC;SG
помыслил,помысли,3_30,V;PST;SG;MASC,3_13,V;IMP;2;SG
иоахаза,иоахазе,2_17,N;GEN;SG,2_6,N;ESS;SG
заповеди,заповедями,4_0,N;ACC;ANIM;SG,4_8,V.PTCP;ESS;PL
поднимают,подними,3_12,V;PRS;3;PL,3_13,V;IMP;2;SG
утвердился,утвердится,3_21,V.PTCP;INAN;ACC;MASC;SG,3_18,?
возложив,возложено,3_19,V.PTCP;FEM;SG;LGSPEC1,3_5,V.PTCP;NEUT;SG;LGSPEC1
возвестится,возвестила,3_18,?,3_6,?
овладения,овладеешь,0_10,V.PTCP;ESS;NEUT;SG,0_19,V;PRS;2;SG
послании,посланные,1_12,?,1_11,ADJ;NOM;PL
горькою,горьки,2_22,?,2_0,N;NOM;PL
корееву,кореевы,2_20,N;DAT;SG,2_0,N;NOM;PL
вероломных,вероломно,1_7,ADJ;ESS;PL,1_33,N;ACC;INAN;PL
драгоценными,драгоценное,2_19,ADJ;INS;PL,2_5,ADJ;ACC;NEUT;SG
заколать,заколали,3_29,?,3_31,?
серпы,серпом,2_0,N;NOM;PL,2_14,N;INS;SG
рождаешь,рождали,0_19,V;PRS;2;SG,0_17,V;PST;PL
военачальникам,военачальников,2_15,N;DAT;PL,2_4,N;GEN;PL
предопределенная,предопределения,1_2,?,1_23,V.PTCP;INS;FEM;SG
волшебство,волшебствами,2_21,ADJ;NEUT;SG;LGSPEC1,2_18,N;INS;PL
благами,благ,2_18,N;INS;PL,2_7,N;NOM;SG
