heilsamen,heilsamem,0_0,0_7
scharlachfarbene,scharlachfarbener,0_3,0_5
Ephraimiter,Ephraims,1_3,1_2
säugte,säuge,0_4,0_3
prüfe,prüften,0_3,0_11
verkaufe,verkaufte,0_3,0_4
haderte,hadere,0_4,0_3
stirb,stirbst,0_12,0_10
suchest,suchen,0_2,0_0
breche,brechet,0_3,0_9
ansehet,anseht,0_9,0_6
scharfer,scharfe,0_5,0_3
reifem,reife,0_7,0_3
opfere,opferten,0_3,0_11
Wäldern,Wälder,1_1,1_0
starker,starke,0_5,0_3
Forsche,Forsche,0_3,0_3
erfahr,erfahre,0_12,0_3
willigten,willigem,0_11,0_7
murren,murre,0_0,0_3
ansagte,ansagten,0_4,0_11
Abimelechs,Abimelech,1_2,1_0
kleide,kleide,0_3,0_3
harrten,harre,0_11,0_3
Lahmen,Lahmer,0_0,0_5
versammelst,versammelten,0_10,0_11
lästerte,lästerst,0_4,0_10
schönen,schönes,0_0,0_8
Obed,Obeds,1_0,1_2
Fallet,Fall,0_9,0_12
besetzen,besetzt,0_0,0_6
ausgebreiteter,ausgebreiteten,0_5,0_0
Erbteil,Erbteilen,0_12,0_0
Abinadab,Abinadab,1_0,1_0
bleiben,bleibe,0_0,0_3
würde,würden,0_3,0_0
seufzest,seufze,0_2,0_3
regt,regten,0_6,0_11
stand,standen,0_12,0_0
verschmachtet,verschmachte,0_9,0_3
fördere,fördert,0_3,0_6
Räucherer,Räucherer,0_5,0_5
Getreides,Getreide,0_8,0_3
wund,wund,0_12,0_12
Glied,Glieder,0_12,0_5
lang,langte,0_12,0_4
jagst,jagte,0_10,0_4
fühlte,fühlt,0_4,0_6
Jahzeeliter,Jahzeel,1_3,1_0
Saitenspielen,Saitenspieler,0_0,0_5
keins,keinem,0_1,0_7
keine,keines,0_3,0_8
spiele,spielet,0_3,0_9
vierzehnte,vierzehnte,1_0,1_0
aufstehst,aufsteht,0_10,0_6
Panzers,Panzer,1_2,1_0
ansehnliches,ansehnliche,0_8,0_3
weissagt,weissagten,0_6,0_11
fühlt,fühle,0_6,0_3
freien,freist,0_0,0_10
hindert,hinderte,0_6,0_4
Heilandes,Heilands,0_8,0_1
vertilgest,vertilgst,0_2,0_10
schenke,schenkest,0_3,0_2
Aja,Ajas,1_0,1_2
belagerte,belagerten,0_4,0_11
Laban,Laban,1_1,1_1
Fühlet,Fühlen,0_6,0_0
reizet,reizte,0_9,0_4
Unreinen,Unreiner,0_0,0_5
Gads,Gad,1_2,1_0
spannte,spanne,0_4,0_3
Sebat,Seba,0_6,0_12
hohes,hoher,0_8,0_5
steckte,steckst,0_4,0_10
unnützer,unnütz,0_5,0_12
ungefälschter,ungefälschtem,0_5,0_7
verführten,verführt,0_11,0_6
leitest,leite,0_2,0_3
müssest,müsset,0_2,0_9
zerbrochen,zerbrochenes,0_12,0_8
elf,elften,0_12,0_11
weise,weist,0_3,0_6
Mordes,Mord,0_8,0_12
verstreuen,verstreut,0_0,0_6
führen,führten,0_0,0_11
buken,buk,0_0,0_12
kochen,kochte,0_0,0_4
entheiligen,entheiligst,0_0,0_10
Gestühl,Gestühls,0_12,0_1
Charmis,Charmi,1_2,1_0
Jissias,Jissia,1_2,1_0
Fluchen,Fluches,0_0,0_8
Trübsale,Trübsalen,0_3,0_0
Fressen,Fresser,0_0,0_5
Anger,Anger,0_5,0_5
beschnitt,beschnitten,0_12,0_0
feurig,feurigen,0_12,0_0
Örtern,Örter,1_1,1_0
ansehe,ansehet,0_3,0_9
plünderte,plündern,0_4,0_0
Endes,Enden,0_8,0_0
erleben,erlebt,0_0,0_6
lieber,liebes,0_5,0_8
suchen,suchet,0_0,0_9
jauchze,jauchze,0_3,0_3
ungestümes,ungestüme,0_8,0_3
vermahnet,vermahnen,0_9,0_0
pflanzet,pflanzen,0_9,0_0
widerstehet,widerstehen,0_9,0_0
seufze,seufzest,0_3,0_2
Mals,Mal,0_1,0_12
kocht,kochen,0_6,0_0
gleich,gleiche,0_12,0_3
Monats,Monates,0_1,0_8
opfert,opfern,0_6,0_0
blühten,blüht,0_11,0_6
zerbrochen,zerbrochenen,0_12,0_0
zeuget,zeugte,0_9,0_4
hölzern,hölzern,0_12,0_12
meinen,meinten,0_0,0_11
verdammst,verdammt,0_10,0_6
Binnui,Binnuis,1_0,1_2
hungrig,hungrigen,0_12,0_0
wiederkommt,wiederkommst,0_6,0_10
Erlöser,Erlösten,0_5,0_11
erinnern,erinnert,0_0,0_6
helle,heller,0_3,0_5
Bilhan,Bilha,1_1,1_0
Tore,Tor,0_3,0_12
tägliche,täglich,0_3,0_12
besät,besäest,0_6,0_2
verklagten,verklagt,0_11,0_6
weigerten,weigere,0_11,0_3
Sephatja,Sephatjas,1_0,1_2
geriete,geriet,0_4,0_6
Elf,Elfen,0_12,0_0
hinkam,hinkamen,0_12,0_0
ehe,ehe,0_3,0_3
finsteren,finstere,0_0,0_3
Verwundete,Verwundete,0_3,0_3
erfahren,erfahre,0_0,0_3
halber,halbe,0_5,0_3
Entsetzet,Entsetzen,0_9,0_0
frischem,frischer,0_7,0_5
reifem,reift,0_7,0_6
leget,lege,0_9,0_3
Das,Dan,1_2,1_1
Baches,Bach,0_8,0_12
fastet,faste,0_9,0_3
öffnen,öffnet,0_0,0_9
säst,säe,0_10,0_3
fliehen,flieht,0_0,0_6
beschneiden,beschneide,0_0,0_3
Gebot,Gebots,0_12,0_1
harrten,harret,0_11,0_9
Angesicht,Angesicht,0_12,0_12
möchte,möchten,0_3,0_0
Herden,Herd,0_0,0_12
anrichten,anrichte,0_0,0_3
täte,tätest,0_3,0_2
verzagt,verzagten,0_6,0_11
duldet,duldete,0_6,0_4
Wärt,Wäre,0_6,0_3
Beer,Beeren,0_12,0_0
Tisches,Tisch,0_8,0_12
handelte,handelten,0_4,0_11
zeuget,zeugest,0_9,0_2
eingehe,eingeht,0_3,0_6
Gichtbrüchige,Gichtbrüchigen,0_3,0_0
aufrichtet,aufrichtest,0_9,0_2
aufstehet,aufstehen,0_9,0_0
Ertrag,Ertrage,0_12,0_3
Gehör,Gehör,0_12,0_12
Fresser,Fresser,0_5,0_5
gemeine,gemeiner,0_3,0_5
fing,fingen,0_12,0_0
rufst,rufen,0_10,0_0
Dieses,Dieser,0_8,0_5
geboten,gebotest,0_0,0_2
bewahren,bewahrte,0_0,0_4
Umgänge,Umgängen,0_3,0_0
wohltun,wohltut,0_0,0_6
laut,lau,0_6,0_12
opfert,opfere,0_6,0_3
niedere,nieder,0_3,0_12
helles,hellem,0_8,0_7
helfe,helf,0_3,0_12
Gebt,Geber,0_6,0_5
leinenen,leinen,0_0,0_12
baue,baute,0_3,0_4
krümme,krümmte,0_3,0_4
nährte,nähret,0_4,0_9
Liebhaber,Liebhaber,1_0,1_0
baue,baust,0_3,0_10
lästert,lästerte,0_6,0_4
liebe,liebt,0_3,0_6
wiederkamt,wiederkamen,0_6,0_0
Hilft,Hilf,0_6,0_12
anzeigte,anzeigen,0_4,0_0
undeutlich,undeutlichen,0_12,0_0
Werkzeugen,Werkzeuge,0_0,0_3
haue,haust,0_3,0_10
verwahre,verwahrten,0_3,0_11
dicht,dichten,0_6,0_11
Gewinn,Gewinns,0_12,0_1
errege,erregen,0_3,0_0
Flammen,Flamme,0_0,0_3
anrichtet,anrichten,0_9,0_0
bekümmerst,bekümmere,0_10,0_3
löse,löst,0_3,0_6
stürzte,stürzt,0_4,0_6
Ephraims,Ephraimiter,1_2,1_3
löse,löste,0_3,0_4
Tat,Taten,0_12,0_0
Streites,Streit,0_8,0_12
sahst,sahet,0_10,0_9
bereden,bereden,0_0,0_0
erzeigen,erzeige,0_0,0_3
gefleckten,gefleckt,0_0,0_12
wirke,wirkst,0_3,0_10
Entronnene,Entronnenen,0_3,0_0
Grieche,Griechen,0_3,0_0
borgen,borgst,0_0,0_10
schlachte,schlachtest,0_3,0_2
siegten,siegte,0_11,0_4
meinst,meinten,0_10,0_11
handelte,handelt,0_4,0_6
Amoritern,Amoriter,1_1,1_0
Männer,Männer,0_5,0_5
Gitter,Gitters,1_0,1_2
Teppichs,Teppich,0_1,0_12
verklagt,verklagten,0_6,0_11
kurze,kurzem,0_3,0_7
grausame,grausamer,0_3,0_5
jauchzten,jauchzte,0_0,0_3
gemästet,gemästeter,0_12,0_5
Teufel,Teufels,1_0,1_2
vertilgt,vertilgten,0_6,0_11
Bette,Bett,0_4,0_6
über,üben,0_5,0_0
handelt,handeln,0_6,0_0
neuer,neu,0_5,0_12
krähen,krähte,0_0,0_4
schöpfest,schöpften,0_2,0_11
dient,dienet,0_6,0_9
zieh,ziehest,0_12,0_2
kämpfte,kämpft,0_4,0_6
weggingen,wegging,0_0,0_12
verlähmt,verlähmte,0_6,0_4
gießen,gießet,0_0,0_9
salbte,salbe,0_4,0_3
folgt,folgen,0_6,0_0
hängten,hängte,0_11,0_4
leitest,leitet,0_2,0_9
reizten,reizt,0_11,0_6
erweckst,erweckten,0_10,0_11
verstecken,versteckte,0_0,0_4
allgemeine,allgemeinen,0_3,0_0
gräme,gräme,0_3,0_3
kann,kannten,0_12,0_11
Buchen,Buch,0_0,0_12
Bienen,Biene,0_0,0_3
nötiger,nötigte,0_5,0_4
verantworte,verantworten,0_3,0_0
beschweren,beschwert,0_0,0_6
Getränk,Getränk,1_0,1_0
geizen,geizen,0_0,0_0
grünt,grüner,0_6,0_5
überantworte,überantwortet,0_3,0_9
ziehst,ziehet,0_10,0_9
vergängliche,vergänglich,0_3,0_12
Bilsa,Bilsan,1_0,1_1
dienst,dienten,0_10,0_11
lieb,liebet,0_12,0_9
grüße,grüßet,0_3,0_9
Streiter,Streits,0_5,0_1
wunderbare,wunderbaren,0_3,0_0
auslegte,auslege,1_4,1_0
süßes,süß,0_8,0_12
glaubest,glaubet,0_2,0_9
Augenlidern,Augenlider,1_1,1_0
ausführe,ausführte,0_3,0_4
demütigte,demütiget,0_4,0_9
glaubte,glaubten,0_4,0_11
bezahle,bezahlt,0_3,0_6
meine,meinte,0_3,0_4
Steinhaufe,Steinhaufen,0_3,0_0
süße,süßen,0_3,0_0
herrschte,herrsche,0_4,0_3
kauften,kauft,0_11,0_6
ehrest,ehrt,0_2,0_6
zählen,zählt,0_0,0_6
weises,weise,0_8,0_3
verhinderten,verhindert,0_0,0_12
stille,stilles,0_3,0_8
Stämmen,Stämme,0_0,0_3
zagt,zaget,0_6,0_9
sprengten,sprengen,0_11,0_0
öffne,öffnet,0_3,0_9
Vaters,Vater,1_2,1_0
Pflege,Pfleger,0_3,0_5
gießt,gießest,0_6,0_2
zwinge,zwingst,0_3,0_10
erzürnt,erzürnst,0_6,0_10
Pfeil,Pfeiler,0_12,0_5
seufzt,seufzest,0_6,0_2
Sterne,Stern,0_3,0_12
bewahrten,bewahrte,0_11,0_4
sprengt,sprengen,0_6,0_0
dreier,dreien,0_5,0_0
zwinge,zwinge,0_3,0_3
verberge,verbergt,0_3,0_6
kleide,kleidet,0_3,0_9
verlobte,verloben,0_4,0_0
verwirfst,verwirft,0_10,0_6
Borte,Born,0_4,0_0
besitzen,besitzest,0_0,0_2
dienst,diene,0_10,0_3
lehret,lehre,0_9,0_3
bauet,baute,0_9,0_4
rufst,rufe,0_10,0_3
prüfen,prüfe,0_0,0_3
vertilgst,vertilge,0_10,0_3
Gericht,Gerichten,0_12,0_0
lebten,lebt,0_11,0_6
entsündigen,entsündigten,0_0,0_11
ergeht,ergeht,0_6,0_6
haderte,haderst,0_4,0_10
herabkommen,herabkomme,0_0,0_3
wärmte,wärme,0_4,0_3
gekochten,gekocht,0_0,0_12
Machet,Mache,0_9,0_3
verzagten,verzagen,0_11,0_0
umkommst,umkommen,0_10,0_0
Wache,Wachs,0_3,0_1
Haustüren,Haustür,0_0,0_12
zürnt,zürne,0_6,0_3
darf,darfst,0_12,0_10
gereuen,gereut,0_0,0_6
verjage,verjagten,0_3,0_11
übet,über,0_9,0_5
Glieder,Glied,0_5,0_12
vertilge,vertilgst,0_3,0_10
Käufers,Käufer,1_2,1_0
glaubst,glaubte,0_10,0_4
geringes,geringem,0_8,0_7
Blut,Bluten,0_12,0_0
Prediger,Predigt,0_5,0_6
verfolgt,verfolgst,0_6,0_10
Glaube,Glaubt,0_3,0_6
zankten,zankt,0_11,0_6
pflege,pflegen,0_3,0_0
eng,enge,0_12,0_3
scheu,scheu,0_12,0_12
stecke,steckte,0_3,0_4
Hodavja,Hodavjas,1_0,1_2
Raub,Raub,0_12,0_12
bestimmten,bestimmt,0_11,0_6
fremd,fremdes,0_12,0_8
besser,besserten,0_12,0_11
Heide,Heiden,0_3,0_0
Zedern,Zeder,1_1,1_0
Meine,Mein,0_3,0_12
dränge,drängen,0_3,0_0
fluchet,fluche,0_9,0_3
sterbest,sterben,0_2,0_0
nachjage,nachjagten,0_3,0_11
erhöht,erhöhe,0_6,0_3
konntet,konntest,0_9,0_2
währe,währen,0_3,0_0
neuer,neuem,0_5,0_7
Inwendige,Inwendiges,0_3,0_8
verbrannt,verbrannten,0_12,0_0
Gefäße,Gefäßen,0_3,0_0
frevles,frevle,0_8,0_3
lateinische,lateinischer,0_3,0_5
zusagt,zusagt,0_6,0_6
löst,löst,0_6,0_6
besitzet,besitze,0_9,0_3
Jüngeren,Jüngern,0_0,0_0
erstarrt,erstarren,0_6,0_0
hingehet,hingehe,0_9,0_3
gehorche,gehorchest,0_3,0_2
salz,salzen,0_12,0_0
sanfter,sanft,0_5,0_12
Besen,Beste,0_0,0_4
verwirrt,verwirre,0_6,0_3
gewinnet,gewinnen,0_9,0_0
äußere,äußern,0_3,0_0
könnt,könnest,0_6,0_2
Kind,Kind,0_12,0_12
Zuphs,Zuph,1_2,1_0
gegossenen,gegossenes,0_0,0_8
Angesichter,Angesichtes,0_5,0_8
schlagest,schlagen,0_2,0_0
schickte,schicke,0_4,0_3
kaufe,kaufen,0_3,0_0
erbarmet,erbarmte,0_9,0_4
höret,hörst,0_9,0_10
warte,waret,0_4,0_9
Hallen,Hall,0_0,0_12
tot,totes,0_12,0_8
Simeonitern,Simeoniter,1_1,1_0
hasse,hasse,0_3,0_3
tätest,täten,0_2,0_0
Ezem,Ezer,0_7,0_5
leibeigenen,leibeigene,0_0,0_3
Zank,Zankes,0_12,0_8
dienest,dient,0_2,0_6
unbefleckt,unbefleckter,0_12,0_5
Wäre,Wären,0_3,0_0
Auszugs,Auszug,1_2,1_0
wirkten,wirkte,0_11,0_4
Stand,Stande,0_12,0_3
betrübst,betrübte,0_10,0_4
unteren,untere,0_0,0_3
schmähe,schmähst,0_3,0_10
Versucher,Versucher,0_5,0_5
klugen,klug,0_0,0_12
tauge,taugen,0_3,0_0
stärke,stärken,0_3,0_0
raten,rate,0_0,0_3
Pflügt,Pflüger,0_6,0_5
verachtet,verachte,0_9,0_3
hölzernen,hölzernes,0_0,0_8
Schlage,Schlagen,0_3,0_0
zerbrochenen,zerbrochen,0_0,0_12
hießen,hieß,0_0,0_12
still,stiller,0_12,0_5
weigerte,weigerten,0_4,0_11
verborgenen,verborgenes,0_0,0_8
erwachte,erwache,0_4,0_3
fragst,fragen,0_10,0_0
Leuchter,Leuchte,0_5,0_3
verfaulen,verfault,0_0,0_6
durchläutert,durchläuterte,0_6,0_4
fasten,fastest,0_0,0_2
hebe,hebt,0_3,0_6
zwölften,zwölfte,0_11,0_4
Baanas,Baana,1_2,1_0
Vorbild,Vorbilde,0_12,0_3
Menschenkinder,Menschenkind,0_5,0_12
Geber,Geben,0_5,0_0
Stande,Stand,0_3,0_12
Vorbildes,Vorbilder,0_8,0_5
ladest,lade,0_2,0_3
verlangen,verlangt,0_0,0_6
entfallen,entfalle,0_0,0_3
verständig,verständigen,0_12,0_0
hörest,hörten,0_2,0_11
keltert,kelterten,0_6,0_11
harten,hart,0_0,0_12
auftäten,auftäte,0_0,0_3
festem,festen,0_7,0_0
unerträglichen,unerträgliche,0_0,0_3
versenkt,versenkten,0_6,0_11
Krämers,Krämer,1_2,1_0
fanden,fand,0_0,0_12
jauchze,jauchzet,0_3,0_9
freien,freiten,0_0,0_11
dürres,dürrem,0_8,0_7
Heeres,Heere,0_8,0_3
verschwinden,verschwindet,0_0,0_6
ausgeschüttet,ausgeschütteten,0_12,0_0
Hürden,Hürde,0_0,0_3
Geräts,Gerät,0_1,0_12
Eid,Eides,0_12,0_8
verwahrten,verwahre,0_11,0_3
Gog,Gogs,1_0,1_2
Throne,Throns,0_3,0_1
reich,reicht,0_12,0_6
bewegten,bewegen,0_11,0_0
Johanan,Johanans,1_1,1_2
fluche,fluchet,0_3,0_9
zerbrochenen,zerbrochenes,0_0,0_8
anfing,anfingen,0_12,0_0
Berechja,Berechjas,1_0,1_2
bleibe,bleiben,0_3,0_0
solches,solchem,0_8,0_7
Jiswa,Jiswa,1_5,1_5
hellen,helle,0_0,0_3
überschwenglich,überschwengliche,0_12,0_3
schlaget,schlagt,0_9,0_6
Schafe,Schafen,0_3,0_0
Feldteufel,Feldteufeln,1_0,1_1
redest,rede,0_2,0_3
einen,eins,0_0,0_1
tauber,taub,0_5,0_12
bückten,bücken,0_11,0_0
dritten,dritter,0_0,0_5
folgt,folgten,0_6,0_11
begrub,begruben,0_12,0_0
wehten,wehte,0_11,0_4
absondert,absondern,0_6,0_0
Schiffe,Schiff,0_3,0_12
Feuersäulen,Feuersäule,0_0,0_3
verdecken,verdeckten,0_0,0_11
armes,armen,0_8,0_0
brauche,brauchte,0_3,0_4
Hauen,Hauer,0_0,0_5
rufest,rufen,0_2,0_0
erregt,erregten,0_6,0_11
dabliebe,dablieben,0_3,0_0
bewahrst,bewahret,0_10,0_9
wahr,wahres,0_12,0_8
zertreten,zertretet,0_0,0_9
eingehe,eingehest,0_3,0_2
allererst,allererste,0_6,0_4
Schafen,Schaft,0_0,0_6
rühmst,rühmten,0_10,0_11
etwas,etwa,1_2,1_0
zeugst,zeugen,0_10,0_0
losließ,losließe,0_12,0_3
behandelt,behandelte,0_6,0_4
machen,machten,0_0,0_11
freiwilligen,freiwillig,0_0,0_12
zerstückte,zerstückt,0_4,0_6
Schöpf,Schöpfet,0_12,0_9
solch,solche,0_12,0_3
erkannt,erkannte,0_12,0_3
kahlen,kahl,0_0,0_12
teilten,teilt,0_11,0_6
belagern,belagerten,0_0,0_11
Zin,Zins,1_0,1_2
gleiche,gleicher,0_3,0_5
Scheuer,Scheu,0_5,0_12
hellen,helles,0_0,0_8
erkannten,erkannt,0_0,0_12
regiert,regiere,0_6,0_3
ungerechten,ungerechter,0_0,0_5
häßlicher,häßlich,0_5,0_12
Zeige,Zeiger,0_3,0_5
grüßen,grüßte,0_0,0_4
schwer,schweres,0_12,0_8
Hur,Hurs,0_12,0_1
ziehst,ziehest,0_10,0_2
klein,kleines,0_12,0_8
bösem,bösen,0_7,0_0
bewegte,bewege,0_4,0_3
Wasserquellen,Wasserquelle,0_0,0_3
bewahret,bewahren,0_9,0_0
liefst,liefet,0_10,0_9
prüfe,prüfet,0_3,0_9
gesäuerten,gesäuertes,0_0,0_8
Meinet,Mein,0_9,0_12
verschüttet,verschüttete,0_6,0_4
danke,dankte,0_3,0_4
erzeigten,erzeigest,0_11,0_2
überschwenglich,überschwenglich,0_12,0_12
wohnst,wohnest,0_10,0_2
neigest,neigte,0_2,0_4
kennte,kennst,0_4,0_10
bedeckest,bedeckst,0_2,0_10
verschlinge,verschling,0_3,0_12
gebrauchen,gebraucht,0_0,0_6
speisest,speise,0_2,0_3
fresse,fresset,0_3,0_9
ungläubiges,ungläubige,0_8,0_3
Tores,Tor,0_8,0_12
kahl,kahlen,0_12,0_0
Hunger,Hunger,1_0,1_0
bücke,bückt,0_3,0_6
gesellt,gesellte,0_6,0_4
Ad,Ad,0_12,0_12
lebe,lebte,0_3,0_4
trägst,träge,0_10,0_3
tödlichen,tödlich,0_0,0_12
zerrüttete,zerrütteten,0_3,0_0
fördere,fördere,0_3,0_3
Glauben,Glaubet,0_0,0_9
schmähen,schmähst,0_0,0_10
Lasset,Lassen,0_6,0_0
ehe,eher,0_3,0_5
krank,krank,0_12,0_12
beschwert,beschweren,0_6,0_0
Wechslern,Wechsler,1_1,1_0
leget,legest,0_9,0_2
liebhabt,liebhaben,0_6,0_0
abtrünnige,abtrünnig,0_3,0_12
retten,rette,0_0,0_3
schlecht,schlechten,0_12,0_0
führen,führest,0_0,0_2
Siehst,Sieh,0_10,0_12
einfältige,einfältige,0_3,0_3
eines,eine,0_8,0_3
höhnest,höhnt,0_2,0_6
Aufrührern,Aufrührer,1_1,1_0
Gesell,Geselle,0_12,0_3
sitzet,sitze,0_9,0_3
Bor,Borte,0_12,0_4
Zuph,Zuphs,1_0,1_2
prächtig,prächtiges,0_12,0_8
schalten,schalt,0_0,0_12
Strick,Stricke,0_12,0_3
zerbrachen,zerbrach,0_0,0_12
zitterte,zittert,0_4,0_6
siegen,siegten,0_0,0_11
löst,löste,0_6,0_4
Zerujas,Zeruja,1_2,1_0
zeugten,zeuget,0_11,0_9
