src word,tgt word,src slot,tgt slot
gripes,gripna,0_3,0_0
gripes,gripa,0_3,0_0
gripes,gripas,0_3,0_11
gripen,grip,0_6,0_2
gripen,gripit,0_6,0_14
gripen,gripes,0_6,0_3
gripen,gripen,0_6,0_6
gripen,griper,0_6,0_8
gripen,gripet,0_6,0_2
gripen,gripna,0_6,0_0
gripen,gripa,0_6,0_0
gripen,gripas,0_6,0_11
griper,grip,0_8,0_2
griper,gripit,0_8,0_14
griper,gripes,0_8,0_3
griper,gripen,0_8,0_6
griper,griper,0_8,0_8
griper,gripet,0_8,0_2
griper,gripna,0_8,0_0
griper,gripa,0_8,0_0
griper,gripas,0_8,0_11
gripet,grip,0_2,0_2
gripet,gripit,0_2,0_14
gripet,gripes,0_2,0_3
gripet,gripen,0_2,0_6
gripet,griper,0_2,0_8
gripet,gripet,0_2,0_2
gripet,gripna,0_2,0_0
gripet,gripa,0_2,0_0
gripet,gripas,0_2,0_11
gripna,grip,0_0,0_2
gripna,gripit,0_0,0_14
gripna,gripes,0_0,0_3
gripna,gripen,0_0,0_6
gripna,griper,0_0,0_8
gripna,gripet,0_0,0_2
gripna,gripna,0_0,0_0
gripna,gripa,0_0,0_0
gripna,gripas,0_0,0_11
gripa,grip,0_0,0_2
gripa,gripit,0_0,0_14
gripa,gripes,0_0,0_3
gripa,gripen,0_0,0_6
gripa,griper,0_0,0_8
gripa,gripet,0_0,0_2
gripa,gripna,0_0,0_0
gripa,gripa,0_0,0_0
gripa,gripas,0_0,0_11
gripas,grip,0_11,0_2
gripas,gripit,0_11,0_14
gripas,gripes,0_11,0_3
gripas,gripen,0_11,0_6
gripas,griper,0_11,0_8
gripas,gripet,0_11,0_2
gripas,gripna,0_11,0_0
gripas,gripa,0_11,0_0
gripas,gripas,0_11,0_11
mjuk,mjuk,0_2,0_2
mjuk,mjuka,0_2,0_0
mjuk,mjukt,0_2,0_10
mjuka,mjuk,0_0,0_2
mjuka,mjuka,0_0,0_0
mjuka,mjukt,0_0,0_10
mjukt,mjuk,0_10,0_2
mjukt,mjuka,0_10,0_0
mjukt,mjukt,0_10,0_10
som,som,0_2,0_2
som,somna,0_2,0_0
som,somt,0_2,0_10
somna,som,0_0,0_2
somna,somna,0_0,0_0
somna,somt,0_0,0_10
somt,som,0_10,0_2
somt,somna,0_10,0_0
somt,somt,0_10,0_10
anmäla,anmäla,0_0,0_0
anmäla,anmälde,0_0,0_1
anmälde,anmäla,0_1,0_0
anmälde,anmälde,0_1,0_1
känd,känd,0_2,0_2
känd,kände,0_2,0_5
känd,känden,0_2,0_6
känd,kända,0_2,0_0
kände,känd,0_5,0_2
kände,kände,0_5,0_5
kände,känden,0_5,0_6
kände,kända,0_5,0_0
känden,känd,0_6,0_2
känden,kände,0_6,0_5
känden,känden,0_6,0_6
känden,kända,0_6,0_0
kända,känd,0_0,0_2
kända,kände,0_0,0_5
kända,känden,0_0,0_6
kända,kända,0_0,0_0
förståndigare,förståndigare,0_12,0_12
förståndigare,förståndigas,0_12,0_11
förståndigare,förståndiges,0_12,0_3
förståndigas,förståndigare,0_11,0_12
förståndigas,förståndigas,0_11,0_11
förståndigas,förståndiges,0_11,0_3
förståndiges,förståndigare,0_3,0_12
förståndiges,förståndigas,0_3,0_11
förståndiges,förståndiges,0_3,0_3
betryck,betryck,0_2,0_2
betryck,betrycket,0_2,0_2
betryck,betryckt,0_2,0_10
betryck,betryckte,0_2,0_1
betrycket,betryck,0_2,0_2
betrycket,betrycket,0_2,0_2
betrycket,betryckt,0_2,0_10
betrycket,betryckte,0_2,0_1
betryckt,betryck,0_10,0_2
betryckt,betrycket,0_10,0_2
betryckt,betryckt,0_10,0_10
betryckt,betryckte,0_10,0_1
betryckte,betryck,0_1,0_2
betryckte,betrycket,0_1,0_2
betryckte,betryckt,0_1,0_10
betryckte,betryckte,0_1,0_1
äventyrare,äventyrare,0_12,0_12
äventyrare,äventyrs,0_12,0_4
äventyrs,äventyrare,0_4,0_12
äventyrs,äventyrs,0_4,0_4
nedstött,nedstött,0_2,0_2
nedstött,nedstötta,0_2,0_0
nedstötta,nedstött,0_0,0_2
nedstötta,nedstötta,0_0,0_0
myndiga,myndiga,0_0,0_0
myndiga,myndighet,0_0,0_7
myndiga,myndige,0_0,0_5
myndighet,myndiga,0_7,0_0
myndighet,myndighet,0_7,0_7
myndighet,myndige,0_7,0_5
myndige,myndiga,0_5,0_0
myndige,myndighet,0_5,0_7
myndige,myndige,0_5,0_5
beginge,beginge,0_5,0_5
beginge,begingo,0_5,0_15
begingo,beginge,0_15,0_5
begingo,begingo,0_15,0_15
kräslig,kräslig,0_2,0_2
kräslig,kräsligt,0_2,0_10
kräslig,kräslighet,0_2,0_7
kräsligt,kräslig,0_10,0_2
kräsligt,kräsligt,0_10,0_10
kräsligt,kräslighet,0_10,0_7
kräslighet,kräslig,0_7,0_2
kräslighet,kräsligt,0_7,0_10
kräslighet,kräslighet,0_7,0_7
överkläda,överkläda,0_0,0_0
överkläda,överklädde,0_0,0_1
överklädde,överkläda,0_1,0_0
överklädde,överklädde,0_1,0_1
Ung,Ung,0_2,0_2
Ung,Unge,0_2,0_5
Unge,Ung,0_5,0_2
Unge,Unge,0_5,0_5
kläcka,kläcka,0_0,0_0
kläcka,kläcker,0_0,0_8
kläcker,kläcka,0_8,0_0
kläcker,kläcker,0_8,0_8
Red,Red,0_2,0_2
Red,Redan,0_2,0_2
Red,Reden,0_2,0_6
Redan,Red,0_2,0_2
Redan,Redan,0_2,0_2
Redan,Reden,0_2,0_6
Reden,Red,0_6,0_2
Reden,Redan,0_6,0_2
Reden,Reden,0_6,0_6
tre,tre,0_5,0_5
tre,tro,0_5,0_15
tre,tror,0_5,0_13
tro,tre,0_15,0_5
tro,tro,0_15,0_15
tro,tror,0_15,0_13
tror,tre,0_13,0_5
tror,tro,0_13,0_15
tror,tror,0_13,0_13
undslippa,undslippa,0_0,0_0
undslippa,undslipper,0_0,0_8
undslipper,undslippa,0_8,0_0
undslipper,undslipper,0_8,0_8
stjäl,stjäl,0_2,0_2
stjäl,stjäla,0_2,0_0
stjäl,stjäle,0_2,0_5
stjäl,stjälen,0_2,0_6
stjäla,stjäl,0_0,0_2
stjäla,stjäla,0_0,0_0
stjäla,stjäle,0_0,0_5
stjäla,stjälen,0_0,0_6
stjäle,stjäl,0_5,0_2
stjäle,stjäla,0_5,0_0
stjäle,stjäle,0_5,0_5
stjäle,stjälen,0_5,0_6
stjälen,stjäl,0_6,0_2
stjälen,stjäla,0_6,0_0
stjälen,stjäle,0_6,0_5
stjälen,stjälen,0_6,0_6
följ,följ,0_2,0_2
följ,följt,0_2,0_10
följ,följd,0_2,0_5
följ,följda,0_2,0_0
följ,följde,0_2,0_1
följ,följe,0_2,0_5
följ,följen,0_2,0_6
följ,följer,0_2,0_8
följ,följas,0_2,0_11
följ,följande,0_2,0_9
följt,följ,0_10,0_2
följt,följt,0_10,0_10
följt,följd,0_10,0_5
följt,följda,0_10,0_0
följt,följde,0_10,0_1
följt,följe,0_10,0_5
följt,följen,0_10,0_6
följt,följer,0_10,0_8
följt,följas,0_10,0_11
följt,följande,0_10,0_9
följd,följ,0_5,0_2
följd,följt,0_5,0_10
följd,följd,0_5,0_5
följd,följda,0_5,0_0
följd,följde,0_5,0_1
följd,följe,0_5,0_5
följd,följen,0_5,0_6
följd,följer,0_5,0_8
följd,följas,0_5,0_11
följd,följande,0_5,0_9
följda,följ,0_0,0_2
följda,följt,0_0,0_10
följda,följd,0_0,0_5
följda,följda,0_0,0_0
följda,följde,0_0,0_1
följda,följe,0_0,0_5
följda,följen,0_0,0_6
följda,följer,0_0,0_8
följda,följas,0_0,0_11
följda,följande,0_0,0_9
följde,följ,0_1,0_2
följde,följt,0_1,0_10
följde,följd,0_1,0_5
följde,följda,0_1,0_0
följde,följde,0_1,0_1
följde,följe,0_1,0_5
följde,följen,0_1,0_6
följde,följer,0_1,0_8
följde,följas,0_1,0_11
följde,följande,0_1,0_9
följe,följ,0_5,0_2
följe,följt,0_5,0_10
följe,följd,0_5,0_5
följe,följda,0_5,0_0
följe,följde,0_5,0_1
följe,följe,0_5,0_5
följe,följen,0_5,0_6
följe,följer,0_5,0_8
följe,följas,0_5,0_11
följe,följande,0_5,0_9
följen,följ,0_6,0_2
följen,följt,0_6,0_10
följen,följd,0_6,0_5
följen,följda,0_6,0_0
följen,följde,0_6,0_1
följen,följe,0_6,0_5
följen,följen,0_6,0_6
följen,följer,0_6,0_8
följen,följas,0_6,0_11
följen,följande,0_6,0_9
följer,följ,0_8,0_2
följer,följt,0_8,0_10
följer,följd,0_8,0_5
följer,följda,0_8,0_0
följer,följde,0_8,0_1
följer,följe,0_8,0_5
följer,följen,0_8,0_6
följer,följer,0_8,0_8
följer,följas,0_8,0_11
följer,följande,0_8,0_9
följas,följ,0_11,0_2
följas,följt,0_11,0_10
följas,följd,0_11,0_5
följas,följda,0_11,0_0
följas,följde,0_11,0_1
följas,följe,0_11,0_5
följas,följen,0_11,0_6
följas,följer,0_11,0_8
följas,följas,0_11,0_11
följas,följande,0_11,0_9
följande,följ,0_9,0_2
följande,följt,0_9,0_10
följande,följd,0_9,0_5
följande,följda,0_9,0_0
följande,följde,0_9,0_1
följande,följe,0_9,0_5
följande,följen,0_9,0_6
följande,följer,0_9,0_8
följande,följas,0_9,0_11
följande,följande,0_9,0_9
jämlik,jämlik,0_2,0_2
jämlik,jämlike,0_2,0_5
jämlik,jämlika,0_2,0_0
jämlike,jämlik,0_5,0_2
jämlike,jämlike,0_5,0_5
jämlike,jämlika,0_5,0_0
jämlika,jämlik,0_0,0_2
jämlika,jämlike,0_0,0_5
jämlika,jämlika,0_0,0_0
Baalsaltare,Baalsaltare,0_5,0_5
Baalsaltare,Baalsaltarna,0_5,0_0
Baalsaltarna,Baalsaltare,0_0,0_5
Baalsaltarna,Baalsaltarna,0_0,0_0
olärd,olärd,0_2,0_2
olärd,olärda,0_2,0_0
olärd,olärdas,0_2,0_11
olärda,olärd,0_0,0_2
olärda,olärda,0_0,0_0
olärda,olärdas,0_0,0_11
olärdas,olärd,0_11,0_2
olärdas,olärda,0_11,0_0
olärdas,olärdas,0_11,0_11
bäst,bäst,0_2,0_2
bäst,bäste,0_2,0_5
bäst,bästa,0_2,0_0
bäste,bäst,0_5,0_2
bäste,bäste,0_5,0_5
bäste,bästa,0_5,0_0
bästa,bäst,0_0,0_2
bästa,bäste,0_0,0_5
bästa,bästa,0_0,0_0
brist,brist,0_2,0_2
brist,brista,0_2,0_0
brist,brister,0_2,0_8
brist,bristen,0_2,0_6
brista,brist,0_0,0_2
brista,brista,0_0,0_0
brista,brister,0_0,0_8
brista,bristen,0_0,0_6
brister,brist,0_8,0_2
brister,brista,0_8,0_0
brister,brister,0_8,0_8
brister,bristen,0_8,0_6
bristen,brist,0_6,0_2
bristen,brista,0_6,0_0
bristen,brister,0_6,0_8
bristen,bristen,0_6,0_6
ärva,ärva,0_0,0_0
ärva,ärvt,0_0,0_10
ärvt,ärva,0_10,0_0
ärvt,ärvt,0_10,0_10
högtidsskara,högtidsskara,0_0,0_0
högtidsskara,högtidsskaran,0_0,0_2
högtidsskara,högtidsskaror,0_0,0_13
högtidsskaran,högtidsskara,0_2,0_0
högtidsskaran,högtidsskaran,0_2,0_2
högtidsskaran,högtidsskaror,0_2,0_13
högtidsskaror,högtidsskara,0_13,0_0
högtidsskaror,högtidsskaran,0_13,0_2
högtidsskaror,högtidsskaror,0_13,0_13
höghelig,höghelig,0_2,0_2
höghelig,högheliga,0_2,0_0
höghelig,högheligt,0_2,0_10
högheliga,höghelig,0_0,0_2
högheliga,högheliga,0_0,0_0
högheliga,högheligt,0_0,0_10
högheligt,höghelig,0_10,0_2
högheligt,högheliga,0_10,0_0
högheligt,högheligt,0_10,0_10
folktom,folktom,0_2,0_2
folktom,folktomt,0_2,0_10
folktomt,folktom,0_10,0_2
folktomt,folktomt,0_10,0_10
förebrå,förebrå,0_2,0_2
hydda,hydda,0_0,0_0
hydda,hyddas,0_0,0_11
hyddas,hydda,0_11,0_0
hyddas,hyddas,0_11,0_11
kantklippt,kantklippt,0_2,0_2
kantklippt,kantklippta,0_2,0_0
kantklippta,kantklippt,0_0,0_2
kantklippta,kantklippta,0_0,0_0
Aban,Aban,0_2,0_2
Aban,Abana,0_2,0_0
Abana,Aban,0_0,0_2
Abana,Abana,0_0,0_0
Mattat,Mattat,0_2,0_2
Mattat,Mattata,0_2,0_0
Mattata,Mattat,0_0,0_2
Mattata,Mattata,0_0,0_0
lämpliga,lämpliga,0_0,0_0
lämpliga,lämpligt,0_0,0_10
lämpligt,lämpliga,0_10,0_0
lämpligt,lämpligt,0_10,0_10
nedtryckt,nedtryckt,0_2,0_2
nedtryckt,nedtryckta,0_2,0_0
nedtryckta,nedtryckt,0_0,0_2
nedtryckta,nedtryckta,0_0,0_0
oansenligare,oansenligare,0_12,0_12
oansenligare,oansenligt,0_12,0_10
oansenligt,oansenligare,0_10,0_12
oansenligt,oansenligt,0_10,0_10
Eljada,Eljada,0_0,0_0
Eljada,Eljadas,0_0,0_11
Eljadas,Eljada,0_11,0_0
Eljadas,Eljadas,0_11,0_11
stormodiga,stormodiga,0_0,0_0
stormodiga,stormodige,0_0,0_5
stormodiga,stormodigt,0_0,0_10
stormodige,stormodiga,0_5,0_0
stormodige,stormodige,0_5,0_5
stormodige,stormodigt,0_5,0_10
stormodigt,stormodiga,0_10,0_0
stormodigt,stormodige,0_10,0_5
stormodigt,stormodigt,0_10,0_10
må,må,0_2,0_2
må,mån,0_2,0_6
mån,må,0_6,0_2
mån,mån,0_6,0_6
besätta,besätta,0_0,0_0
besätta,besätten,0_0,0_6
besätten,besätta,0_6,0_0
besätten,besätten,0_6,0_6
elfta,elfta,0_0,0_0
elfta,elfte,0_0,0_5
elfte,elfta,0_5,0_0
elfte,elfte,0_5,0_5
fi,fi,0_2,0_2
fi,fin,0_2,0_6
fi,fina,0_2,0_0
fin,fi,0_6,0_2
fin,fin,0_6,0_6
fin,fina,0_6,0_0
fina,fi,0_0,0_2
fina,fin,0_0,0_6
fina,fina,0_0,0_0
Afek,Afek,0_2,0_2
Afek,Afeka,0_2,0_0
Afeka,Afek,0_0,0_2
Afeka,Afeka,0_0,0_0
blir,blir,0_2,0_2
blir,blira,0_2,0_0
blira,blir,0_0,0_2
blira,blira,0_0,0_0
drypa,drypa,0_0,0_0
drypa,drype,0_0,0_5
drypa,dryper,0_0,0_8
drype,drypa,0_5,0_0
drype,drype,0_5,0_5
drype,dryper,0_5,0_8
dryper,drypa,0_8,0_0
dryper,drype,0_8,0_5
dryper,dryper,0_8,0_8
ostörda,ostörda,0_0,0_0
ostörda,ostört,0_0,0_10
ostört,ostörda,0_10,0_0
ostört,ostört,0_10,0_10
utmärka,utmärka,0_0,0_0
utmärka,utmärkas,0_0,0_11
utmärka,utmärken,0_0,0_6
utmärkas,utmärka,0_11,0_0
utmärkas,utmärkas,0_11,0_11
utmärkas,utmärken,0_11,0_6
utmärken,utmärka,0_6,0_0
utmärken,utmärkas,0_6,0_11
utmärken,utmärken,0_6,0_6
ertappad,ertappad,0_5,0_5
ertappad,ertappade,0_5,0_1
ertappad,ertappas,0_5,0_4
ertappade,ertappad,0_1,0_5
ertappade,ertappade,0_1,0_1
ertappade,ertappas,0_1,0_4
ertappas,ertappad,0_4,0_5
ertappas,ertappade,0_4,0_1
ertappas,ertappas,0_4,0_4
tillmäta,tillmäta,0_0,0_0
tillmäta,tillmätte,0_0,0_1
tillmätte,tillmäta,0_1,0_0
tillmätte,tillmätte,0_1,0_1
smörjelseolja,smörjelseolja,0_0,0_0
smörjelseolja,smörjelseoljan,0_0,0_2
smörjelseoljan,smörjelseolja,0_2,0_0
smörjelseoljan,smörjelseoljan,0_2,0_2
rida,rida,0_0,0_0
rida,riden,0_0,0_6
rida,ridande,0_0,0_9
rida,ridit,0_0,0_14
riden,rida,0_6,0_0
riden,riden,0_6,0_6
riden,ridande,0_6,0_9
riden,ridit,0_6,0_14
ridande,rida,0_9,0_0
ridande,riden,0_9,0_6
ridande,ridande,0_9,0_9
ridande,ridit,0_9,0_14
ridit,rida,0_14,0_0
ridit,riden,0_14,0_6
ridit,ridande,0_14,0_9
ridit,ridit,0_14,0_14
skida,skida,0_0,0_0
skida,skidan,0_0,0_2
skidan,skida,0_2,0_0
skidan,skidan,0_2,0_2
hämndgirige,hämndgirige,0_5,0_5
hämndgirige,hämndgirigt,0_5,0_10
hämndgirige,hämndgirighet,0_5,0_7
hämndgirigt,hämndgirige,0_10,0_5
hämndgirigt,hämndgirigt,0_10,0_10
hämndgirigt,hämndgirighet,0_10,0_7
hämndgirighet,hämndgirige,0_7,0_5
hämndgirighet,hämndgirigt,0_7,0_10
hämndgirighet,hämndgirighet,0_7,0_7
ouppsåtlig,ouppsåtlig,0_2,0_2
ouppsåtlig,ouppsåtligen,0_2,0_6
ouppsåtlig,ouppsåtliga,0_2,0_0
ouppsåtligen,ouppsåtlig,0_6,0_2
ouppsåtligen,ouppsåtligen,0_6,0_6
ouppsåtligen,ouppsåtliga,0_6,0_0
ouppsåtliga,ouppsåtlig,0_0,0_2
ouppsåtliga,ouppsåtligen,0_0,0_6
ouppsåtliga,ouppsåtliga,0_0,0_0
förspillas,förspillas,0_11,0_11
förspillas,förspilld,0_11,0_5
förspillas,förspillde,0_11,0_1
förspillas,förspillt,0_11,0_10
förspilld,förspillas,0_5,0_11
förspilld,förspilld,0_5,0_5
förspilld,förspillde,0_5,0_1
förspilld,förspillt,0_5,0_10
förspillde,förspillas,0_1,0_11
förspillde,förspilld,0_1,0_5
förspillde,förspillde,0_1,0_1
förspillde,förspillt,0_1,0_10
förspillt,förspillas,0_10,0_11
förspillt,förspilld,0_10,0_5
förspillt,förspillde,0_10,0_1
förspillt,förspillt,0_10,0_10
skriv,skriv,0_2,0_2
skriv,skriven,0_2,0_6
skriv,skrivet,0_2,0_2
skriv,skriver,0_2,0_8
skriv,skrivit,0_2,0_14
skriv,skriva,0_2,0_0
skriv,skrivare,0_2,0_12
skriv,skrivas,0_2,0_11
skriv,skrivna,0_2,0_0
skriven,skriv,0_6,0_2
skriven,skriven,0_6,0_6
skriven,skrivet,0_6,0_2
skriven,skriver,0_6,0_8
skriven,skrivit,0_6,0_14
skriven,skriva,0_6,0_0
skriven,skrivare,0_6,0_12
skriven,skrivas,0_6,0_11
skriven,skrivna,0_6,0_0
skrivet,skriv,0_2,0_2
skrivet,skriven,0_2,0_6
skrivet,skrivet,0_2,0_2
skrivet,skriver,0_2,0_8
skrivet,skrivit,0_2,0_14
skrivet,skriva,0_2,0_0
skrivet,skrivare,0_2,0_12
skrivet,skrivas,0_2,0_11
skrivet,skrivna,0_2,0_0
skriver,skriv,0_8,0_2
skriver,skriven,0_8,0_6
skriver,skrivet,0_8,0_2
skriver,skriver,0_8,0_8
skriver,skrivit,0_8,0_14
skriver,skriva,0_8,0_0
skriver,skrivare,0_8,0_12
skriver,skrivas,0_8,0_11
skriver,skrivna,0_8,0_0
skrivit,skriv,0_14,0_2
skrivit,skriven,0_14,0_6
skrivit,skrivet,0_14,0_2
skrivit,skriver,0_14,0_8
skrivit,skrivit,0_14,0_14
skrivit,skriva,0_14,0_0
skrivit,skrivare,0_14,0_12
skrivit,skrivas,0_14,0_11
skrivit,skrivna,0_14,0_0
skriva,skriv,0_0,0_2
skriva,skriven,0_0,0_6
skriva,skrivet,0_0,0_2
skriva,skriver,0_0,0_8
skriva,skrivit,0_0,0_14
skriva,skriva,0_0,0_0
skriva,skrivare,0_0,0_12
skriva,skrivas,0_0,0_11
skriva,skrivna,0_0,0_0
skrivare,skriv,0_12,0_2
skrivare,skriven,0_12,0_6
skrivare,skrivet,0_12,0_2
skrivare,skriver,0_12,0_8
skrivare,skrivit,0_12,0_14
skrivare,skriva,0_12,0_0
skrivare,skrivare,0_12,0_12
skrivare,skrivas,0_12,0_11
skrivare,skrivna,0_12,0_0
skrivas,skriv,0_11,0_2
skrivas,skriven,0_11,0_6
skrivas,skrivet,0_11,0_2
skrivas,skriver,0_11,0_8
skrivas,skrivit,0_11,0_14
skrivas,skriva,0_11,0_0
skrivas,skrivare,0_11,0_12
skrivas,skrivas,0_11,0_11
skrivas,skrivna,0_11,0_0
skrivna,skriv,0_0,0_2
skrivna,skriven,0_0,0_6
skrivna,skrivet,0_0,0_2
skrivna,skriver,0_0,0_8
skrivna,skrivit,0_0,0_14
skrivna,skriva,0_0,0_0
skrivna,skrivare,0_0,0_12
skrivna,skrivas,0_0,0_11
skrivna,skrivna,0_0,0_0
sjöresa,sjöresa,0_0,0_0
sjöresa,sjöresan,0_0,0_2
sjöresan,sjöresa,0_2,0_0
