src word,tgt word,src slot,src predicted,tgt slot,tgt predicted,annotation 1,annotation 2
unverständiger,unverständige,0_7,V;IND;PST;3;SG,0_10,V;SBJV;PRS;1;SG,
unverständiger,unverständiges,0_7,V;IND;PST;3;SG,0_11,?,
unverständiger,unverständig,0_7,V;IND;PST;3;SG,0_13,V;IMP;2;SG,
unverständige,unverständigen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
unverständige,unverständiger,0_10,V;SBJV;PRS;1;SG,0_7,V;IND;PST;3;SG,
unverständige,unverständiges,0_10,V;SBJV;PRS;1;SG,0_11,?,
unverständige,unverständig,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
unverständiges,unverständigen,0_11,?,0_0,V;NFIN,
unverständiges,unverständiger,0_11,?,0_7,V;IND;PST;3;SG,
unverständiges,unverständige,0_11,?,0_10,V;SBJV;PRS;1;SG,
unverständiges,unverständig,0_11,?,0_13,V;IMP;2;SG,
unverständig,unverständigen,0_13,V;IMP;2;SG,0_0,V;NFIN,
unverständig,unverständiger,0_13,V;IMP;2;SG,0_7,V;IND;PST;3;SG,
unverständig,unverständige,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,
unverständig,unverständiges,0_13,V;IMP;2;SG,0_11,?,

ergaben,ergab,0_0,V;NFIN,0_13,V;IMP;2;SG,
ergab,ergaben,0_13,V;IMP;2;SG,0_0,V;NFIN,

libyen,libyer,0_0,V;NFIN,0_7,V;IND;PST;3;SG,
libyer,libyen,0_7,V;IND;PST;3;SG,0_0,V;NFIN,

auferwecken,auferweckte,0_0,V;NFIN,0_4,V;SBJV;PST;3;SG,
auferwecken,auferwecke,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
auferwecken,auferweckt,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
auferweckte,auferwecken,0_4,V;SBJV;PST;3;SG,0_0,V;NFIN,
auferweckte,auferwecke,0_4,V;SBJV;PST;3;SG,0_10,V;SBJV;PRS;1;SG,
auferweckte,auferweckt,0_4,V;SBJV;PST;3;SG,0_12,V;IND;PRS;2;PL,
auferwecke,auferwecken,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
auferwecke,auferweckte,0_10,V;SBJV;PRS;1;SG,0_4,V;SBJV;PST;3;SG,
auferwecke,auferweckt,0_10,V;SBJV;PRS;1;SG,0_12,V;IND;PRS;2;PL,
auferweckt,auferwecken,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,
auferweckt,auferweckte,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG,
auferweckt,auferwecke,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,

älteren,ältern,0_0,V;NFIN,0_0,V;NFIN,
ältern,älteren,0_0,V;NFIN,0_0,V;NFIN,
älteren,älterer,0_0,V;NFIN,0_7,V;IND;PST;3;SG,
ältern,älterer,0_0,V;NFIN,0_7,V;IND;PST;3;SG,
älteren,ältere,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
ältern,ältere,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
älteren,älter,0_0,V;NFIN,0_13,V;IMP;2;SG,
ältern,älter,0_0,V;NFIN,0_13,V;IMP;2;SG,
älterer,älteren,0_7,V;IND;PST;3;SG,0_0,V;NFIN,
älterer,ältern,0_7,V;IND;PST;3;SG,0_0,V;NFIN,
älterer,ältere,0_7,V;IND;PST;3;SG,0_10,V;SBJV;PRS;1;SG,
älterer,älter,0_7,V;IND;PST;3;SG,0_13,V;IMP;2;SG,
ältere,älteren,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
ältere,ältern,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
ältere,älterer,0_10,V;SBJV;PRS;1;SG,0_7,V;IND;PST;3;SG,
ältere,älter,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
älter,älteren,0_13,V;IMP;2;SG,0_0,V;NFIN,
älter,ältern,0_13,V;IMP;2;SG,0_0,V;NFIN,
älter,älterer,0_13,V;IMP;2;SG,0_7,V;IND;PST;3;SG,
älter,ältere,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,

reuen,reute,0_0,V;NFIN,0_4,V;SBJV;PST;3;SG,
reuen,reue,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
reuen,reut,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
reute,reuen,0_4,V;SBJV;PST;3;SG,0_0,V;NFIN,
reute,reue,0_4,V;SBJV;PST;3;SG,0_10,V;SBJV;PRS;1;SG,
reute,reut,0_4,V;SBJV;PST;3;SG,0_12,V;IND;PRS;2;PL,
reue,reuen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
reue,reute,0_10,V;SBJV;PRS;1;SG,0_4,V;SBJV;PST;3;SG,
reue,reut,0_10,V;SBJV;PRS;1;SG,0_12,V;IND;PRS;2;PL,
reut,reuen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,
reut,reute,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG,
reut,reue,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,

ausfuhren,ausfuhr,0_0,V;NFIN,0_13,V;IMP;2;SG,
ausfuhr,ausfuhren,0_13,V;IMP;2;SG,0_0,V;NFIN,

säcken,säcke,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
säcke,säcken,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,

begürte,begürtet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL,
begürtet,begürte,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,

verlangen,verlangt,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
verlangt,verlangen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,

betasten,betaste,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
betasten,betastet,0_0,V;NFIN,0_14,V;SBJV;PRS;2;PL,
betaste,betasten,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
betaste,betastet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL,
betastet,betasten,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN,
betastet,betaste,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,

manne,mannes,0_10,V;SBJV;PRS;1;SG,0_11,?,
mannes,manne,0_11,?,0_10,V;SBJV;PRS;1;SG,

gewichen,gewichte,0_0,V;NFIN,0_4,V;SBJV;PST;3;SG,
gewichen,gewicht,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
gewichte,gewichen,0_4,V;SBJV;PST;3;SG,0_0,V;NFIN,
gewichte,gewicht,0_4,V;SBJV;PST;3;SG,0_12,V;IND;PRS;2;PL,
gewicht,gewichen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,
gewicht,gewichte,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG,

deren,derer,0_0,V;NFIN,0_7,V;IND;PST;3;SG,
deren,dert,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
deren,der,0_0,V;NFIN,0_13,V;IMP;2;SG,
derer,deren,0_7,V;IND;PST;3;SG,0_0,V;NFIN,
derer,dert,0_7,V;IND;PST;3;SG,0_12,V;IND;PRS;2;PL,
derer,der,0_7,V;IND;PST;3;SG,0_13,V;IMP;2;SG,
dert,deren,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,
dert,derer,0_12,V;IND;PRS;2;PL,0_7,V;IND;PST;3;SG,
dert,der,0_12,V;IND;PRS;2;PL,0_13,V;IMP;2;SG,
der,deren,0_13,V;IMP;2;SG,0_0,V;NFIN,
der,derer,0_13,V;IMP;2;SG,0_7,V;IND;PST;3;SG,
der,dert,0_13,V;IMP;2;SG,0_12,V;IND;PRS;2;PL,

netzen,netze,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
netzen,netz,0_0,V;NFIN,0_13,V;IMP;2;SG,
netze,netzen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
netze,netz,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
netz,netzen,0_13,V;IMP;2;SG,0_0,V;NFIN,
netz,netze,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,

behüten,behütest,0_0,V;NFIN,0_5,V;SBJV;PRS;2;SG,
behüten,behüte,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
behüten,behütet,0_0,V;NFIN,0_14,V;SBJV;PRS;2;PL,
behütest,behüten,0_5,V;SBJV;PRS;2;SG,0_0,V;NFIN,
behütest,behüte,0_5,V;SBJV;PRS;2;SG,0_10,V;SBJV;PRS;1;SG,
behütest,behütet,0_5,V;SBJV;PRS;2;SG,0_14,V;SBJV;PRS;2;PL,
behüte,behüten,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
behüte,behütest,0_10,V;SBJV;PRS;1;SG,0_5,V;SBJV;PRS;2;SG,
behüte,behütet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL,
behütet,behüten,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN,
behütet,behütest,0_14,V;SBJV;PRS;2;PL,0_5,V;SBJV;PRS;2;SG,
behütet,behüte,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,

herniederkommen,herniederkommt,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
herniederkommt,herniederkommen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,

unsrer,unsre,0_7,V;IND;PST;3;SG,0_10,V;SBJV;PRS;1;SG,
unsrer,unsres,0_7,V;IND;PST;3;SG,0_11,?,
unsre,unsrer,0_10,V;SBJV;PRS;1;SG,0_7,V;IND;PST;3;SG,
unsre,unsres,0_10,V;SBJV;PRS;1;SG,0_11,?,
unsres,unsrer,0_11,?,0_7,V;IND;PST;3;SG,
unsres,unsre,0_11,?,0_10,V;SBJV;PRS;1;SG,

gebärden,gebärde,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
gebärden,gebärdet,0_0,V;NFIN,0_14,V;SBJV;PRS;2;PL,
gebärde,gebärden,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
gebärde,gebärdet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL,
gebärdet,gebärden,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN,
gebärdet,gebärde,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,

begierden,begierde,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
begierde,begierden,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,

ziegenhaaren,ziegenhaare,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
ziegenhaaren,ziegenhaar,0_0,V;NFIN,0_13,V;IMP;2;SG,
ziegenhaare,ziegenhaaren,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
ziegenhaare,ziegenhaar,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
ziegenhaar,ziegenhaaren,0_13,V;IMP;2;SG,0_0,V;NFIN,
ziegenhaar,ziegenhaare,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,

verscheiden,verscheidet,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
verscheidet,verscheiden,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,

trübe,trüb,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
trüb,trübe,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,

schwinden,schwinde,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
schwinden,schwindet,0_0,V;NFIN,0_14,V;SBJV;PRS;2;PL,
schwinde,schwinden,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
schwinde,schwindet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL,
schwindet,schwinden,0_14,V;SBJV;PRS;2;PL,0_0,V;NFIN,
schwindet,schwinde,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,

gebüßten,gebüßt,0_0,V;NFIN,0_13,V;IMP;2;SG,
gebüßt,gebüßten,0_13,V;IMP;2;SG,0_0,V;NFIN,

mageren,magere,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
magere,mageren,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,

tiefen,tiefer,0_0,V;NFIN,0_7,V;IND;PST;3;SG,
tiefen,tiefe,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
tiefen,tiefes,0_0,V;NFIN,0_11,?,
tiefen,tief,0_0,V;NFIN,0_13,V;IMP;2;SG,
tiefer,tiefen,0_7,V;IND;PST;3;SG,0_0,V;NFIN,
tiefer,tiefe,0_7,V;IND;PST;3;SG,0_10,V;SBJV;PRS;1;SG,
tiefer,tiefes,0_7,V;IND;PST;3;SG,0_11,?,
tiefer,tief,0_7,V;IND;PST;3;SG,0_13,V;IMP;2;SG,
tiefe,tiefen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
tiefe,tiefer,0_10,V;SBJV;PRS;1;SG,0_7,V;IND;PST;3;SG,
tiefe,tiefes,0_10,V;SBJV;PRS;1;SG,0_11,?,
tiefe,tief,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
tiefes,tiefen,0_11,?,0_0,V;NFIN,
tiefes,tiefer,0_11,?,0_7,V;IND;PST;3;SG,
tiefes,tiefe,0_11,?,0_10,V;SBJV;PRS;1;SG,
tiefes,tief,0_11,?,0_13,V;IMP;2;SG,
tief,tiefen,0_13,V;IMP;2;SG,0_0,V;NFIN,
tief,tiefer,0_13,V;IMP;2;SG,0_7,V;IND;PST;3;SG,
tief,tiefe,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,
tief,tiefes,0_13,V;IMP;2;SG,0_11,?,

steinen,steinern,0_0,V;NFIN,0_6,V;SBJV;PRS;1;PL,
steinen,steine,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
steinen,stein,0_0,V;NFIN,0_13,V;IMP;2;SG,
steinern,steinen,0_6,V;SBJV;PRS;1;PL,0_0,V;NFIN,
steinern,steine,0_6,V;SBJV;PRS;1;PL,0_10,V;SBJV;PRS;1;SG,
steinern,stein,0_6,V;SBJV;PRS;1;PL,0_13,V;IMP;2;SG,
steine,steinen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
steine,steinern,0_10,V;SBJV;PRS;1;SG,0_6,V;SBJV;PRS;1;PL,
steine,stein,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
stein,steinen,0_13,V;IMP;2;SG,0_0,V;NFIN,
stein,steinern,0_13,V;IMP;2;SG,0_6,V;SBJV;PRS;1;PL,
stein,steine,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,

schuhen,schuhe,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
schuhen,schuh,0_0,V;NFIN,0_13,V;IMP;2;SG,
schuhe,schuhen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
schuhe,schuh,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
schuh,schuhen,0_13,V;IMP;2;SG,0_0,V;NFIN,
schuh,schuhe,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,

gelangen,gelangte,0_0,V;NFIN,0_4,V;SBJV;PST;3;SG,
gelangen,gelange,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
gelangen,gelangt,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
gelangen,gelang,0_0,V;NFIN,0_13,V;IMP;2;SG,
gelangte,gelangen,0_4,V;SBJV;PST;3;SG,0_0,V;NFIN,
gelangte,gelange,0_4,V;SBJV;PST;3;SG,0_10,V;SBJV;PRS;1;SG,
gelangte,gelangt,0_4,V;SBJV;PST;3;SG,0_12,V;IND;PRS;2;PL,
gelangte,gelang,0_4,V;SBJV;PST;3;SG,0_13,V;IMP;2;SG,
gelange,gelangen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
gelange,gelangte,0_10,V;SBJV;PRS;1;SG,0_4,V;SBJV;PST;3;SG,
gelange,gelangt,0_10,V;SBJV;PRS;1;SG,0_12,V;IND;PRS;2;PL,
gelange,gelang,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
gelangt,gelangen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,
gelangt,gelangte,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG,
gelangt,gelange,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,
gelangt,gelang,0_12,V;IND;PRS;2;PL,0_13,V;IMP;2;SG,
gelang,gelangen,0_13,V;IMP;2;SG,0_0,V;NFIN,
gelang,gelangte,0_13,V;IMP;2;SG,0_4,V;SBJV;PST;3;SG,
gelang,gelange,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,
gelang,gelangt,0_13,V;IMP;2;SG,0_12,V;IND;PRS;2;PL,

fremdlingen,fremdlings,0_0,V;NFIN,0_9,V;IND;PRS;3;SG,
fremdlings,fremdlingen,0_9,V;IND;PRS;3;SG,0_0,V;NFIN,

freunden,freunde,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
freunden,freundes,0_0,V;NFIN,0_11,?,
freunden,freund,0_0,V;NFIN,0_13,V;IMP;2;SG,
freunde,freunden,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
freunde,freundes,0_10,V;SBJV;PRS;1;SG,0_11,?,
freunde,freund,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
freundes,freunden,0_11,?,0_0,V;NFIN,
freundes,freunde,0_11,?,0_10,V;SBJV;PRS;1;SG,
freundes,freund,0_11,?,0_13,V;IMP;2;SG,
freund,freunden,0_13,V;IMP;2;SG,0_0,V;NFIN,
freund,freunde,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,
freund,freundes,0_13,V;IMP;2;SG,0_11,?,

widerte,wider,0_4,V;SBJV;PST;3;SG,0_13,V;IMP;2;SG,
wider,widerte,0_13,V;IMP;2;SG,0_4,V;SBJV;PST;3;SG,

äße,äßet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL,
äßet,äße,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,

gerede,geredet,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL,
geredet,gerede,0_14,V;SBJV;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,

trauben,traube,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
traube,trauben,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,

glühenden,glühender,0_0,V;NFIN,0_7,V;IND;PST;3;SG,
glühenden,glühende,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
glühender,glühenden,0_7,V;IND;PST;3;SG,0_0,V;NFIN,
glühender,glühende,0_7,V;IND;PST;3;SG,0_10,V;SBJV;PRS;1;SG,
glühende,glühenden,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
glühende,glühender,0_10,V;SBJV;PRS;1;SG,0_7,V;IND;PST;3;SG,

ärgern,ärgerten,0_0,V;NFIN,0_8,V;SBJV;PST;3;PL,
ärgern,ärgere,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
ärgern,ärgeres,0_0,V;NFIN,0_11,?,
ärgern,ärgert,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
ärgern,ärger,0_0,V;NFIN,0_13,V;IMP;2;SG,
ärgerten,ärgern,0_8,V;SBJV;PST;3;PL,0_0,V;NFIN,
ärgerten,ärgere,0_8,V;SBJV;PST;3;PL,0_10,V;SBJV;PRS;1;SG,
ärgerten,ärgeres,0_8,V;SBJV;PST;3;PL,0_11,?,
ärgerten,ärgert,0_8,V;SBJV;PST;3;PL,0_12,V;IND;PRS;2;PL,
ärgerten,ärger,0_8,V;SBJV;PST;3;PL,0_13,V;IMP;2;SG,
ärgere,ärgern,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
ärgere,ärgerten,0_10,V;SBJV;PRS;1;SG,0_8,V;SBJV;PST;3;PL,
ärgere,ärgeres,0_10,V;SBJV;PRS;1;SG,0_11,?,
ärgere,ärgert,0_10,V;SBJV;PRS;1;SG,0_12,V;IND;PRS;2;PL,
ärgere,ärger,0_10,V;SBJV;PRS;1;SG,0_13,V;IMP;2;SG,
ärgeres,ärgern,0_11,?,0_0,V;NFIN,
ärgeres,ärgerten,0_11,?,0_8,V;SBJV;PST;3;PL,
ärgeres,ärgere,0_11,?,0_10,V;SBJV;PRS;1;SG,
ärgeres,ärgert,0_11,?,0_12,V;IND;PRS;2;PL,
ärgeres,ärger,0_11,?,0_13,V;IMP;2;SG,
ärgert,ärgern,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,
ärgert,ärgerten,0_12,V;IND;PRS;2;PL,0_8,V;SBJV;PST;3;PL,
ärgert,ärgere,0_12,V;IND;PRS;2;PL,0_10,V;SBJV;PRS;1;SG,
ärgert,ärgeres,0_12,V;IND;PRS;2;PL,0_11,?,
ärgert,ärger,0_12,V;IND;PRS;2;PL,0_13,V;IMP;2;SG,
ärger,ärgern,0_13,V;IMP;2;SG,0_0,V;NFIN,
ärger,ärgerten,0_13,V;IMP;2;SG,0_8,V;SBJV;PST;3;PL,
ärger,ärgere,0_13,V;IMP;2;SG,0_10,V;SBJV;PRS;1;SG,
ärger,ärgeres,0_13,V;IMP;2;SG,0_11,?,
ärger,ärgert,0_13,V;IMP;2;SG,0_12,V;IND;PRS;2;PL,

verzagen,verzagte,0_0,V;NFIN,0_4,V;SBJV;PST;3;SG,
verzagen,verzagten,0_0,V;NFIN,0_8,V;SBJV;PST;3;PL,
verzagen,verzage,0_0,V;NFIN,0_10,V;SBJV;PRS;1;SG,
verzagen,verzagt,0_0,V;NFIN,0_12,V;IND;PRS;2;PL,
verzagen,verzaget,0_0,V;NFIN,0_14,V;SBJV;PRS;2;PL,
verzagte,verzagen,0_4,V;SBJV;PST;3;SG,0_0,V;NFIN,
verzagte,verzagten,0_4,V;SBJV;PST;3;SG,0_8,V;SBJV;PST;3;PL,
verzagte,verzage,0_4,V;SBJV;PST;3;SG,0_10,V;SBJV;PRS;1;SG,
verzagte,verzagt,0_4,V;SBJV;PST;3;SG,0_12,V;IND;PRS;2;PL,
verzagte,verzaget,0_4,V;SBJV;PST;3;SG,0_14,V;SBJV;PRS;2;PL,
verzagten,verzagen,0_8,V;SBJV;PST;3;PL,0_0,V;NFIN,
verzagten,verzagte,0_8,V;SBJV;PST;3;PL,0_4,V;SBJV;PST;3;SG,
verzagten,verzage,0_8,V;SBJV;PST;3;PL,0_10,V;SBJV;PRS;1;SG,
verzagten,verzagt,0_8,V;SBJV;PST;3;PL,0_12,V;IND;PRS;2;PL,
verzagten,verzaget,0_8,V;SBJV;PST;3;PL,0_14,V;SBJV;PRS;2;PL,
verzage,verzagen,0_10,V;SBJV;PRS;1;SG,0_0,V;NFIN,
verzage,verzagte,0_10,V;SBJV;PRS;1;SG,0_4,V;SBJV;PST;3;SG,
verzage,verzagten,0_10,V;SBJV;PRS;1;SG,0_8,V;SBJV;PST;3;PL,
verzage,verzagt,0_10,V;SBJV;PRS;1;SG,0_12,V;IND;PRS;2;PL,
verzage,verzaget,0_10,V;SBJV;PRS;1;SG,0_14,V;SBJV;PRS;2;PL,
verzagt,verzagen,0_12,V;IND;PRS;2;PL,0_0,V;NFIN,
verzagt,verzagte,0_12,V;IND;PRS;2;PL,0_4,V;SBJV;PST;3;SG,
verzagt,verzagten,0_12,V;IND;PRS;2;PL,0_8,V;SBJV;PST;3;PL,
