src word,tgt word,src slot,src predicted,tgt slot,tgt predicted,annotation 1,annotation 2
dagakarl,dagakarlen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
dagakarl,dagakarls,2_0,N;INDF;NOM;SG,2_2,N;INDF;GEN;SG,
dagakarl,dagakarlens,2_0,N;INDF;NOM;SG,2_6,N;DEF;GEN;SG,
dagakarlen,dagakarl,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
dagakarlen,dagakarls,2_1,N;DEF;NOM;SG,2_2,N;INDF;GEN;SG,
dagakarlen,dagakarlens,2_1,N;DEF;NOM;SG,2_6,N;DEF;GEN;SG,
dagakarls,dagakarl,2_2,N;INDF;GEN;SG,2_0,N;INDF;NOM;SG,
dagakarls,dagakarlen,2_2,N;INDF;GEN;SG,2_1,N;DEF;NOM;SG,
dagakarls,dagakarlens,2_2,N;INDF;GEN;SG,2_6,N;DEF;GEN;SG,
dagakarlens,dagakarl,2_6,N;DEF;GEN;SG,2_0,N;INDF;NOM;SG,
dagakarlens,dagakarlen,2_6,N;DEF;GEN;SG,2_1,N;DEF;NOM;SG,
dagakarlens,dagakarls,2_6,N;DEF;GEN;SG,2_2,N;INDF;GEN;SG,

drype,drypen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
drype,dryper,2_0,N;INDF;NOM;SG,2_5,N;INDF;NOM;PL,
drype,drypa,2_0,N;INDF;NOM;SG,2_10,?,
drypen,drype,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
drypen,dryper,2_1,N;DEF;NOM;SG,2_5,N;INDF;NOM;PL,
drypen,drypa,2_1,N;DEF;NOM;SG,2_10,?,
dryper,drype,2_5,N;INDF;NOM;PL,2_0,N;INDF;NOM;SG,
dryper,drypen,2_5,N;INDF;NOM;PL,2_1,N;DEF;NOM;SG,
dryper,drypa,2_5,N;INDF;NOM;PL,2_10,?,
drypa,drype,2_10,?,2_0,N;INDF;NOM;SG,
drypa,drypen,2_10,?,2_1,N;DEF;NOM;SG,
drypa,dryper,2_10,?,2_5,N;INDF;NOM;PL,

omfång,omfånget,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
omfånget,omfång,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,

försoningsdag,försoningsdagen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
försoningsdagen,försoningsdag,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,

nedtaget,nedtaga,2_9,ADJ;DEF;SPRL,2_10,?,
nedtaga,nedtaget,2_10,?,2_9,ADJ;DEF;SPRL,

löfte,löften,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
löfte,löftens,2_0,N;INDF;NOM;SG,2_6,N;DEF;GEN;SG,
löfte,löftet,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
löfte,löftets,2_0,N;INDF;NOM;SG,2_15,?,
löften,löfte,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
löften,löftens,2_1,N;DEF;NOM;SG,2_6,N;DEF;GEN;SG,
löften,löftet,2_1,N;DEF;NOM;SG,2_9,ADJ;DEF;SPRL,
löften,löftets,2_1,N;DEF;NOM;SG,2_15,?,
löftens,löfte,2_6,N;DEF;GEN;SG,2_0,N;INDF;NOM;SG,
löftens,löften,2_6,N;DEF;GEN;SG,2_1,N;DEF;NOM;SG,
löftens,löftet,2_6,N;DEF;GEN;SG,2_9,ADJ;DEF;SPRL,
löftens,löftets,2_6,N;DEF;GEN;SG,2_15,?,
löftet,löfte,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,
löftet,löften,2_9,ADJ;DEF;SPRL,2_1,N;DEF;NOM;SG,
löftet,löftens,2_9,ADJ;DEF;SPRL,2_6,N;DEF;GEN;SG,
löftet,löftets,2_9,ADJ;DEF;SPRL,2_15,?,
löftets,löfte,2_15,?,2_0,N;INDF;NOM;SG,
löftets,löften,2_15,?,2_1,N;DEF;NOM;SG,
löftets,löftens,2_15,?,2_6,N;DEF;GEN;SG,
löftets,löftet,2_15,?,2_9,ADJ;DEF;SPRL,

valv,valvet,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
valvet,valv,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,

anfall,anfallen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
anfall,anfallet,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
anfall,anfalla,2_0,N;INDF;NOM;SG,2_10,?,
anfallen,anfall,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
anfallen,anfallet,2_1,N;DEF;NOM;SG,2_9,ADJ;DEF;SPRL,
anfallen,anfalla,2_1,N;DEF;NOM;SG,2_10,?,
anfallet,anfall,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,
anfallet,anfallen,2_9,ADJ;DEF;SPRL,2_1,N;DEF;NOM;SG,
anfallet,anfalla,2_9,ADJ;DEF;SPRL,2_10,?,
anfalla,anfall,2_10,?,2_0,N;INDF;NOM;SG,
anfalla,anfallen,2_10,?,2_1,N;DEF;NOM;SG,
anfalla,anfallet,2_10,?,2_9,ADJ;DEF;SPRL,

djävul,djävulen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
djävul,djävulens,2_0,N;INDF;NOM;SG,2_6,N;DEF;GEN;SG,
djävulen,djävul,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
djävulen,djävulens,2_1,N;DEF;NOM;SG,2_6,N;DEF;GEN;SG,
djävulens,djävul,2_6,N;DEF;GEN;SG,2_0,N;INDF;NOM;SG,
djävulens,djävulen,2_6,N;DEF;GEN;SG,2_1,N;DEF;NOM;SG,

stulo,stulna,2_4,?,2_7,ADJ;INDF;PL,
stulo,stulit,2_4,?,2_8,?,
stulo,stulet,2_4,?,2_9,ADJ;DEF;SPRL,
stulna,stulo,2_7,ADJ;INDF;PL,2_4,?,
stulna,stulit,2_7,ADJ;INDF;PL,2_8,?,
stulna,stulet,2_7,ADJ;INDF;PL,2_9,ADJ;DEF;SPRL,
stulit,stulo,2_8,?,2_4,?,
stulit,stulna,2_8,?,2_7,ADJ;INDF;PL,
stulit,stulet,2_8,?,2_9,ADJ;DEF;SPRL,
stulet,stulo,2_9,ADJ;DEF;SPRL,2_4,?,
stulet,stulna,2_9,ADJ;DEF;SPRL,2_7,ADJ;INDF;PL,
stulet,stulit,2_9,ADJ;DEF;SPRL,2_8,?,

jaflet,jaflets,2_0,N;INDF;NOM;SG,2_2,N;INDF;GEN;SG,
jaflets,jaflet,2_2,N;INDF;GEN;SG,2_0,N;INDF;NOM;SG,

välbehållen,välbehållna,2_1,N;DEF;NOM;SG,2_7,ADJ;INDF;PL,
välbehållen,välbehållet,2_1,N;DEF;NOM;SG,2_9,ADJ;DEF;SPRL,
välbehållna,välbehållen,2_7,ADJ;INDF;PL,2_1,N;DEF;NOM;SG,
välbehållna,välbehållet,2_7,ADJ;INDF;PL,2_9,ADJ;DEF;SPRL,
välbehållet,välbehållen,2_9,ADJ;DEF;SPRL,2_1,N;DEF;NOM;SG,
välbehållet,välbehållna,2_9,ADJ;DEF;SPRL,2_7,ADJ;INDF;PL,

stall,stallen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
stall,stallet,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
stallen,stall,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
stallen,stallet,2_1,N;DEF;NOM;SG,2_9,ADJ;DEF;SPRL,
stallet,stall,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,
stallet,stallen,2_9,ADJ;DEF;SPRL,2_1,N;DEF;NOM;SG,

iakttagen,iakttagit,2_1,N;DEF;NOM;SG,2_8,?,
iakttagen,iakttaget,2_1,N;DEF;NOM;SG,2_9,ADJ;DEF;SPRL,
iakttagen,iakttaga,2_1,N;DEF;NOM;SG,2_10,?,
iakttagit,iakttagen,2_8,?,2_1,N;DEF;NOM;SG,
iakttagit,iakttaget,2_8,?,2_9,ADJ;DEF;SPRL,
iakttagit,iakttaga,2_8,?,2_10,?,
iakttaget,iakttagen,2_9,ADJ;DEF;SPRL,2_1,N;DEF;NOM;SG,
iakttaget,iakttagit,2_9,ADJ;DEF;SPRL,2_8,?,
iakttaget,iakttaga,2_9,ADJ;DEF;SPRL,2_10,?,
iakttaga,iakttagen,2_10,?,2_1,N;DEF;NOM;SG,
iakttaga,iakttagit,2_10,?,2_8,?,
iakttaga,iakttaget,2_10,?,2_9,ADJ;DEF;SPRL,

klagorop,klagoropen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
klagorop,klagoropet,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
klagoropen,klagorop,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
klagoropen,klagoropet,2_1,N;DEF;NOM;SG,2_9,ADJ;DEF;SPRL,
klagoropet,klagorop,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,
klagoropet,klagoropen,2_9,ADJ;DEF;SPRL,2_1,N;DEF;NOM;SG,

väsende,väsenden,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
väsende,väsendet,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
väsende,väsendes,2_0,N;INDF;NOM;SG,2_11,?,
väsende,väsendets,2_0,N;INDF;NOM;SG,2_15,?,
väsenden,väsende,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
väsenden,väsendet,2_1,N;DEF;NOM;SG,2_9,ADJ;DEF;SPRL,
väsenden,väsendes,2_1,N;DEF;NOM;SG,2_11,?,
väsenden,väsendets,2_1,N;DEF;NOM;SG,2_15,?,
väsendet,väsende,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,
väsendet,väsenden,2_9,ADJ;DEF;SPRL,2_1,N;DEF;NOM;SG,
väsendet,väsendes,2_9,ADJ;DEF;SPRL,2_11,?,
väsendet,väsendets,2_9,ADJ;DEF;SPRL,2_15,?,
väsendes,väsende,2_11,?,2_0,N;INDF;NOM;SG,
väsendes,väsenden,2_11,?,2_1,N;DEF;NOM;SG,
väsendes,väsendet,2_11,?,2_9,ADJ;DEF;SPRL,
väsendes,väsendets,2_11,?,2_15,?,
väsendets,väsende,2_15,?,2_0,N;INDF;NOM;SG,
väsendets,väsenden,2_15,?,2_1,N;DEF;NOM;SG,
väsendets,väsendet,2_15,?,2_9,ADJ;DEF;SPRL,
väsendets,väsendes,2_15,?,2_11,?,

abihail,abihails,2_0,N;INDF;NOM;SG,2_2,N;INDF;GEN;SG,
abihails,abihail,2_2,N;INDF;GEN;SG,2_0,N;INDF;NOM;SG,

trapphus,trapphusen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
trapphusen,trapphus,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,

moderliv,moderlivet,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
moderlivet,moderliv,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,

förbjud,förbjudit,2_0,N;INDF;NOM;SG,2_8,?,
förbjud,förbjudet,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
förbjud,förbjuda,2_0,N;INDF;NOM;SG,2_10,?,
förbjud,förbjudes,2_0,N;INDF;NOM;SG,2_11,?,
förbjudit,förbjud,2_8,?,2_0,N;INDF;NOM;SG,
förbjudit,förbjudet,2_8,?,2_9,ADJ;DEF;SPRL,
förbjudit,förbjuda,2_8,?,2_10,?,
förbjudit,förbjudes,2_8,?,2_11,?,
förbjudet,förbjud,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,
förbjudet,förbjudit,2_9,ADJ;DEF;SPRL,2_8,?,
förbjudet,förbjuda,2_9,ADJ;DEF;SPRL,2_10,?,
förbjudet,förbjudes,2_9,ADJ;DEF;SPRL,2_11,?,
förbjuda,förbjud,2_10,?,2_0,N;INDF;NOM;SG,
förbjuda,förbjudit,2_10,?,2_8,?,
förbjuda,förbjudet,2_10,?,2_9,ADJ;DEF;SPRL,
förbjuda,förbjudes,2_10,?,2_11,?,
förbjudes,förbjud,2_11,?,2_0,N;INDF;NOM;SG,
förbjudes,förbjudit,2_11,?,2_8,?,
förbjudes,förbjudet,2_11,?,2_9,ADJ;DEF;SPRL,
förbjudes,förbjuda,2_11,?,2_10,?,

måst,måste,2_0,N;INDF;NOM;SG,2_0,N;INDF;NOM;SG,
måste,måst,2_0,N;INDF;NOM;SG,2_0,N;INDF;NOM;SG,
måst,måsten,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
måste,måsten,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
måsten,måst,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
måsten,måste,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,

vedersakare,vedersakaren,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
vedersakaren,vedersakare,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,

umgänge,umgänget,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
umgänget,umgänge,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,

ränna,rännorna,2_10,?,2_12,?,
ränna,rännor,2_10,?,2_13,ADJ;INDF;PL;SPRL,
rännorna,ränna,2_12,?,2_10,?,
rännorna,rännor,2_12,?,2_13,ADJ;INDF;PL;SPRL,
rännor,ränna,2_13,ADJ;INDF;PL;SPRL,2_10,?,
rännor,rännorna,2_13,ADJ;INDF;PL;SPRL,2_12,?,

vetekorn,vetekornet,2_0,N;INDF;NOM;SG,2_9,ADJ;DEF;SPRL,
vetekornet,vetekorn,2_9,ADJ;DEF;SPRL,2_0,N;INDF;NOM;SG,

roder,rodna,2_5,N;INDF;NOM;PL,2_7,ADJ;INDF;PL,POS_ERROR
rodna,roder,2_7,ADJ;INDF;PL,2_5,N;INDF;NOM;PL,POS_ERROR

gjord,gjorde,2_0,N;INDF;NOM;SG,2_0,N;INDF;NOM;SG,
gjorde,gjord,2_0,N;INDF;NOM;SG,2_0,N;INDF;NOM;SG,
gjord,gjorden,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
gjorde,gjorden,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
gjord,gjorda,2_0,N;INDF;NOM;SG,2_10,?,
gjorde,gjorda,2_0,N;INDF;NOM;SG,2_10,?,
gjord,gjordes,2_0,N;INDF;NOM;SG,2_11,?,
gjorde,gjordes,2_0,N;INDF;NOM;SG,2_11,?,
gjorden,gjord,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
gjorden,gjorde,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
gjorden,gjorda,2_1,N;DEF;NOM;SG,2_10,?,
gjorden,gjordes,2_1,N;DEF;NOM;SG,2_11,?,
gjorda,gjord,2_10,?,2_0,N;INDF;NOM;SG,
gjorda,gjorde,2_10,?,2_0,N;INDF;NOM;SG,
gjorda,gjorden,2_10,?,2_1,N;DEF;NOM;SG,
gjorda,gjordes,2_10,?,2_11,?,
gjordes,gjord,2_11,?,2_0,N;INDF;NOM;SG,
gjordes,gjorde,2_11,?,2_0,N;INDF;NOM;SG,
gjordes,gjorden,2_11,?,2_1,N;DEF;NOM;SG,
gjordes,gjorda,2_11,?,2_10,?,

stormvind,stormvinden,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
stormvinden,stormvind,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,

övervunno,övervunnit,2_4,?,2_8,?,
övervunnit,övervunno,2_8,?,2_4,?,

hälft,hälften,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
hälft,hälfter,2_0,N;INDF;NOM;SG,2_5,N;INDF;NOM;PL,
hälften,hälft,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
hälften,hälfter,2_1,N;DEF;NOM;SG,2_5,N;INDF;NOM;PL,
hälfter,hälft,2_5,N;INDF;NOM;PL,2_0,N;INDF;NOM;SG,
hälfter,hälften,2_5,N;INDF;NOM;PL,2_1,N;DEF;NOM;SG,

basun,basunen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
basun,basunerna,2_0,N;INDF;NOM;SG,2_3,ADJ;INDF;MASC;SG;COMPV,
basun,basuner,2_0,N;INDF;NOM;SG,2_5,N;INDF;NOM;PL,
basun,basunens,2_0,N;INDF;NOM;SG,2_6,N;DEF;GEN;SG,
basunen,basun,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
basunen,basunerna,2_1,N;DEF;NOM;SG,2_3,ADJ;INDF;MASC;SG;COMPV,
basunen,basuner,2_1,N;DEF;NOM;SG,2_5,N;INDF;NOM;PL,
basunen,basunens,2_1,N;DEF;NOM;SG,2_6,N;DEF;GEN;SG,
basunerna,basun,2_3,ADJ;INDF;MASC;SG;COMPV,2_0,N;INDF;NOM;SG,
basunerna,basunen,2_3,ADJ;INDF;MASC;SG;COMPV,2_1,N;DEF;NOM;SG,
basunerna,basuner,2_3,ADJ;INDF;MASC;SG;COMPV,2_5,N;INDF;NOM;PL,
basunerna,basunens,2_3,ADJ;INDF;MASC;SG;COMPV,2_6,N;DEF;GEN;SG,
basuner,basun,2_5,N;INDF;NOM;PL,2_0,N;INDF;NOM;SG,
basuner,basunen,2_5,N;INDF;NOM;PL,2_1,N;DEF;NOM;SG,
basuner,basunerna,2_5,N;INDF;NOM;PL,2_3,ADJ;INDF;MASC;SG;COMPV,
basuner,basunens,2_5,N;INDF;NOM;PL,2_6,N;DEF;GEN;SG,
basunens,basun,2_6,N;DEF;GEN;SG,2_0,N;INDF;NOM;SG,
basunens,basunen,2_6,N;DEF;GEN;SG,2_1,N;DEF;NOM;SG,
basunens,basunerna,2_6,N;DEF;GEN;SG,2_3,ADJ;INDF;MASC;SG;COMPV,
basunens,basuner,2_6,N;DEF;GEN;SG,2_5,N;INDF;NOM;PL,

samvete,samveten,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
samvete,samvetets,2_0,N;INDF;NOM;SG,2_15,?,
samveten,samvete,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
samveten,samvetets,2_1,N;DEF;NOM;SG,2_15,?,
samvetets,samvete,2_15,?,2_0,N;INDF;NOM;SG,
samvetets,samveten,2_15,?,2_1,N;DEF;NOM;SG,

syrien,syriens,2_1,N;DEF;NOM;SG,2_6,N;DEF;GEN;SG,
syriens,syrien,2_6,N;DEF;GEN;SG,2_1,N;DEF;NOM;SG,

tempelskatt,tempelskatten,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
tempelskatten,tempelskatt,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,

segerlön,segerlönen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
segerlönen,segerlön,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,

hebré,hebréen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
hebré,hebréerna,2_0,N;INDF;NOM;SG,2_3,ADJ;INDF;MASC;SG;COMPV,
hebré,hebréer,2_0,N;INDF;NOM;SG,2_5,N;INDF;NOM;PL,
hebréen,hebré,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
hebréen,hebréerna,2_1,N;DEF;NOM;SG,2_3,ADJ;INDF;MASC;SG;COMPV,
hebréen,hebréer,2_1,N;DEF;NOM;SG,2_5,N;INDF;NOM;PL,
hebréerna,hebré,2_3,ADJ;INDF;MASC;SG;COMPV,2_0,N;INDF;NOM;SG,
hebréerna,hebréen,2_3,ADJ;INDF;MASC;SG;COMPV,2_1,N;DEF;NOM;SG,
hebréerna,hebréer,2_3,ADJ;INDF;MASC;SG;COMPV,2_5,N;INDF;NOM;PL,
hebréer,hebré,2_5,N;INDF;NOM;PL,2_0,N;INDF;NOM;SG,
hebréer,hebréen,2_5,N;INDF;NOM;PL,2_1,N;DEF;NOM;SG,
hebréer,hebréerna,2_5,N;INDF;NOM;PL,2_3,ADJ;INDF;MASC;SG;COMPV,

lagbok,lagboken,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
lagbok,lagbokens,2_0,N;INDF;NOM;SG,2_6,N;DEF;GEN;SG,
lagboken,lagbok,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
lagboken,lagbokens,2_1,N;DEF;NOM;SG,2_6,N;DEF;GEN;SG,
lagbokens,lagbok,2_6,N;DEF;GEN;SG,2_0,N;INDF;NOM;SG,
lagbokens,lagboken,2_6,N;DEF;GEN;SG,2_1,N;DEF;NOM;SG,

krukmakare,krukmakaren,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
krukmakare,krukmakarens,2_0,N;INDF;NOM;SG,2_6,N;DEF;GEN;SG,
krukmakare,krukmakarna,2_0,N;INDF;NOM;SG,2_7,ADJ;INDF;PL,
krukmakaren,krukmakare,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
krukmakaren,krukmakarens,2_1,N;DEF;NOM;SG,2_6,N;DEF;GEN;SG,
krukmakaren,krukmakarna,2_1,N;DEF;NOM;SG,2_7,ADJ;INDF;PL,
krukmakarens,krukmakare,2_6,N;DEF;GEN;SG,2_0,N;INDF;NOM;SG,
krukmakarens,krukmakaren,2_6,N;DEF;GEN;SG,2_1,N;DEF;NOM;SG,
krukmakarens,krukmakarna,2_6,N;DEF;GEN;SG,2_7,ADJ;INDF;PL,
krukmakarna,krukmakare,2_7,ADJ;INDF;PL,2_0,N;INDF;NOM;SG,
krukmakarna,krukmakaren,2_7,ADJ;INDF;PL,2_1,N;DEF;NOM;SG,
krukmakarna,krukmakarens,2_7,ADJ;INDF;PL,2_6,N;DEF;GEN;SG,

skymning,skymningen,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
skymningen,skymning,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,

lud,luden,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
lud,ludna,2_0,N;INDF;NOM;SG,2_7,ADJ;INDF;PL,
luden,lud,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
luden,ludna,2_1,N;DEF;NOM;SG,2_7,ADJ;INDF;PL,
ludna,lud,2_7,ADJ;INDF;PL,2_0,N;INDF;NOM;SG,
ludna,luden,2_7,ADJ;INDF;PL,2_1,N;DEF;NOM;SG,

låt,låte,2_0,N;INDF;NOM;SG,2_0,N;INDF;NOM;SG,
låte,låt,2_0,N;INDF;NOM;SG,2_0,N;INDF;NOM;SG,
låt,låten,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
låte,låten,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
låt,låter,2_0,N;INDF;NOM;SG,2_5,N;INDF;NOM;PL,
låte,låter,2_0,N;INDF;NOM;SG,2_5,N;INDF;NOM;PL,
låt,låtit,2_0,N;INDF;NOM;SG,2_8,?,POS_ERROR
låte,låtit,2_0,N;INDF;NOM;SG,2_8,?,
låt,låta,2_0,N;INDF;NOM;SG,2_10,?,
låte,låta,2_0,N;INDF;NOM;SG,2_10,?,
låten,låt,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
låten,låte,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,
låten,låter,2_1,N;DEF;NOM;SG,2_5,N;INDF;NOM;PL,
låten,låtit,2_1,N;DEF;NOM;SG,2_8,?,
låten,låta,2_1,N;DEF;NOM;SG,2_10,?,
låter,låt,2_5,N;INDF;NOM;PL,2_0,N;INDF;NOM;SG,
låter,låte,2_5,N;INDF;NOM;PL,2_0,N;INDF;NOM;SG,
låter,låten,2_5,N;INDF;NOM;PL,2_1,N;DEF;NOM;SG,
låter,låtit,2_5,N;INDF;NOM;PL,2_8,?,POS_ERROR
låter,låta,2_5,N;INDF;NOM;PL,2_10,?,
låtit,låt,2_8,?,2_0,N;INDF;NOM;SG,POS_ERROR
låtit,låte,2_8,?,2_0,N;INDF;NOM;SG,
låtit,låten,2_8,?,2_1,N;DEF;NOM;SG,
låtit,låter,2_8,?,2_5,N;INDF;NOM;PL,POS_ERROR
låtit,låta,2_8,?,2_10,?,POS_ERROR
låta,låt,2_10,?,2_0,N;INDF;NOM;SG,
låta,låte,2_10,?,2_0,N;INDF;NOM;SG,
låta,låten,2_10,?,2_1,N;DEF;NOM;SG,
låta,låter,2_10,?,2_5,N;INDF;NOM;PL,
låta,låtit,2_10,?,2_8,?,POS_ERROR

skogssnår,skogssnåren,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
skogssnåren,skogssnår,2_1,N;DEF;NOM;SG,2_0,N;INDF;NOM;SG,

sesak,sesaks,2_0,N;INDF;NOM;SG,2_2,N;INDF;GEN;SG,
sesaks,sesak,2_2,N;INDF;GEN;SG,2_0,N;INDF;NOM;SG,

ogunst,ogunsten,2_0,N;INDF;NOM;SG,2_1,N;DEF;NOM;SG,
